CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50113199,PIG BEACH,Queens,3533,36TH ST,11106,3157960016,American,2024-10-19,No violations were recorded at the time of this inspection.,,,Not Applicable,0,,,2025-09-18,Inter-Agency Task Force / Initial Inspection,40.755658988379,-73.924966036042,401,26,005700,4009599,4006400004,QN70,
50160535,TUMI,Manhattan,689,9 AVENUE,10036,6462449369,Peruvian,2025-03-27,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,33,N,,2025-09-18,Pre-permit (Operational) / Initial Inspection,40.761864293045,-73.990137967261,104,03,012700,1026569,1010570032,MN15,
50096809,GWB JUICE BAR,Manhattan,4211,BROADWAY,10033,6465902538,"Juice, Smoothies, Fruit Salads",2025-05-13,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,21,,,2025-09-18,Cycle Inspection / Initial Inspection,40.848609124306,-73.937446639149,112,10,026500,1064259,1021760017,MN36,
50058174,SMOKE BBQ PIT,Queens,12921,MERRICK BLVD,11434,7183416100,Barbecue,2022-10-20,Violations were cited in the following area(s).,20-06,Current letter grade or Grade Pending card not posted,Not Critical,,,,2025-09-18,Administrative Miscellaneous / Initial Inspection,40.680730160539,-73.763722585994,412,27,036600,4270006,4124900001,QN08,
50141423,CUCI,Brooklyn,6819,FORT HAMILTON PARKWAY,11219,9296610666,Chinese,2023-12-26,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,108,,,2025-09-18,Pre-permit (Operational) / Initial Inspection,40.629014424862,-74.011618411672,310,38,021000,3143041,3057710024,BK30,
40812973,LUNELLA RISTORANTE,Manhattan,173,MULBERRY STREET,10013,2129666639,Italian,2025-08-05,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,37,,,2025-09-18,Cycle Inspection / Initial Inspection,40.720158004701,-73.996980477312,102,01,004100,1006964,1004710016,MN24,
50033040,STARBUCKS,Manhattan,475,WEST   57 STREET,10019,2122475489,Coffee/Tea,2025-06-03,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,10,A,2025-06-03,2025-09-18,Cycle Inspection / Initial Inspection,40.768731433626,-73.987638691276,104,06,013900,1026878,1010677501,MN15,
41660888,FANTASY BAR AND RESTAURANT,Bronx,23,EAST TREMONT AVENUE,10453,9175642040,Spanish,2022-07-20,Violations were cited in the following area(s).,20-06,Current letter grade or Grade Pending card not posted,Not Critical,,,,2025-09-18,Administrative Miscellaneous / Initial Inspection,40.85157625774,-73.908833403753,205,14,024100,2008266,2028540024,BX41,
50117286,CAMPOS GRILL,Brooklyn,256,MARCUS GARVEY BOULEVARD,11221,9295072107,Mexican,2023-12-08,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,12,A,2023-12-08,2025-09-18,Cycle Inspection / Initial Inspection,40.688832330437,-73.939216137354,303,36,027900,3050781,3018060039,BK35,
50124861,MYA'S BAR & KITCHEN,Bronx,3841,EAST TREMONT AVENUE,10465,9179602210,Caribbean,2022-08-04,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,30,,,2025-09-18,Pre-permit (Non-operational) / Initial Inspection,40.823944431264,-73.820004583712,210,13,015800,2097489,2054390022,BX52,
40563041,RAY'S CANDY STORE,Manhattan,113,AVENUE A,10009,9173407855,American,2021-07-27,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,30,,,2025-09-18,Cycle Inspection / Initial Inspection,40.726195335625,-73.98343621331,103,02,003200,1005843,1004350036,MN22,
50129024,TACOS SAN LUCAS II,Bronx,114,EAST BURNSIDE AVENUE,10453,9292857043,Mexican,2024-08-26,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27,B,2024-08-26,2025-09-18,Cycle Inspection / Re-inspection,40.852962119416,-73.905158873485,205,14,024100,2007669,2028070059,BX41,
50122363,RANCHO GRANDE MEXICAN RESTAURANT,Brooklyn,4616,5 AVENUE,11220,3474528275,Mexican,2025-03-13,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,54,,,2025-09-18,Cycle Inspection / Initial Inspection,40.647196159877,-74.008151329121,307,38,008000,3011859,3007560043,BK32,
41641101,SIRENAS,Bronx,1896,JEROME AVENUE,10453,9177923395,Tex-Mex,2022-01-12,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,2022-01-12,2025-09-18,Cycle Inspection / Initial Inspection,40.85009002159,-73.910628305122,205,14,023301,2008233,2028520009,BX41,
50096644,SOUTH SLOPE RAMEN,Brooklyn,651,5 AVENUE,11215,7187888055,Soups,2024-04-24,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,12,A,2024-04-24,2025-09-18,Cycle Inspection / Re-inspection,40.662638303732,-73.9920558336,307,38,014300,3017069,3008790003,BK37,
41677117,SAMUELS TOP RANKING FISH SHOP,Brooklyn,3315,CHURCH AVENUE,11203,9175756850,Caribbean,2023-06-12,Violations were cited in the following area(s).,05F,"Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures",Critical,86,,,2025-09-18,Cycle Inspection / Initial Inspection,40.650963489938,-73.946433142567,317,40,081800,3108638,3048700033,BK95,
41551354,PREMIUM SWEETS & RESTAURANT,Queens,3714,73 STREET,11372,7186725000,Bangladeshi,2023-01-12,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,14,B,2023-01-12,2025-09-18,Cycle Inspection / Re-inspection,40.748332216554,-73.892626068395,403,25,029100,4029769,4012830011,QN28,
41705768,JUKE BOX JUICE & SALAD,Manhattan,1943,ADAM CLAYTON POWELL JR BOULEVARD,,9178077870,"Juice, Smoothies, Fruit Salads",2022-09-13,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,2022-09-13,2025-09-18,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1,,
50135665,JANG DOK DAE,Queens,17214,46TH AVE,11358,9176990888,Korean,2025-06-18,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,13,A,2025-06-18,2025-09-18,Cycle Inspection / Initial Inspection,40.753262907442,-73.793183837591,411,20,145900,4126059,4055820035,QN48,
50131480,HIDDEN GROUNDS,Brooklyn,400,UNION AVENUE,11211,8322750678,Coffee/Tea,2024-08-30,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,2024-08-30,2025-09-18,Cycle Inspection / Re-inspection,40.712286697923,-73.95132543479,301,34,051300,3069126,3027730008,BK73,
41632513,VILLAGE TAVERNA,Manhattan,81,UNIVERSITY PLACE,10003,2129823457,Greek,2022-04-18,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,20,,,2025-09-18,Cycle Inspection / Initial Inspection,40.733428786732,-73.993194792899,102,02,006100,1009127,1005630001,MN23,
50102366,SUNCITY CARIBBEAN FLAVOR,Brooklyn,1110,ROGERS AVENUE,11226,6467303757,Caribbean,2021-09-14,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,88,,,2025-09-18,Pre-permit (Operational) / Initial Inspection,40.642602447112,-73.951614284552,317,45,079000,3119845,3051920010,BK95,
50101632,DUNKIN,Staten Island,1351,FOREST AVENUE,10302,2013153670,Donuts,2024-04-26,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13,A,2024-04-26,2025-09-18,Cycle Inspection / Re-inspection,40.625949769931,-74.134450400927,501,49,020100,5024915,5010520001,SI07,
50109337,NEW PIONEER CHINESE RESTAURANT,Bronx,223,WEST  231 STREET,10463,9172073715,Chinese,2024-05-02,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,24,,,2025-09-18,Cycle Inspection / Initial Inspection,40.87927061935,-73.905482822807,208,11,028900,2083162,2057040050,BX29,
50140439,SUGAR FACTORY TIME SQUARE,Manhattan,694,8 AVENUE,10036,2015391206,American,2024-04-02,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,12,A,2024-04-02,2025-09-18,Pre-permit (Operational) / Initial Inspection,40.758375595816,-73.988940088006,105,03,011900,1078853,1010150061,MN17,
50084922,JUICE POINT,Brooklyn,784,MANHATTAN AVENUE,11222,3472940660,"Juice, Smoothies, Fruit Salads",2024-07-17,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,2024-07-17,2025-09-18,Cycle Inspection / Initial Inspection,40.727468661941,-73.95288736996,301,33,056100,3065327,3025970005,BK76,
41458323,YEDID,Brooklyn,4305,15 AVENUE,11219,7188511111,Jewish/Kosher,2024-03-20,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,9,A,2024-03-20,2025-09-18,Cycle Inspection / Re-inspection,40.635615142515,-73.984312686046,312,44,023200,3128225,3054300008,BK88,
50131913,99 CENTS SUPREME PIZZA,Brooklyn,44,WILLOUGHBY STREET,11201,6464274438,Pizza,2023-02-23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,46,,,2025-09-18,Pre-permit (Operational) / Initial Inspection,40.692210064197,-73.987075966925,302,33,001100,3000389,3001510022,BK38,
50150458,PELICANA CHICKEN,Queens,4123,162ND ST,11358,6463463381,Korean,2024-08-14,Violations were cited in the following area(s).,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical,31,,,2025-09-18,Pre-permit (Operational) / Initial Inspection,40.761052121177,-73.803880625907,407,20,117100,4120481,4053360043,QN51,
41611381,"BURGER KING, POPEYES",Brooklyn,8516,5 AVENUE,11209,7186305575,Hamburgers,2023-11-03,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,20,,,2025-09-18,Cycle Inspection / Initial Inspection,40.621966244337,-74.02581715677,310,43,013800,3153170,3060350046,BK31,
50174490,Cardinals' Kitechen,Queens,9420,GUY BREWER BLVD,11433,6464741204,American,2025-08-20,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,16,N,,2025-09-18,Pre-permit (Non-operational) / Initial Inspection,40.702524573156,-73.795577947089,412,27,024600,4215630,4101040043,QN61,
50135613,FOTIA MEDITERRANEAN,Manhattan,127,EAST   60 STREET,10022,2126637374,Mediterranean,2023-10-05,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,12,A,2023-10-05,2025-09-18,Pre-permit (Operational) / Re-inspection,40.763046038626,-73.968171635011,108,04,011402,1041918,1013950012,MN40,
40402026,ESTANCIA 460,Manhattan,460,GREENWICH STREET,10013,2124315093,Latin American,2024-04-16,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,24,,,2025-09-18,Cycle Inspection / Initial Inspection,40.723728593746,-74.009491985046,101,01,003900,1002925,1002240029,MN24,
50144231,WENDY'S,Manhattan,462,7 AVENUE,10018,2123890080,Hamburgers,2025-02-04,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,12,A,2025-02-04,2025-09-18,Cycle Inspection / Initial Inspection,40.751747104858,-73.990074503944,105,03,010900,1014429,1007850037,MN17,
41277845,SUBWAY,Queens,25105,JAMAICA AVENUE,11426,9173879795,Sandwiches,2025-02-26,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,10,A,2025-02-26,2025-09-18,Cycle Inspection / Initial Inspection,40.726827007746,-73.713567002486,413,23,161700,4177201,4086680155,QN43,
50090903,VEE'S,Brooklyn,896,NOSTRAND AVENUE,11225,7183633832,Caribbean,2023-02-14,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,18,,,2025-09-18,Cycle Inspection / Initial Inspection,40.667464288224,-73.950734658042,309,35,032100,3033541,3012820049,BK63,
50000228,ENZO'S RESTAURANT,Bronx,1998,WILLIAMSBRIDGE ROAD,10461,7184093828,Italian,2022-09-27,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,0,B,2022-09-27,2025-09-18,Cycle Inspection / Re-inspection,40.853905067784,-73.854170209806,211,13,028800,2048576,2042740001,BX49,
50174837,299 HOSPITALITY LLC,Manhattan,285,WEST HOUSTON STREET,10014,3108019538,,1900-01-01,,,,Not Applicable,,,,2025-09-18,,40.72880380783,-74.007594890196,102,03,003700,1010379,1005990064,MN24,
50061569,"CONRAD MIDTOWN (RESTAURANT, BAR/STORAGE)",Manhattan,151,WEST   54 STREET,10019,9739318973,American,2023-10-11,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13,A,2023-10-11,2025-09-18,Cycle Inspection / Re-inspection,40.763238197802,-73.980582367161,105,06,013700,1069590,1010070005,MN17,
41528086,MOTTSU,Manhattan,285,MOTT STREET,10012,2123438017,Japanese,2024-08-27,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,24,B,2024-08-27,2025-09-18,Cycle Inspection / Re-inspection,40.72415703468,-73.99442599334,102,01,004300,1007923,1005090027,MN24,
50106093,STEAM BOX,Brooklyn,6517,18 AVENUE,11204,7189753898,Chinese,2022-11-28,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,2022-11-28,2025-09-18,Cycle Inspection / Re-inspection,40.618960462971,-73.990335663521,311,43,025200,3133885,3055540004,BK28,
40745618,BEDSTUY MIKE'S PIZZA,Brooklyn,905,MYRTLE AVENUE,11206,7187825011,Pizza,2024-03-21,Violations were cited in the following area(s).,02A,"Time/Temperature Control for Safety (TCS) food not cooked to required minimum internal temperature.   • Poultry, poultry parts, ground and comminuted poultry, all stuffing containing poultry, meats, fish or ratites to or above 165 °F for 15 seconds with no interruption of the cooking process   • Ground meat, and food containing ground and comminuted meat, to or above 158 °F for 15 seconds with no interruption of the cooking process, except per individual customer request  • Pork, any food containing pork to or above 150 °F for 15 seconds  • Mechanically tenderized or injected meats to or above 155 °F.  • Whole meat roasts and beef steak to or above required temperature and time except per individual customer request  • Raw animal foods cooked in microwave to or above165 °F, covered, rotated or stirred   • All other foods to or above 140 °F for 15 seconds; shell eggs to or above 145 °F for 15 seconds except per individual customer request.",Critical,12,A,2024-03-21,2025-09-18,Cycle Inspection / Re-inspection,40.695656860257,-73.946793780441,303,36,025700,3048529,3017470035,BK75,
50115178,BAGEL BARISTA STATION,Queens,214,BEACH  116 STREET,11694,7183180828,Bagels/Pretzels,2025-07-08,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,42,,,2025-09-18,Cycle Inspection / Initial Inspection,40.580143851866,-73.837386023063,414,32,093800,4303732,4161660003,QN10,
41690004,SOPHIE'S CUBAN CUISINE,Brooklyn,27,SMITH STREET,11201,7182430911,Latin American,2022-02-04,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,17,,,2025-09-18,Cycle Inspection / Initial Inspection,40.690769128068,-73.987710895874,302,33,003700,3000436,3001550003,BK38,
50175277,EL BRASERITO TAQUERIA CORP.,Bronx,643,EAST  182 STREET,10457,7184143212,,1900-01-01,,,,Not Applicable,,,,2025-09-18,,40.851253779395,-73.888620478562,206,15,039100,2012414,2030860007,BX06,
50089476,TACOS AZTECA,Bronx,537,EAST  184 STREET,10458,3476456233,Tex-Mex,2019-03-02,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,60,,,2025-09-18,Cycle Inspection / Initial Inspection,40.855032829169,-73.891014419771,206,15,038500,2011605,2030520027,BX01,
50119362,LIL FRANKIE'S GROCERY,Manhattan,21,1 AVENUE,10003,2124200050,Sandwiches,2025-08-07,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,35,,,2025-09-18,Cycle Inspection / Initial Inspection,40.723519783072,-73.988256817111,103,02,003602,1006095,1004430035,MN22,
50017442,TRUVA CAFE & GRILL,Queens,2241,31ST ST,11105,7189326400,Mediterranean,2022-03-24,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,11,,,2025-09-18,Cycle Inspection / Initial Inspection,40.77521974259,-73.91178706634,401,22,011500,4017052,4008330019,QN72,
50059271,EMPELLON,Manhattan,510,MADISON AVENUE,10022,2123831215,Mexican,2025-09-09,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,20,,,2025-09-18,Cycle Inspection / Initial Inspection,40.759644074101,-73.974298929581,105,04,010200,1088582,1012880056,MN17,
50110813,Dell'Aria,Manhattan,232,EAST  111 STREET,10029,2125348400,Coffee/Tea,2025-05-15,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,5,,,2025-09-18,Cycle Inspection / Initial Inspection,40.794386128438,-73.941503041625,111,08,018000,1052476,1016600033,MN34,
50032798,GONG CHA,Manhattan,12,WEST   32 STREET,10001,6469984362,Coffee/Tea,2024-10-16,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,22,,,2025-09-18,Cycle Inspection / Initial Inspection,40.747467631286,-73.986278435409,105,04,007600,1015826,1008330052,MN17,
50139435,BOCA DEL CIELO,Brooklyn,8511,3 AVENUE,11209,3475606899,American,2025-05-08,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,20,B,2025-05-08,2025-09-18,Cycle Inspection / Re-inspection,40.624125164536,-74.030774819771,310,47,006200,3153101,3060340007,BK31,
50145354,NOODLE QUEEN,Brooklyn,1705,86 STREET,11214,3472546330,Chinese,2025-01-03,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,23,,,2025-09-18,Cycle Inspection / Initial Inspection,40.60846471856,-74.004631522632,311,43,017800,3165751,3063430076,BK27,
50084352,JING JIANG SEAFOOD RESTAURANT,Brooklyn,4619,8 AVENUE,11220,7188538883,Chinese,2022-08-23,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,71,,,2025-09-18,Cycle Inspection / Initial Inspection,40.643191804231,-74.001531435087,312,38,009400,3012097,3007600003,BK34,
50101667,DREAMER'S PIZZA,Manhattan,1850,3 AVENUE,10029,2129875414,Pizza,2023-11-21,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,22,B,2023-11-21,2025-09-18,Cycle Inspection / Re-inspection,40.789050036159,-73.946523846699,111,08,016600,1085257,1016300033,MN33,
50082462,MOA COFFEE,Queens,4304,30TH AVE,11103,9293280043,Coffee/Tea,2024-02-06,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,35,,,2025-09-18,Cycle Inspection / Initial Inspection,40.762684950086,-73.912460727824,401,22,014900,4012033,4006970114,QN70,
50082474,ETC,Manhattan,341,5 AVENUE,10016,6464100288,Fusion,2024-11-19,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,49,Z,2024-11-19,2025-09-18,Cycle Inspection / Re-inspection,40.748016403743,-73.984849130842,105,04,007400,1017075,1008630004,MN17,
50069560,EL ENCEBOLLADO DE ROSSY,Brooklyn,293,WYCKOFF AVENUE,11237,9179664969,Spanish,2022-07-14,Violations were cited in the following area(s).,10A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",Not Critical,19,,,2025-09-18,Cycle Inspection / Initial Inspection,40.700519036495,-73.912852829607,304,37,044100,3076196,3033290004,BK77,
50100639,THE GOURMET BAGEL SHOPPE,Brooklyn,6220,AVENUE U,11234,3478429221,Bagels/Pretzels,2024-01-03,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,2024-01-03,2025-09-18,Cycle Inspection / Re-inspection,40.615760598909,-73.913342109477,318,46,069800,3238471,3084630006,BK45,
50004817,STARBUCKS,Queens,,JFK INTERNATIONAL AIRPORT,11430,7186790536,Coffee/Tea,2025-06-12,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,28,,,2025-09-18,Cycle Inspection / Initial Inspection,40.648312826068,-73.788281497594,,,,,,,
50162277,BLUEROAD,Manhattan,134,LUDLOW STREET,10002,2013108689,Hamburgers,2025-07-09,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,11,A,2025-07-09,2025-09-18,Pre-permit (Operational) / Initial Inspection,40.720297423499,-73.988228526585,103,01,003001,1005385,1004110075,MN27,
40942949,SNACK TAVERNA,Manhattan,63,BEDFORD STREET,10014,2129293499,Greek,2023-12-27,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,19,,,2025-09-18,Cycle Inspection / Initial Inspection,40.731073884673,-74.004683375105,102,03,006700,1009837,1005840037,MN23,
50133999,"CHIPOTLE MEXICAN GRILL #3056",Manhattan,3410,BROADWAY,10031,3322372250,Tex-Mex,2024-08-05,Violations were cited in the following area(s).,20-01,Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.,Not Critical,,,,2025-09-18,Administrative Miscellaneous / Initial Inspection,40.822379745636,-73.953390787569,109,07,022500,1061709,1020700001,MN04,
50015893,J'S ON THE BAY,Staten Island,1189,BAY STREET,10305,7187200922,American,2023-06-15,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,22,,,2025-09-18,Cycle Inspection / Initial Inspection,40.614377077489,-74.066338239826,501,49,000600,5042132,5028290002,SI37,
50036210,BAKEWELL BAKERY & RESTAURANT,Queens,127-08,LIBERTY AVENUE,11419,7183225600,Caribbean,2024-04-12,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,55,,,2025-09-18,Cycle Inspection / Initial Inspection,40.688744606242,-73.817662958341,410,28,015802,4204701,4095810004,QN55,
50123180,THAI SOCIAL,Queens,21501,73RD AVE,11364,7183953666,Thai,2023-07-13,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,21,,,2025-09-18,Pre-permit (Operational) / Initial Inspection,40.740575936366,-73.759092516506,411,23,136700,4163155,4076380001,QN42,
50009366,GO BELIEVE BAKERY,Manhattan,239,GRAND STREET,10002,2127750102,Chinese,2025-06-17,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,55,,,2025-09-18,Cycle Inspection / Initial Inspection,40.718368327902,-73.994581599969,103,01,001600,1003931,1003040016,MN27,
41682864,JPMC CAFETERIA,Manhattan,383,MADISON AVENUE,10179,2132935622,American,2025-08-01,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,53,,,2025-09-18,Cycle Inspection / Initial Inspection,40.755812976544,-73.977065284773,105,04,009400,1035404,1012820021,MN17,
