Company Name,Subindustry,Sub Subindustry,Address,Phone,Website,Borough,Postcode,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA,Location 1
Tonic Sports Bar & Restaurant,Full Serve,American,727 Seventh Ave,(212) 382-1059,www.thetonicbar.com,1,10019,40.760059,-73.984005,5,4,125,1022690,1010010004,Midtown-Midtown South                                                      ,"{'latitude': '40.760059', 'needs_recoding': False, 'longitude': '-73.984005', 'human_address': '{""address"":""727 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Daniela's Trattoria,Full Serve,Italian,728 Eighth Ave,212 869-3585,,1,10036,40.759327,-73.988258,5,3,119,1024719,1010170002,Midtown-Midtown South                                                      ,"{'latitude': '40.759327', 'needs_recoding': False, 'longitude': '-73.988258', 'human_address': '{""address"":""728 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Spice Fusion,Full Serve,Indian,777 Eighth Ave,212-757-8100,www.myspicefusion.com,1,10036,40.76068,-73.987287,4,3,127,1025101,1010380031,Clinton                                                                    ,"{'latitude': '40.76068', 'needs_recoding': False, 'longitude': '-73.987287', 'human_address': '{""address"":""777 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Latitude,Full Serve,American,783 Eighth Ave,(212) 245-3034,,1,10036,40.760814,-73.987189,4,3,127,1025103,1010380034,Clinton                                                                    ,"{'latitude': '40.760814', 'needs_recoding': False, 'longitude': '-73.987189', 'human_address': '{""address"":""783 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Brazil Grill,Full Serve,Brazilian,787 Eighth Ave,(212) 307-9449,http://cityinsights.com/newyork/brazilgrill.htm,1,10036,40.760902,-73.987124,4,3,127,1025105,1010380036,Clinton                                                                    ,"{'latitude': '40.760902', 'needs_recoding': False, 'longitude': '-73.987124', 'human_address': '{""address"":""787 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Hawaiian Tropic Zone,Full Serve,American,729 Seventh Ave,212-626-7312,www.hawaiiantropiczone.com,1,10019,40.760103,-73.983973,5,4,125,1022699,1010017501,Midtown-Midtown South                                                      ,"{'latitude': '40.760103', 'needs_recoding': False, 'longitude': '-73.983973', 'human_address': '{""address"":""729 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Houlihan's Restaurant & Bar,Full Serve,American,729 Seventh Ave,2126267316,www.houlihans.com,1,10019,40.760103,-73.983973,5,4,125,1022699,1010017501,Midtown-Midtown South                                                      ,"{'latitude': '40.760103', 'needs_recoding': False, 'longitude': '-73.983973', 'human_address': '{""address"":""729 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Ruby Tuesday,Full Serve,American,7 Times Sq,(212) 382-3898 ,http://www.rubytuesday.com/,1,10036,40.755915,-73.986681,5,3,113,1086069,1009940001,Midtown-Midtown South                                                      ,"{'latitude': '40.755915', 'needs_recoding': False, 'longitude': '-73.986681', 'human_address': '{""address"":""7 Times Sq"",""city"":"""",""state"":"""",""zip"":""""}'}"
Playwright Celtic Pub,Bar / Lounge,,732 Eighth Ave,(212) 354-8404,http://www.playwrightcelticpubnyc.com/,1,10036,40.759401,-73.988204,5,3,119,1024721,1010170004,Midtown-Midtown South                                                      ,"{'latitude': '40.759401', 'needs_recoding': False, 'longitude': '-73.988204', 'human_address': '{""address"":""732 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Smith's Bar & Restaurant,Full Serve,American,701 Eighth Ave,(212) 246-3268,www.smithsbar.com,1,10036,40.758632,-73.988785,4,3,121,1024991,1010350029,Clinton                                                                    ,"{'latitude': '40.758632', 'needs_recoding': False, 'longitude': '-73.988785', 'human_address': '{""address"":""701 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Pax Foods,Café / Deli,,740 Seventh Ave,(212) 399-9100,www.paxfood.com,1,10019,40.760369,-73.983807,5,4,125,1024778,1010200036,Midtown-Midtown South                                                      ,"{'latitude': '40.760369', 'needs_recoding': False, 'longitude': '-73.983807', 'human_address': '{""address"":""740 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
"Godiva Chocolatier, Inc.",Consumables,Non-beverages,745 Seventh Ave,(212) 921-2193,www.godiva.com,1,10019,40.760605,-73.983612,5,4,125,1084667,1010020001,Midtown-Midtown South                                                      ,"{'latitude': '40.760605', 'needs_recoding': False, 'longitude': '-73.983612', 'human_address': '{""address"":""745 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Hale & Hearty,Café / Deli,,745 Seventh Ave,2122219666,www.haleandhearty.com,1,10019,40.760605,-73.983612,5,4,125,1084667,1010020001,Midtown-Midtown South                                                      ,"{'latitude': '40.760605', 'needs_recoding': False, 'longitude': '-73.983612', 'human_address': '{""address"":""745 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Majestic Delication Café,Café / Deli,,750 Seventh Ave,2125818249,www.majesticdeli.com,1,10019,40.760753,-73.983525,5,4,125,1024795,1010210026,Midtown-Midtown South                                                      ,"{'latitude': '40.760753', 'needs_recoding': False, 'longitude': '-73.983525', 'human_address': '{""address"":""750 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Ruby Foo's,Full Serve,Pan Asian,750 Seventh Ave,(212) 489-5600,www.brguestrestaurants.com,1,10019,40.760753,-73.983525,5,4,125,1024795,1010210026,Midtown-Midtown South                                                      ,"{'latitude': '40.760753', 'needs_recoding': False, 'longitude': '-73.983525', 'human_address': '{""address"":""750 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Starbucks,Coffee,,750 Seventh Ave,2129740032,www.starbucks.com,1,10019,40.760753,-73.983525,5,4,125,1024795,1010210026,Midtown-Midtown South                                                      ,"{'latitude': '40.760753', 'needs_recoding': False, 'longitude': '-73.983525', 'human_address': '{""address"":""750 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Kodama Sushi,Full Serve,Japanese,301 W 45th St,(212) 582-8065 ,http://kodamajapanesenyc.com/,1,10036,40.759351,-73.988814,4,3,121,1025011,1010360029,Clinton                                                                    ,"{'latitude': '40.759351', 'needs_recoding': False, 'longitude': '-73.988814', 'human_address': '{""address"":""301 W 45th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
"Mean Fiddler, The",Bar / Lounge,,266 W 47th St,(212) 354-2950,,1,10036,40.76001,-73.986557,5,3,125,1024748,1010180061,Midtown-Midtown South                                                      ,"{'latitude': '40.76001', 'needs_recoding': False, 'longitude': '-73.986557', 'human_address': '{""address"":""266 W 47th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Midtown Gourmet Deli,Café / Deli,,840 Eighth Ave,(212) 586-6433,,1,10019,40.762694,-73.985799,5,3,131,1024813,1010220061,Midtown-Midtown South                                                      ,"{'latitude': '40.762694', 'needs_recoding': False, 'longitude': '-73.985799', 'human_address': '{""address"":""840 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Nan King Chinese Cuisine,Full Serve,Chinese,1632 Broadway,(212) 586-3100,,1,10019,40.761516,-73.983976,5,4,131,1024810,1010220026,Midtown-Midtown South                                                      ,"{'latitude': '40.761516', 'needs_recoding': False, 'longitude': '-73.983976', 'human_address': '{""address"":""1632 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Patzeria Pizza,Quick Serve,Pizza,231 W 46th St,(212) 575-7646,http://www.patzeriaspizzanyc.com,1,10036,40.759101,-73.986276,5,3,125,1024738,1010180013,Midtown-Midtown South                                                      ,"{'latitude': '40.759101', 'needs_recoding': False, 'longitude': '-73.986276', 'human_address': '{""address"":""231 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Piano Due,Quick Serve,American,151 W 51st St,(212) 399-9400,http://www.pianoduenyc.net/,1,10019,40.761324,-73.981846,5,4,131,1023157,1010040020,Midtown-Midtown South                                                      ,"{'latitude': '40.761324', 'needs_recoding': False, 'longitude': '-73.981846', 'human_address': '{""address"":""151 W 51st St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Sombrero,Full Serve,Mexican,303 W 48th St,(212) 586-4853,www.sombreroRestaurant.com,1,10036,40.76124,-73.987478,4,3,127,1025141,1010390029,Clinton                                                                    ,"{'latitude': '40.76124', 'needs_recoding': False, 'longitude': '-73.987478', 'human_address': '{""address"":""303 W 48th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Thalia Kitchen,Full Serve,Italian,828 Eighth Ave,(212) 399-4444,http://www.restaurantthalia.com/,1,10019,40.762192,-73.986164,5,3,125,1085498,1010210001,Midtown-Midtown South                                                      ,"{'latitude': '40.762192', 'needs_recoding': False, 'longitude': '-73.986164', 'human_address': '{""address"":""828 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Tom and Toon,Full Serve,Thai,245 W 51st St,,,1,10019,40.762439,-73.984492,5,3,131,1024816,1010230006,Midtown-Midtown South                                                      ,"{'latitude': '40.762439', 'needs_recoding': False, 'longitude': '-73.984492', 'human_address': '{""address"":""245 W 51st St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Grand Sichuan,Full Serve,Chinese,368 W 46th St,,,1,10036,40.760548,-73.989734,4,3,121,1025028,1010360060,Clinton                                                                    ,"{'latitude': '40.760548', 'needs_recoding': False, 'longitude': '-73.989734', 'human_address': '{""address"":""368 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Chopp't,Café / Deli,,1460 Broadway,,,1,10036,40.754998,-73.986284,5,4,113,1022573,1009947504,Midtown-Midtown South                                                      ,"{'latitude': '40.754998', 'needs_recoding': False, 'longitude': '-73.986284', 'human_address': '{""address"":""1460 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Glass House Tavern,Full Serve,American,"252 W 47th St
Storefront",(212) 730-4800,http://glasshousetavern.com,1,10036,40.759906,-73.986312,5,3,125,1024745,1010180055,Midtown-Midtown South                                                      ,"{'latitude': '40.759906', 'needs_recoding': False, 'longitude': '-73.986312', 'human_address': '{""address"":""252 W 47th St Storefront"",""city"":"""",""state"":"""",""zip"":""""}'}"
Off Broadway Deli/ Pizza,Café / Deli,,726 Eighth Ave,,,1,10036,40.759291,-73.988287,5,3,119,1024732,1010170101,Midtown-Midtown South                                                      ,"{'latitude': '40.759291', 'needs_recoding': False, 'longitude': '-73.988287', 'human_address': '{""address"":""726 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Z Deli-Pizzeria,Quick Serve,Pizza,803 Eighth Ave,(212) 315-1659,,1,10019,40.761371,-73.986785,4,3,127,1025144,1010390032,Clinton                                                                    ,"{'latitude': '40.761371', 'needs_recoding': False, 'longitude': '-73.986785', 'human_address': '{""address"":""803 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Zheng's Lucky Sunday Garden,Quick Serve,Chinese,856 Eighth Ave,(212) 459-3607,http://www.luckysundayny.com/,1,10019,40.763207,-73.985423,5,3,131,1081644,1010230002,Midtown-Midtown South                                                      ,"{'latitude': '40.763207', 'needs_recoding': False, 'longitude': '-73.985423', 'human_address': '{""address"":""856 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Charley O's,Full Serve,American,1611 Broadway,(212) 246-1960,,1,10019,40.760696,-73.984568,5,3,125,1076195,1010200046,Midtown-Midtown South                                                      ,"{'latitude': '40.760696', 'needs_recoding': False, 'longitude': '-73.984568', 'human_address': '{""address"":""1611 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Amadeus Pizza,Quick Serve,Pizza,856 Eighth Ave,(212) 489-6187,www.rayspizzany.com,1,10019,40.763207,-73.985423,5,3,131,1081644,1010230002,Midtown-Midtown South                                                      ,"{'latitude': '40.763207', 'needs_recoding': False, 'longitude': '-73.985423', 'human_address': '{""address"":""856 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Andy's Deli & Natural Foods,Café / Deli,,270 W 47th St,,,1,10036,40.76004,-73.98663,5,3,125,1024748,1010180061,Midtown-Midtown South                                                      ,"{'latitude': '40.76004', 'needs_recoding': False, 'longitude': '-73.98663', 'human_address': '{""address"":""270 W 47th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Angus McIndoe Restaurant,Full Serve,American,258 West 44th Street,(212) 221-9222,www.AngusMcIndoe.com,1,10036,40.758108,-73.987861,5,3,119,1024710,1010150059,Midtown-Midtown South                                                      ,"{'latitude': '40.758108', 'needs_recoding': False, 'longitude': '-73.987861', 'human_address': '{""address"":""258 West 44th Street"",""city"":"""",""state"":"""",""zip"":""""}'}"
Brazil Brazil,Full Serve,Brazilian,328 W 46th St,(212) 957-4300,www.brazilbrazilrestaurant.com,1,10036,40.760205,-73.988922,4,3,121,1076202,1010360045,Clinton                                                                    ,"{'latitude': '40.760205', 'needs_recoding': False, 'longitude': '-73.988922', 'human_address': '{""address"":""328 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Sofia's,Full Serve,Italian,221 W 46th St,(212) 719-5799,www.sofiasny.com,1,10036,40.759025,-73.986092,5,3,125,1076192,1010180018,Midtown-Midtown South                                                      ,"{'latitude': '40.759025', 'needs_recoding': False, 'longitude': '-73.986092', 'human_address': '{""address"":""221 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
VACANT (frmerly Starbucks),Coffee,,"1600 Broadway
Storefront",,,1,10019,40.76035,-73.984713,5,4,125,1087187,1010207502,Midtown-Midtown South                                                      ,"{'latitude': '40.76035', 'needs_recoding': False, 'longitude': '-73.984713', 'human_address': '{""address"":""1600 Broadway Storefront"",""city"":"""",""state"":"""",""zip"":""""}'}"
Cafe Nicole @ Novotel,Full Serve,French,226 W 52nd St,(951) 729-8661,http://www.novotel.com/gb/hotel-0753-novotel-new-york-times-square/restaurant.shtml,1,10019,40.762897,-73.983683,5,3,131,1024817,1010230018,Midtown-Midtown South                                                      ,"{'latitude': '40.762897', 'needs_recoding': False, 'longitude': '-73.983683', 'human_address': '{""address"":""226 W 52nd St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Cafe Edison,Full Serve,American,228 W 47th St,(212) 840-5000,www.edisonhotelnyc.com,1,10036,40.759727,-73.985886,5,3,125,1076192,1010180018,Midtown-Midtown South                                                      ,"{'latitude': '40.759727', 'needs_recoding': False, 'longitude': '-73.985886', 'human_address': '{""address"":""228 W 47th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Ciro Trattoria,Full Serve,Italian,813 Eighth Ave,(212) 307-5484,www.cirotrattorianyc.com,1,10019,40.761569,-73.98664,4,3,127,1025144,1010390032,Clinton                                                                    ,"{'latitude': '40.761569', 'needs_recoding': False, 'longitude': '-73.98664', 'human_address': '{""address"":""813 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Olympic Restaurant,Full Serve,American,807 Eighth Ave,(212) 956-3230,,1,10019,40.761451,-73.986727,4,3,127,1025144,1010390032,Clinton                                                                    ,"{'latitude': '40.761451', 'needs_recoding': False, 'longitude': '-73.986727', 'human_address': '{""address"":""807 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Emmett O'Lunney's,Bar / Lounge,,210 W 50th St,(212) 957-5100,www.emmettolunneys.com,1,10019,40.76156,-73.984395,5,3,125,1024802,1010210045,Midtown-Midtown South                                                      ,"{'latitude': '40.76156', 'needs_recoding': False, 'longitude': '-73.984395', 'human_address': '{""address"":""210 W 50th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Maxie's Delicatessen,Café / Deli,,723 Seventh Ave,(212) 398-1118,,1,10019,40.759974,-73.984067,5,4,125,1022688,1010010001,Midtown-Midtown South                                                      ,"{'latitude': '40.759974', 'needs_recoding': False, 'longitude': '-73.984067', 'human_address': '{""address"":""723 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Cyber Cafe,Café / Deli,,250 W 49th St,,,1,10019,40.761193,-73.985478,5,3,125,1024785,1010200059,Midtown-Midtown South                                                      ,"{'latitude': '40.761193', 'needs_recoding': False, 'longitude': '-73.985478', 'human_address': '{""address"":""250 W 49th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Palm Restaurant,Full Serve,Steakhouse,250 W 50th St,(212) 333-7256,http://www.thepalm.com/,1,10019,40.76183,-73.985034,5,3,125,1085498,1010210001,Midtown-Midtown South                                                      ,"{'latitude': '40.76183', 'needs_recoding': False, 'longitude': '-73.985034', 'human_address': '{""address"":""250 W 50th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Jade Terrace,Full Serve,Chinese,268 W 47th St,(212) 398-3800 ,,1,10036,40.760024,-73.986594,5,3,125,1024748,1010180061,Midtown-Midtown South                                                      ,"{'latitude': '40.760024', 'needs_recoding': False, 'longitude': '-73.986594', 'human_address': '{""address"":""268 W 47th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
vacant (Red Mango),Quick Serve,Dessert,723 Eighth Ave,(212) 315-0101,http://www.redmangousa.com/default.html,1,10036,40.75945,-73.988193,4,3,121,1025011,1010360029,Clinton                                                                    ,"{'latitude': '40.75945', 'needs_recoding': False, 'longitude': '-73.988193', 'human_address': '{""address"":""723 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Russian Vodka Room,Full Serve,Russian,265 W 52nd St,(212) 307-5835 ,http://russianvodkaroom.com/,1,10019,40.763183,-73.984315,5,3,131,1024825,1010240001,Midtown-Midtown South                                                      ,"{'latitude': '40.763183', 'needs_recoding': False, 'longitude': '-73.984315', 'human_address': '{""address"":""265 W 52nd St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Katen Sushi Bar,Full Serve,Japanese,"1535 Broadway
8th Floor",(212) 398-1900 ,,1,10036,40.758267,-73.985468,5,3,119,1024727,1010170029,Midtown-Midtown South                                                      ,"{'latitude': '40.758267', 'needs_recoding': False, 'longitude': '-73.985468', 'human_address': '{""address"":""1535 Broadway 8th Floor"",""city"":"""",""state"":"""",""zip"":""""}'}"
Rum House,Bar / Lounge,,228 W 47th St,(212) 869-3005,,1,10036,40.759727,-73.985886,5,3,125,1076192,1010180018,Midtown-Midtown South                                                      ,"{'latitude': '40.759727', 'needs_recoding': False, 'longitude': '-73.985886', 'human_address': '{""address"":""228 W 47th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Hudson's Sports Bar & Grill,Quick Serve,American,811 Seventh Ave,(212) 841-6551,,1,10019,40.762674,-73.982095,5,4,131,1023159,1010050001,Midtown-Midtown South                                                      ,"{'latitude': '40.762674', 'needs_recoding': False, 'longitude': '-73.982095', 'human_address': '{""address"":""811 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Russo's Steak and Pasta,Full Serve,American,790 Seventh Ave,(212) 621-8523,shearton.com/manhattan,1,10019,40.762005,-73.982612,5,4,131,1024818,1010230029,Midtown-Midtown South                                                      ,"{'latitude': '40.762005', 'needs_recoding': False, 'longitude': '-73.982612', 'human_address': '{""address"":""790 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Starlite Deli,Café / Deli,,212 W 44th St,(212) 840-1859 ,,1,10036,40.757531,-73.986493,5,3,119,1024706,1010150029,Midtown-Midtown South                                                      ,"{'latitude': '40.757531', 'needs_recoding': False, 'longitude': '-73.986493', 'human_address': '{""address"":""212 W 44th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Villa Pizza,Quick Serve,Pizza,662 Eighth Ave,(212) 302-2941,www.villapizza.com,1,10036,40.757381,-73.989669,5,3,119,1087142,1010140001,Midtown-Midtown South                                                      ,"{'latitude': '40.757381', 'needs_recoding': False, 'longitude': '-73.989669', 'human_address': '{""address"":""662 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Harmony View,Bar / Lounge,,210 W 50th St,(212) 957-5100,www.harmonyview.com/,1,10019,40.76156,-73.984395,5,3,125,1024802,1010210045,Midtown-Midtown South                                                      ,"{'latitude': '40.76156', 'needs_recoding': False, 'longitude': '-73.984395', 'human_address': '{""address"":""210 W 50th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Pearls,Full Serve,Chinese,732 Seventh Ave,(212) 582-7380,,1,10019,40.760177,-73.983944,5,4,125,1024779,1010200038,Midtown-Midtown South                                                      ,"{'latitude': '40.760177', 'needs_recoding': False, 'longitude': '-73.983944', 'human_address': '{""address"":""732 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Frankie & Johnnie's Steakhouse,Full Serve,Steakhouse,269 W 45th St,(212) 997-9494,http://www.frankieandjohnnies.com/,1,10036,40.758863,-73.987641,5,3,119,1024718,1010170001,Midtown-Midtown South                                                      ,"{'latitude': '40.758863', 'needs_recoding': False, 'longitude': '-73.987641', 'human_address': '{""address"":""269 W 45th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Times Square Hot Bagels,Café / Deli,,200 W 44th St,(212) 997-7300,,1,10036,40.757405,-73.98619,5,3,119,1024706,1010150029,Midtown-Midtown South                                                      ,"{'latitude': '40.757405', 'needs_recoding': False, 'longitude': '-73.98619', 'human_address': '{""address"":""200 W 44th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Brasserie 1605,Full Serve,American,1605 Broadway,(212) 315-6195,www.cpmanhattantimessquare.com,1,10019,40.760537,-73.984644,5,3,125,1076195,1010200046,Midtown-Midtown South                                                      ,"{'latitude': '40.760537', 'needs_recoding': False, 'longitude': '-73.984644', 'human_address': '{""address"":""1605 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
La Masseria,Full Serve,Italian,235 W 48th St,(212) 582-2111,http://www.lamasserianyc.com/,1,10036,40.760476,-73.985666,5,3,125,1076194,1010200005,Midtown-Midtown South                                                      ,"{'latitude': '40.760476', 'needs_recoding': False, 'longitude': '-73.985666', 'human_address': '{""address"":""235 W 48th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Teriyaki Boy (month to month),Quick Serve,Japanese,732 Seventh Ave,(212) 265-8181,,1,10019,40.760177,-73.983944,5,4,125,1024779,1010200038,Midtown-Midtown South                                                      ,"{'latitude': '40.760177', 'needs_recoding': False, 'longitude': '-73.983944', 'human_address': '{""address"":""732 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Hourglass Tavern,Full Serve,,373 W 46th St,(212) 265-2060,http://www.hourglasstavern.com,1,10036,40.760598,-73.989803,4,3,127,1025077,1010370101,Clinton                                                                    ,"{'latitude': '40.760598', 'needs_recoding': False, 'longitude': '-73.989803', 'human_address': '{""address"":""373 W 46th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Mama Sbarro's,Quick Serve,Pizza,1606 Broadway,(212) 768-4194,www.sbarro.com,1,10019,40.760556,-73.984615,5,4,125,1024779,1010200038,Midtown-Midtown South                                                      ,"{'latitude': '40.760556', 'needs_recoding': False, 'longitude': '-73.984615', 'human_address': '{""address"":""1606 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Yoshinoya Beef Bowl Restaurant,Full Serve,Japanese,255 W 42nd St,(212) 703-9940,http://www.yoshinoyausa.com,1,10036,40.756892,-73.988958,5,3,119,1087142,1010140001,Midtown-Midtown South                                                      ,"{'latitude': '40.756892', 'needs_recoding': False, 'longitude': '-73.988958', 'human_address': '{""address"":""255 W 42nd St"",""city"":"""",""state"":"""",""zip"":""""}'}"
"Natsumi Restaurant, Bar & Lounge",Full Serve,Japanese,226 W 50th St,(212) 258-2988,www.natsumnyc.com,1,10019,40.761668,-73.984651,5,3,125,1024806,1010210052,Midtown-Midtown South                                                      ,"{'latitude': '40.761668', 'needs_recoding': False, 'longitude': '-73.984651', 'human_address': '{""address"":""226 W 50th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Brooklyn Diner,Full Serve,Diner,155 W 43rd St,(212) 265-5400,www.brooklyndiner.com,1,10036,40.756082,-73.984948,5,4,119,1022610,1009960001,Midtown-Midtown South                                                      ,"{'latitude': '40.756082', 'needs_recoding': False, 'longitude': '-73.984948', 'human_address': '{""address"":""155 W 43rd St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Chevys Fresh Mex,Full Serve,Mexican,259 W 42nd St,(212) 302-4010,http://www.chevysny.com/EN/index.html,1,10036,40.756917,-73.989016,5,3,119,1087142,1010140001,Midtown-Midtown South                                                      ,"{'latitude': '40.756917', 'needs_recoding': False, 'longitude': '-73.989016', 'human_address': '{""address"":""259 W 42nd St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Tasti D-Lite,Quick Serve,Dessert,1588 Broadway,(212) 977-4000,,1,10036,40.759873,-73.984915,5,4,125,1024757,1010197501,Midtown-Midtown South                                                      ,"{'latitude': '40.759873', 'needs_recoding': False, 'longitude': '-73.984915', 'human_address': '{""address"":""1588 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Carve: Unique Sandwiches,Quick Serve,American,768 Eighth Ave,(212) 730-4949,http://www.carve.cc/,1,10036,40.760309,-73.987532,5,3,125,1024748,1010180061,Midtown-Midtown South                                                      ,"{'latitude': '40.760309', 'needs_recoding': False, 'longitude': '-73.987532', 'human_address': '{""address"":""768 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Jamba Juice,Café / Deli,,1700 17th Street,(212) 582-1915,www.jambajuice.com,1,,,,,,,,,,"{'latitude': '40.01635', 'needs_recoding': False, 'longitude': '-105.272599', 'human_address': '{""address"":""1700 17th Street"",""city"":"""",""state"":"""",""zip"":""""}'}"
Starbucks (@ Marriott),Coffee,,1535 Broadway,(212) 398-1900,http://www.starbucks.com/store/14269/,1,10036,40.758267,-73.985468,5,3,119,1024727,1010170029,Midtown-Midtown South                                                      ,"{'latitude': '40.758267', 'needs_recoding': False, 'longitude': '-73.985468', 'human_address': '{""address"":""1535 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
Ray's Famous Pizza,Quick Serve,Pizza,736 Seventh Ave,(212) 956-7297,www.rayspizzany.com,1,10019,40.760273,-73.983875,5,4,125,1024777,1010200035,Midtown-Midtown South                                                      ,"{'latitude': '40.760273', 'needs_recoding': False, 'longitude': '-73.983875', 'human_address': '{""address"":""736 Seventh Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Crown Deli,Full Serve,Italian,1678 Broadway,(212) 265-1414,,1,10019,40.762977,-73.983041,5,4,131,1024831,1010240131,Midtown-Midtown South                                                      ,"{'latitude': '40.762977', 'needs_recoding': False, 'longitude': '-73.983041', 'human_address': '{""address"":""1678 Broadway"",""city"":"""",""state"":"""",""zip"":""""}'}"
vacant (8th Avenue Pavilion Flea Market),Consumables,Non-beverages,675 Eighth Ave,,,1,10036,40.757705,-73.98946,4,3,121,1083728,1010330036,Clinton                                                                    ,"{'latitude': '40.757705', 'needs_recoding': False, 'longitude': '-73.98946', 'human_address': '{""address"":""675 Eighth Ave"",""city"":"""",""state"":"""",""zip"":""""}'}"
Bond 45,Full Serve,Italian,154 West 45th St,(212) 869-4545,www.bond45.com,1,10036,40.757408,-73.98423,5,4,119,1022624,1009970001,Midtown-Midtown South                                                      ,"{'latitude': '40.757408', 'needs_recoding': False, 'longitude': '-73.98423', 'human_address': '{""address"":""154 West 45th St"",""city"":"""",""state"":"""",""zip"":""""}'}"
Pax World,Café / Deli,,225 W 42nd St,(800) 767-1729,http://www.paxworld.com/,1,10036,40.756508,-73.988042,5,3,119,1024683,1010140017,Midtown-Midtown South                                                      ,"{'latitude': '40.756508', 'needs_recoding': False, 'longitude': '-73.988042', 'human_address': '{""address"":""225 W 42nd St"",""city"":"""",""state"":"""",""zip"":""""}'}"
