_id,APPLICATION#,APPLICATION_TYPE,DATE_SUBMITTED,DESCRIPTION,HEARING_DATE,POSTAL,REFERENCE_FILE#,STATUS,STREET_DIRECTION,STREET_NAME,STREET_NUM,STREET_TYPE,X,Y
865002,10 190814 000 00 MV,MV,2010-06-07,To demolish the existing two and a half storey dwelling and construct a new two and a half storey dwelling. ,2010-10-06,M4V,A0580/10TEY,Closed, ,WARREN,166,RD,,
865003,10 107167 000 00 MV,MV,2010-01-20,"To construct a new 41-storey, 426-affordable housing unit building which includes an 8.5 m mechanical penthouse on the existing vacant lot. Further, the building will be comprised of two levels of parking (one ground floor level and one underground level) containing 243 parking spaces; commercial use on the ground floor; and a 10-storey podium including townhouse units.",2010-04-14,   ,A0175/10TEY,Closed, ,BREMNER,510,BLVD,313020.63899999997,4835116.648
865004,12 114146 000 00 CO,CO,2012-01-30,To obtain consent to sever the property into two lots.,2012-02-22,   ,B0007/12TEY,Closed, ,BREMNER,510,BLVD,313020.63899999997,4835116.648
865005,08 216330 000 00 CO,CO,2008-10-27,"To partially discharge an existing mortgage and obtain a new mortgage. 

Lands subject to existing Mortgage (Blocks 26E, 26W and 29):
Parts 3, 4, 6, 8, 9, 10, 11, 13, 18, 19, 22 and 24 on Plan 66R-22677
Existing easement Part 25 on Plan 66R-22677

Partial Discharge of Mortgage (Blocks 26W and 29)
Parts 4, 6, 9, 10, 11, 13, 18 and 19, Plan 66R-22677

To partially discharge the existing mortgage as it applies to Parts 4, 6, 9, 10, 11, 13, 18 and 19 on Reference Plan 66R-22677.  

New Mortrgage (Block 26W)
Parts 6, 9, 13, 18, 19 and 24, Plan 66R 22677

To obtain a new mortgage as it applies to Parts 6, 9, 13, 18, 19 and 24 on Plan 66R-22677.
",2008-12-03,   ,B0144/08TEY,Closed, ,BREMNER,476,BLVD,,
865006,17 210976 STE 20 MV,MV,2017-08-03,"To construct three, four storey residential townhouse units with six at grade parking spaces at the rear of the property, currrently the lot is vacant.",2017-12-06,M5R,A0850/17TEY,Closed, ,DAVENPORT,361,RD,312659.299,4837054.893999999
865007,17 232875 STE 20 MV,MV,2017-09-14,To alter the existing institutional building by constructing a new rooftop cooling tower and ductwork. A concurrent Site Plan application is being processed (05 133284 STE).,2018-02-28,   ,A0997/17TEY,Closed, ,HURON,325,ST,312878.907,4835682.617
865008,09 190538 000 00 MV,MV,2009-11-23,"This is an application to permit the construction of a 10 storey, 240 unit seniors building on the above noted property. The lands are presently vacant.",2010-01-20,   ,A0533/09NY,Closed, ,PATRICIA,485,AVE,309246.757,4849085.015
865009,12 105496 ESC 44 OZ,OZ,2012-01-12,"Zoning By-law amendment to reduce the minimum lot frontage requirement from 21m to 15 m to enable the severance of the existing 5 lots into 12 new lots for single detached dwellings,  to allow for a reduced side yard building setback of 1.2 m on one side of the future dwellings,  and to permit a reduction in the minimum rear yard building setback to 7.5 m + 40% of lot depth where the lot depth is greater than 33.5 m.   The rear portions of the lands are proposed to be rezoned to Major Open Spaces (O) and conveyed into public ownership.  The total site area is approx. 2.37 ha.  Concurrent consent applications (file no.'s B003/12SC to B007/12SC inclusive) have also been filed.",,M1C,,Closed, ,MILITARY,1393,TRL,330605.971,4849024.773
865010,11 138855 000 00 CO,CO,2011-03-04,To obtain consent to the creation of various easements.,2011-04-20,   ,B0015/11TEY,Closed, ,LESLIE,0,ST,,
865011,12 139344 NNY 10 OZ,OZ,2012-03-20,"Proposed 9-storey, mixed-use building with 107 residential units and 310m2 of commercial space at grade.",,   ,,Closed,W,SHEPPARD,741,AVE,309131.023,4845744.728
865012,14 138893 NNY 10 SA,SA,2014-04-07,"A 9-storey, mixed use building consisting of 107 residential units and 310 square metres of retail space.",,   ,,Closed,W,SHEPPARD,741,AVE,309131.023,4845744.728
865013,16 139076 NNY 10 OZ,OZ,2016-04-12,"Application to lift the holding provision (H) in By-law 1307-2015. The ""H"" shall be lifted from the lands shown on Schedule 1 at such a time as the sanitary servicing solution is acceptable, to the satisfaction of the Executive Director of Engineering and Construction Services, North District.",,   ,,Closed,W,SHEPPARD,741,AVE,309131.023,4845744.728
865014,18 217340 NNY 10 CD,CD,2018-08-29,Draft plan of condo to register 107 residential units and 2 commerical units.,,   ,,Draft Plan Approved,W,SHEPPARD,741,AVE,309131.023,4845744.728
865015,09 131219 NNY 08 OZ,OZ,2009-04-28,"Proposal for 47 three-storey townhouses with a 1,022m2 commercial plaza (17 parking spaces) with a new public road and pedestrian connection to Sentinel Park to the south. ",,   ,,Closed, ,MANTELLO,13,DR,304956.16000000003,4846033.341
865016,09 131219 NNY 08 OZ,OZ,2009-04-28,"Proposal for 47 three-storey townhouses with a 1,022m2 commercial plaza (17 parking spaces) with a new public road and pedestrian connection to Sentinel Park to the south. ",,   ,,Closed, ,MANTELLO,57,DR,304848.31,4846034.419
865017,08 151081 000 00 CO,CO,2008-04-24,This is an application for the division of a parcel of residential lands into four (4) parts for conveyance purposes for the creation of four (4) residential building lots.,2008-06-04,   ,B0031/08NY,Closed, ,ST LEONARDS,0,AVE,,
865018,15 143623 ESC 37 OZ,OZ,2015-04-20,"The application proposes to rezone the property to permit the construction of 7 single family detached dwellings fronting on Kecala Road.  The existing church will be demolished, while the existing single family dwelling will be retained on the subject lands.  ",,   ,,Closed, ,KECALA,31,RD,322521.781,4845824.5
865019,08 224263 NNY 15 OZ,OZ,2008-11-24,"Redevelop vacant lands with a terraced 9-storey mixed use building and a separate 3-storey townhouse building located at the northwest corner of the site (total 87 units).  The original proposal was an 11 storey mixed use building, with 101 total dwelling units.",,   ,,Closed, ,MCADAM,16,AVE,308236.88300000003,4842322.426
865020,10 150735 NNY 15 SA,SA,2010-04-13,"The proposal is to construct a mixed use development consisting of one 9 storey mixed use apartment building and 4 townhouse units to the rear of the property.  The application has been revised to propose a total of 81 units  within the apartment building, with the majority of parking for all uses contained within a two-storey below grade parking garage.",,   ,,Closed, ,MCADAM,16,AVE,308236.88300000003,4842322.426
865021,16 193319 NNY 15 SA,SA,2016-07-19,"Amend existing Site Plan Agreement: Ground water discharge; basement level connection from town houses to mixed use building; garbage room relocated to ground floor. The site plan agreement was to construct a mixed use development consisting of one 9 storey mixed use apartment building and 4 townhouse units to the rear of the property. The application has been revised to propose a total of 83 units  within the apartment building, with the majority of parking for all uses contained within a two-storey below grade parking garage.",,   ,,Closed, ,MCADAM,16,AVE,308236.88300000003,4842322.426
865022,17 101829 NNY 15 MV,MV,2017-01-06,"To legalize and maintain ""Building A"", as constructed.",2017-03-22,   ,A0007/17NY,Closed, ,MCADAM,16,AVE,308236.88300000003,4842322.426
865023,16 124589 NNY 15 SB,SB,2016-03-07,"Draft Plan of Subdivision for Phase 1b of the Lawrence Heights Revitalization. Municipal address will 1 Leila Lane.  Application proposes the creation of a development block, a new public street and a new public park.  Please also see file 10 140382 NNY 15 OZ and 10 170538 NNY SB",,M6A,,Closed, ,VARNA,71,DR,309401.59,4842338.46
865024,17 112623 NNY 15 SB,SB,2017-02-03,"Lawrence Heights Phase 1 - Toronto Community Housing Corporations.  Draft plan of subdivision application for the North East District of phase 1 of the Lawrence Heights revitalization.  The application proposes the creation of new public roads, private development blocks and a new public park.  Please also see applications 10 140382 NNY 15 OZ and 10 170538 NNY 15 SB.   ",,M6A,,Under Review , ,VARNA,71,DR,309401.59,4842338.46
865025,10 140382 NNY 15 OZ,OZ,2010-03-26,Lawrence Heights Phase 1 - Toronto Community Housing Corporations.  The application is to amend the official plan and zoning by-law for phase 1 of the revitalization of Lawrence Heights.  ,,M6A,,Closed, ,VARNA,85,DR,309314.974,4842345.058
865026,10 170538 NNY 15 SB,SB,2010-05-06,"Proposed Phase 1 Subdivision of the Lawrence Heights Redevelopment includes the provision of new pulbic streets, and a public park.  Cross Reference OPA/Rezoning file 10 140382 NNY 15 OZ and Rental Housing Demolition File 10 140409 NNY 00 RH.",,M6A,,Draft Plan Approved, ,VARNA,85,DR,309314.974,4842345.058
865027,16 124589 NNY 15 SB,SB,2016-03-07,"Draft Plan of Subdivision for Phase 1b of the Lawrence Heights Revitalization. Municipal address will 1 Leila Lane.  Application proposes the creation of a development block, a new public street and a new public park.  Please also see file 10 140382 NNY 15 OZ and 10 170538 NNY SB",,M6A,,Closed, ,VARNA,85,DR,309314.974,4842345.058
865028,17 112623 NNY 15 SB,SB,2017-02-03,"Lawrence Heights Phase 1 - Toronto Community Housing Corporations.  Draft plan of subdivision application for the North East District of phase 1 of the Lawrence Heights revitalization.  The application proposes the creation of new public roads, private development blocks and a new public park.  Please also see applications 10 140382 NNY 15 OZ and 10 170538 NNY 15 SB.   ",,M6A,,Under Review , ,VARNA,85,DR,309314.974,4842345.058
865029,10 140382 NNY 15 OZ,OZ,2010-03-26,Lawrence Heights Phase 1 - Toronto Community Housing Corporations.  The application is to amend the official plan and zoning by-law for phase 1 of the revitalization of Lawrence Heights.  ,,M6A,,Closed, ,VARNA,111,DR,309229.964,4842378.819
865030,08 104016 000 00 MV,MV,2008-01-17,"The owners are proposing to build a new single family dwelling on the subject lands. In order to facilitate this proposal, the owners are requesting relief from the Zoning By-law's minimum lot frontage, lot area and building coverage requirement. The existing 1-storey dwelling would be demolished. This application is associated with consent application B021/08SC and variance application A029/08SC.",2008-03-05,M1L,A028/08SC,Closed, ,MYSTIC,23 A,AVE,323242.025,4839525.22
865031,08 104017 000 00 MV,MV,2008-01-17,"The owners are proposing to build a new single family dwelling on the subject lands. In order to facilitate this proposal, the owners are requesting relief from the Zoning By-law's minimum lot frontage, lot area and building coverage requirement. The existing 1-storey dwelling would be demolished. This application is associated with consent application B021/08SC and variance application A028/08SC.",2008-03-05,M1L,A029/08SC,Closed, ,MYSTIC,23 A,AVE,323242.025,4839525.22
865032,08 104011 000 00 CO,CO,2008-01-17,"The owners are seeking consent to divide the subject lands into 2 lots, each with a minimum frontage of  7.64 metres (25 feet) and an area of approximately 273.6 square metres (2,945 square feet). The owners are proposing to build a new single family dwelling on each lot. The existing 1-storey dwelling would be demolished.   In order to facilitate of this proposal, the owner are requesting relief from the Zoning By-law's minimum lot frontage and lot area requirement.",2008-03-05,M1L,B021/08SC,Closed, ,MYSTIC,23 B,AVE,323240.25399999996,4839531.885
865033,08 104016 000 00 MV,MV,2008-01-17,"The owners are proposing to build a new single family dwelling on the subject lands. In order to facilitate this proposal, the owners are requesting relief from the Zoning By-law's minimum lot frontage, lot area and building coverage requirement. The existing 1-storey dwelling would be demolished. This application is associated with consent application B021/08SC and variance application A029/08SC.",2008-03-05,M1L,A028/08SC,Closed, ,MYSTIC,23 B,AVE,323240.25399999996,4839531.885
865034,08 104017 000 00 MV,MV,2008-01-17,"The owners are proposing to build a new single family dwelling on the subject lands. In order to facilitate this proposal, the owners are requesting relief from the Zoning By-law's minimum lot frontage, lot area and building coverage requirement. The existing 1-storey dwelling would be demolished. This application is associated with consent application B021/08SC and variance application A028/08SC.",2008-03-05,M1L,A029/08SC,Closed, ,MYSTIC,23 B,AVE,323240.25399999996,4839531.885
865035,15 183310 000 00 MV,MV,2015-06-30,To construct a pergola in the rear year and an outdoor fireplace.  To re-construct the front and rear steps.  ,2015-08-19,M4W,A0698/15TEY,Closed, ,BINSCARTH,56,RD,315085.178,4837864.548
865036,08 187742 STE 32 PL,PL,2008-07-29,"Application for exemption from PLC to permit the conveyance of block 139 on plan 66M- 2311 into 5 lots- 2 semi detached buildings (4 dwelling units) and one detached dwelling. Confirmed addresses are 177, 179, 181, 183, 185 Boardwalk Ave",,   ,,Closed, ,BOARDWALK,179,DR,320393.92699999997,4836238.173
865037,10 213269 WET 03 OZ,OZ,2010-07-06,Proposed rezoning to permit development of 22single family detached dwellings.,,   ,,Closed, ,CUSTEAD,22,CRT,297924.294,4833390.848
865038,10 213269 WET 03 OZ,OZ,2010-07-06,Proposed rezoning to permit development of 22single family detached dwellings.,,   ,,Closed, ,CUSTEAD,20,CRT,297927.267,4833387.6280000005
865039,10 213269 WET 03 OZ,OZ,2010-07-06,Proposed rezoning to permit development of 22single family detached dwellings.,,   ,,Closed, ,CUSTEAD,7,CRT,297960.256,4833390.5430000005
865040,08 231384 STE 28 OZ,OZ,2008-12-22,"Rezoning - West Don Lands, Phase 2. Please note that the associated Draft plan of Subdivision and lifting of the ""H""-holding symbol applications are being reviewed concurrently.",,   ,,Closed, ,CHERRY,461,ST,316254.118,4834556.232
865041,20 112399 STE 13 PL,PL,2020-02-05,Application for exemption from Part Lot Control related to a comprehensive redevelopment of the property known as Block 10 of the West Don Lands. See related Site Plan Application 19 215798 STE 13 SA. The lands are also subject to a Plan of Subdivision application 08 231376 STE 28 SB.,,   ,,Approved, ,CHERRY,461,ST,316254.118,4834556.232
865042,12 179870 000 00 MV,MV,2012-05-25,The applicant is seeking relief from the provisions of the Zoning By-law to make changes to the lot grading to rectify basement flooding issues for the dwelling.  ,2012-07-05,M1M,A152/12SC,Closed, ,MUIR,12,DR,328084.062,4844247.952
865043,08 113694 000 00 MV,MV,2008-02-25,To permit the use of a medical clinic (naturopathic) on a permanent basis in unit 5.,2008-04-03,M8Y,A154/08EYK,Closed, ,MANITOBA,300,ST,,
865044,08 216330 000 00 CO,CO,2008-10-27,"To partially discharge an existing mortgage and obtain a new mortgage. 

Lands subject to existing Mortgage (Blocks 26E, 26W and 29):
Parts 3, 4, 6, 8, 9, 10, 11, 13, 18, 19, 22 and 24 on Plan 66R-22677
Existing easement Part 25 on Plan 66R-22677

Partial Discharge of Mortgage (Blocks 26W and 29)
Parts 4, 6, 9, 10, 11, 13, 18 and 19, Plan 66R-22677

To partially discharge the existing mortgage as it applies to Parts 4, 6, 9, 10, 11, 13, 18 and 19 on Reference Plan 66R-22677.  

New Mortrgage (Block 26W)
Parts 6, 9, 13, 18, 19 and 24, Plan 66R 22677

To obtain a new mortgage as it applies to Parts 6, 9, 13, 18, 19 and 24 on Plan 66R-22677.
",2008-12-03,   ,B0144/08TEY,Closed, ,BREMNER,422,BLVD,313020.63899999997,4835116.648
865045,08 211953 ESC 35 PL,PL,2008-10-09,"Part lot control for Block 131 to 137 inclusive and Block 144, Registered Plan 66M-2437, for  50 common element condominium townhouse lots at 1 Seminoff Street, 330-398B Danforth Road (even numbers), 2 Pilkington Drive, and 35-55 Wilkes Crescent (odd numbers).",,M1L,,Closed, ,DANFORTH,352,RD,323270.586,4840189.975
865046,08 211953 ESC 35 PL,PL,2008-10-09,"Part lot control for Block 131 to 137 inclusive and Block 144, Registered Plan 66M-2437, for  50 common element condominium townhouse lots at 1 Seminoff Street, 330-398B Danforth Road (even numbers), 2 Pilkington Drive, and 35-55 Wilkes Crescent (odd numbers).",,M1L,,Closed, ,DANFORTH,348,RD,323266.385,4840181.573
865047,08 211953 ESC 35 PL,PL,2008-10-09,"Part lot control for Block 131 to 137 inclusive and Block 144, Registered Plan 66M-2437, for  50 common element condominium townhouse lots at 1 Seminoff Street, 330-398B Danforth Road (even numbers), 2 Pilkington Drive, and 35-55 Wilkes Crescent (odd numbers).",,M1L,,Closed, ,DANFORTH,344,RD,323262.463,4840174.012
865048,08 211953 ESC 35 PL,PL,2008-10-09,"Part lot control for Block 131 to 137 inclusive and Block 144, Registered Plan 66M-2437, for  50 common element condominium townhouse lots at 1 Seminoff Street, 330-398B Danforth Road (even numbers), 2 Pilkington Drive, and 35-55 Wilkes Crescent (odd numbers).",,M1L,,Closed, ,DANFORTH,350,RD,323268.905,4840186.055
865049,10 301180 000 00 CO,CO,2010-11-23,To obtain consent to the creation of an emergency access easement.,2010-12-22,   ,B0113/10TEY,Closed, ,EAST LIBERTY,45,ST,,
865050,13 275737 ESC 35 SA,SA,2013-12-09,"Site plan approval submission to permit the construction of 314 residential units, and a minimum of 50,000 square feet of commercial space.  Located along the Warden Avenue frontage at Deans Drive will be a mid-rise mixed use building containing a maximum of 130 apartment units and a minimum of 17,200 square feet of commercial space on the ground floor.  Two commercial totalling over 32,700 square feet are located further north on the site. The remainder of the site will be occupied by a stormwater management pond and a City park.",,   ,,Closed, ,CLEANSIDE,73,RD,322510.374,4841765.402
865051,13 275737 ESC 35 SA,SA,2013-12-09,"Site plan approval submission to permit the construction of 314 residential units, and a minimum of 50,000 square feet of commercial space.  Located along the Warden Avenue frontage at Deans Drive will be a mid-rise mixed use building containing a maximum of 130 apartment units and a minimum of 17,200 square feet of commercial space on the ground floor.  Two commercial totalling over 32,700 square feet are located further north on the site. The remainder of the site will be occupied by a stormwater management pond and a City park.",,   ,,Closed, ,FUSILIER,10,DR,322501.224,4841742.241
865052,15 131139 STE 22 OZ,OZ,2015-03-23,Proposed demolition of the existing two detached dwellings to facilitate the construction of 4 townhouse dwellings and a new single detached dwelling. The townhouse units will be oriented to Spadina Road while the new single detached dwelling will front onto Montclair Avenue.,,M5P,,Closed, ,SPADINA,377,RD,311873.201,4838413.325
865053,15 131142 STE 22 SA,SA,2015-03-23,Proposed demolition of the existing two detached dwellings to facilitate the construction of 4 townhouse dwellings and a new single detached dwelling. The townhouse units will be oriented to Spadina Road while the new single detached dwelling will front onto Montclair Avenue.,,M5P,,Closed, ,SPADINA,377,RD,311873.201,4838413.325
865054,15 226425 000 00 CO,CO,2015-09-22,To obtain consent to sever a portion of the land for the purpose of a lot addition.,2015-12-02,M5P,B0078/15TEY,Closed, ,SPADINA,377,RD,311873.201,4838413.325
865055,19 262636 STE 12 CD,CD,2019-12-18,Draft Plan of Standard Condominium to permit 4 new townhouse units and 8 parking spaces..,,M5P,,Draft Plan Approved, ,SPADINA,377,RD,311873.201,4838413.325
865056,17 210944 NNY 09 CO,CO,2017-08-03,To obtain consent to sever the rear portion of the property for the purpose of a lot addition.,2017-11-09,M3K,B0049/17NY,Closed, ,MANIZA,65,RD,307688.532,4843663.466
865057,17 210971 NNY 09 MV,MV,2017-08-03,"To legalize and maintain the existing dwelling. The lot size will be reduced by a series of lot addition applications (severing the rear portions of 65, 63 and 61 Maniza Road) to create a new residential building lot fronting Plewes Road. File Numbers B0048/17NY, B0049/17NY, B0050/17NY, A0724/17NY will be considered jointly.",2017-11-09,M3K,A0724/17NY,Closed, ,MANIZA,65,RD,307688.532,4843663.466
865058,13 225019 NNY 24 OZ,OZ,2013-08-22,"Proposed 8 to 12-storey, 245-unit mixed use building with  249 square metres of grade related retail, 214 parking spaces and a 227 square metre on-site parkland dedication. The proposed gross floor area is 18,223 square metres resulting in a density of 3.99 FSI.",,M2K,,OMB Approved, ,KENASTON,15,GDNS,313993.859,4847151.297
865059,14 145584 NNY 24 SA,SA,2014-04-22,"Site Plan Control Application to construct an 8 to 12 storey mixed use building containing 234 dwelling units, 240 square metres of grade related retail space and 207 parking spaces.",,M2K,,Closed, ,KENASTON,15,GDNS,313993.859,4847151.297
865060,16 136336 000 00 MV,MV,2016-04-06,To construct a north side garage attached to the existing dwelling at 19 Kingsway Crescent.  The properties known as 19 and 25 Kingsway Crescent will be merged and the existing dwelling at 25 Kingsway Crescent will be demolished.,2016-05-12,M8X,A255/16EYK,Closed, ,KINGSWAY,19,CRES,304433.566,4834803.07
865061,14 266731 ESC 44 SA,SA,2014-12-22,"Site Plan Control Application for proposed townhouses on the former Heron Park Public School site.  This application pertains to ""Parcel B"" of the lands, and proposes a total of 54 street related freehold townhouse units comprised of 46 units with integrated garages and rear yards, and 8 back-to-back freehold units with integrated garages all fronting onto a newly created public street.  The total GFA proposed for these units is 8,804 m2.  ""Parcel B"" comprises a total land area of 13,142.95 m2 of the entire 20,971.54 m2 site.

Related Site Plan Control Application for ""Parcel A"":  14 266726 ESC 44 SA.  Related OPA/Rezoning file 14 101641 ESC 44 OZ, and related Draft Plan of Subdivision application 14 101644 ESC 44 SB.  The OPA and Zoning Amendment are now in effect, and the Draft Plan of Subdivison has been registered as 66M-2537,",,   ,,Closed, ,HERON PARK,2,PL,330918.661,4847371.576
865062,14 266731 ESC 44 SA,SA,2014-12-22,"Site Plan Control Application for proposed townhouses on the former Heron Park Public School site.  This application pertains to ""Parcel B"" of the lands, and proposes a total of 54 street related freehold townhouse units comprised of 46 units with integrated garages and rear yards, and 8 back-to-back freehold units with integrated garages all fronting onto a newly created public street.  The total GFA proposed for these units is 8,804 m2.  ""Parcel B"" comprises a total land area of 13,142.95 m2 of the entire 20,971.54 m2 site.

Related Site Plan Control Application for ""Parcel A"":  14 266726 ESC 44 SA.  Related OPA/Rezoning file 14 101641 ESC 44 OZ, and related Draft Plan of Subdivision application 14 101644 ESC 44 SB.  The OPA and Zoning Amendment are now in effect, and the Draft Plan of Subdivison has been registered as 66M-2537,",,   ,,Closed, ,HERON PARK,20,PL,330866.483,4847355.33
865063,14 266731 ESC 44 SA,SA,2014-12-22,"Site Plan Control Application for proposed townhouses on the former Heron Park Public School site.  This application pertains to ""Parcel B"" of the lands, and proposes a total of 54 street related freehold townhouse units comprised of 46 units with integrated garages and rear yards, and 8 back-to-back freehold units with integrated garages all fronting onto a newly created public street.  The total GFA proposed for these units is 8,804 m2.  ""Parcel B"" comprises a total land area of 13,142.95 m2 of the entire 20,971.54 m2 site.

Related Site Plan Control Application for ""Parcel A"":  14 266726 ESC 44 SA.  Related OPA/Rezoning file 14 101641 ESC 44 OZ, and related Draft Plan of Subdivision application 14 101644 ESC 44 SB.  The OPA and Zoning Amendment are now in effect, and the Draft Plan of Subdivison has been registered as 66M-2537,",,   ,,Closed, ,HERON PARK,4,PL,330912.221,4847369.6
865064,09 193684 000 00 MV,MV,2009-12-03,The proposed lot (shown on Attachment 1) is part of a draft Plan of Subdivision with 25 single family dwelling lots and 8 townhouse lots. The owners are proposing to construct a townhouse unit on this lot and are requesting a variance to permit the front yard setback to be reduced. The land is subject to an approved draft plan of subdivision (Application No. 07 106116 ESC 44 SB).,2010-01-27,M1C,A216/09SC,Closed, ,KINGSTON,6452,RD,332315.332,4850051.612
865065,09 193693 000 00 MV,MV,2009-12-03,The proposed lots (shown on Attachment 1) are part of a draft Plan of Subdivision with 25 single family dwelling lots and 8 townhouse lots. The owners are proposing to construct single family dwellings on these lots and are requesting a variance to permit the maximum permitted gross floor area to be increased. The land is subject to an approved draft plan of subdivision (Application No. 07 106116 ESC 44 SB).,2010-01-27,M1C,A217/09SC,Closed, ,KINGSTON,6452,RD,332315.332,4850051.612
865066,09 193699 000 00 MV,MV,2009-12-03,The proposed lots (shown on Attachment 1) are part of a draft Plan of Subdivision with 25 single family dwelling lots and 8 townhouse lots. The owners are proposing to construct single family dwellings on these lots and are requesting a variance to permit the maximum permitted gross floor area to be increased. The land is subject to an approved draft plan of subdivision (Application No. 07 106116 ESC 44 SB). ,2010-01-27,M1C,A218/09SC,Closed, ,KINGSTON,6452,RD,332315.332,4850051.612
865067,09 193703 000 00 MV,MV,2009-12-03,The proposed lot (shown on Attachment 1) is part of a draft Plan of Subdivision with 25 single family dwelling lots and 8 townhouse lots. The owners are proposing to construct a single family dwelling on this lot and are requesting a variance to permit the maximum permitted gross floor area to be increased. The land is subject to an approved draft plan of subdivision (Application No. 07 106116 ESC 44 SB). ,2010-01-27,M1C,A219/09SC,Closed, ,KINGSTON,6452,RD,332315.332,4850051.612
865068,09 193706 000 00 MV,MV,2009-12-03,The proposed lot (shown on the attached Location Map) is part of a draft Plan of Subdivision with 25 single family dwelling lots and 8 townhouse lots. The owners are proposing to construct a single family dwelling on this lot and are requesting a variance to permit the maximum permitted gross floor area to be increased. The land is subject to an approved draft plan of subdivision (Application No. 07 106116 ESC 44 SB). ,2010-01-27,M1C,A220/09SC,Closed, ,KINGSTON,6452,RD,332315.332,4850051.612
865069,09 193707 000 00 MV,MV,2009-12-03,The proposed lot (shown on the attached Location Map) is part of a draft Plan of Subdivision with 25 single family dwelling lots and 8 townhouse lots. The owners are proposing to construct a single family dwelling on this lot and are requesting a variance to permit the maximum permitted gross floor area to be increased. The land is subject to an approved draft plan of subdivision (Application No. 07 106116 ESC 44 SB). ,2010-01-27,M1C,A221/09SC,Closed, ,KINGSTON,6452,RD,332315.332,4850051.612
865070,09 193708 000 00 MV,MV,2009-12-03,The proposed lots (shown on the attached Location Map) are part of a draft Plan of Subdivision with 25 single family dwelling lots and 8 townhouse lots. The owners are proposing to construct single family dwellings on these lots and are requesting a variance to permit the maximum permitted gross floor area to be increased. The land is subject to an approved draft plan of subdivision (Application No. 07 106116 ESC 44 SB). ,2010-01-27,M1C,A222/09SC,Closed, ,KINGSTON,6452,RD,332315.332,4850051.612
865071,09 193713 000 00 MV,MV,2009-12-03,The proposed lots (shown on the attached Location Map) are part of a draft Plan of Subdivision with 25 single family dwelling lots and 8 townhouse lots. The owners are proposing to construct single family dwellings on these lots and are requesting a variance to permit the maximum permitted gross floor area to be increased. The land is subject to an approved draft plan of subdivision (Application No. 07 106116 ESC 44 SB). ,2010-01-27,M1C,A223/09SC,Closed, ,KINGSTON,6452,RD,332315.332,4850051.612
865072,18 224429 STE 19 SA,SA,2018-09-12,Site Plan Control Application for a new temporary municipal shelter structure(sprung structure). Intended to be operational for Winter 2019.,,   ,,Closed, ,FLEET,701,ST,312263.511,4832670.129
865073,10 149711 000 00 MV,MV,2010-04-12,"The site is located east of Yonge Street on the north side of Church Street.  To alter the redevelopment plan approved under By-law 101-2003, as modified by the Committee of Adjustment in Decision No. A0620/06TEY, by increasing the ceiling heights for floors 33-36 of the approved 37-storey residential condominium building.  This alteration will affect the height of the building.",2010-06-09,   ,A0427/10TEY,Closed, ,YONGE,837,ST,,
865074,08 118255 000 00 MV,MV,2008-03-11,To construct a 31 block townhouse development.,2008-04-17,   ,A177/08EYK,Closed, ,FRED YOUNG,43,DR,303157.059,4842756.518999999
865075,08 118255 000 00 MV,MV,2008-03-11,To construct a 31 block townhouse development.,2008-04-17,   ,A177/08EYK,Closed, ,FRED YOUNG,41,DR,303148.935,4842753.811000001
865076,14 110230 000 00 MV,MV,2014-01-28,To maintain the existing rear deck. ,2014-03-06,   ,A46/14EYK,Closed, ,FRED YOUNG,41,DR,303148.935,4842753.811000001
865077,08 118255 000 00 MV,MV,2008-03-11,To construct a 31 block townhouse development.,2008-04-17,   ,A177/08EYK,Closed, ,FRED YOUNG,39,DR,303141.971,4842751.102
865078,08 118255 000 00 MV,MV,2008-03-11,To construct a 31 block townhouse development.,2008-04-17,   ,A177/08EYK,Closed, ,SERGIO MARCHI,26,ST,302945.386,4843167.643999999
865079,08 118255 000 00 MV,MV,2008-03-11,To construct a 31 block townhouse development.,2008-04-17,   ,A177/08EYK,Closed, ,SERGIO MARCHI,22,ST,302971.13899999997,4843166.387
865080,08 118255 000 00 MV,MV,2008-03-11,To construct a 31 block townhouse development.,2008-04-17,   ,A177/08EYK,Closed, ,SERGIO MARCHI,20,ST,302984.958,4843165.13
865081,08 118255 000 00 MV,MV,2008-03-11,To construct a 31 block townhouse development.,2008-04-17,   ,A177/08EYK,Closed, ,SERGIO MARCHI,16,ST,303024.529,4843174.553
865082,08 118255 000 00 MV,MV,2008-03-11,To construct a 31 block townhouse development.,2008-04-17,   ,A177/08EYK,Closed, ,SERGIO MARCHI,19,ST,303028.298,4843138.749
865083,08 118255 000 00 MV,MV,2008-03-11,To construct a 31 block townhouse development.,2008-04-17,   ,A177/08EYK,Closed, ,SERGIO MARCHI,17,ST,303047.77,4843143.146000001
865084,08 118255 000 00 MV,MV,2008-03-11,To construct a 31 block townhouse development.,2008-04-17,   ,A177/08EYK,Closed, ,SERGIO MARCHI,15,ST,303060.96,4843147.544
865085,11 231936 000 00 MV,MV,2011-07-05,To replace the existing deck with a new deck.,2011-08-11,   ,A410/11EYK,Closed, ,SERGIO MARCHI,15,ST,303060.96,4843147.544
865086,08 118255 000 00 MV,MV,2008-03-11,To construct a 31 block townhouse development.,2008-04-17,   ,A177/08EYK,Closed, ,SERGIO MARCHI,13,ST,303071.63800000004,4843151.312
