_id,address,dir,end_date,flash_speed,geometry,min_speed,schedule,sign_id,sign_name,speed_limit,start_date,strobe_speed,ward_no
5696,194 Doris Avenue,SB,,31,"{u'type': u'Point', u'coordinates': (-79.410235, 43.768329)}",20,Weekdays from 7 AM - 9 PM,2034,Doris Ave SB ,30,2020-03-10T04:00:00,36,18.0
5697,208 Doris Avenue,NB,,31,"{u'type': u'Point', u'coordinates': (-79.410669, 43.769058)}",20,Weekdays from 7 AM - 9 PM,2061,Doris Ave NB ,30,2020-03-10T04:00:00,36,18.0
5698,156 Finch Avenue West,WB,,51,"{u'type': u'Point', u'coordinates': (-79.429334, 43.776825)}",30,Weekdays from 7 AM - 9 PM,2097,Finch Ave W WB ,50,2020-03-19T04:00:00,56,18.0
5699,334 Hollywood Avenue,EB,,41,"{u'type': u'Point', u'coordinates': (-79.393906, 43.769663)}",5,Weekdays from 7 AM - 9 PM,2131,Hollywood Ave EB ,40,2020-03-31T13:00:00,46,18.0
5700,84 Norton Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.409252, 43.773332)}",5,Weekdays from 7 AM - 9 PM,2151,Kenneth Ave NB ,40,2020-04-09T13:00:00,46,18.0
5701,224 Ellerslie Avenue  ,WB,2017-03-01T17:00:00,41,"{u'type': u'Point', u'coordinates': (-79.4242353888, 43.7693683263)}",30,Weekdays from 7 AM - 9 PM,2156,Ellerslie Ave WB ,40,2020-04-16T04:00:00,46,18.0
5702,157 Avondale Avenue ,EB,2017-03-01T17:00:00,41,"{u'type': u'Point', u'coordinates': (-79.4012703152, 43.7600937109)}",30,Weekdays from 7 AM - 9 PM,2159,Avondale Ave EB ,40,2020-04-16T04:00:00,46,18.0
5703,120 Cactus Avenue  ,SB,2017-03-01T17:00:00,41,"{u'type': u'Point', u'coordinates': (-79.4339557143, 43.791565)}",30,Weekdays from 7 AM - 9 PM,2162,Cactus Ave SB ,40,2020-04-16T04:00:00,46,18.0
5704,120 Cactus Avenue,SB,,41,"{u'type': u'Point', u'coordinates': (-79.433899, 43.791535)}",5,Weekdays from 7 AM - 9 PM,2207,Cactus Ave SB ,40,2020-05-21T12:00:00,46,18.0
5705,72 Lyall Avenue,EB,,31,"{u'type': u'Point', u'coordinates': (-79.293645, 43.681563)}",20,Weekdays from 7 AM - 9 PM,33,Lyall Ave EB ,30,2019-04-11T13:00:00,36,19.0
5706,737 Kingston Road,EB,2020-02-27T10:00:00,41,"{u'type': u'Point', u'coordinates': (-79.2946227, 43.6795402)}",30,Weekdays from 7 AM - 9 PM,79,Kingston Rd EB ,40,2019-06-19T17:00:00,46,19.0
5707,561 Coxwell Avenue,NB,2020-01-08T04:00:00,41,"{u'type': u'Point', u'coordinates': (-79.3216378412, 43.6787024675)}",30,Weekdays from 7 AM - 9 PM,107,Coxwell Ave NB ,40,2019-08-01T04:00:00,46,19.0
5708,179 Wolverleigh Boulevard,EB,,31,"{u'type': u'Point', u'coordinates': (-79.323058, 43.685153)}",20,Weekdays from 7 AM - 9 PM,194,Wolverleigh Blvd EB ,30,2019-04-10T14:00:00,36,19.0
5709,351 Glebeholme Boulevard,EB,,31,"{u'type': u'Point', u'coordinates': (-79.323251, 43.686059)}",20,Weekdays from 7 AM - 9 PM,230,Glebeholme Blvd EB ,30,2019-04-03T13:00:00,36,19.0
5710,315 Wolverleigh Boulevard,EB,,31,"{u'type': u'Point', u'coordinates': (-79.317147, 43.68649)}",20,Weekdays from 7 AM - 9 PM,377,Wolverleigh Blvd EB ,30,2019-03-11T11:00:00,36,19.0
5711,280 Wolverleigh Boulevard,WB,,31,"{u'type': u'Point', u'coordinates': (-79.319879, 43.685987)}",20,Weekdays from 7 AM - 9 PM,506,Wolverleigh Blvd WB ,30,2019-04-03T13:00:00,36,19.0
5712,346 Wolverleigh Boulevard,WB,,31,"{u'type': u'Point', u'coordinates': (-79.315286, 43.686967)}",20,Weekdays from 7 AM - 9 PM,526,Wolverleigh Blvd WB ,30,2019-03-11T12:00:00,36,19.0
5713,490 Glebeholme Boulevard,WB,,31,"{u'type': u'Point', u'coordinates': (-79.320118, 43.686839)}",20,Weekdays from 7 AM - 9 PM,569,Glebeholme Blvd WB ,30,2019-04-03T15:00:00,36,19.0
5714,804 Kingston Road,WB,2020-03-30T03:00:00,41,"{u'type': u'Point', u'coordinates': (-79.293041, 43.680152)}",30,Weekdays from 7 AM - 9 PM,602,Kingston Rd WB ,40,2019-03-11T11:00:00,46,19.0
5715,50 Swanwick Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.298642, 43.682461)}",30,Weekdays from 7 AM - 9 PM,652,Main St NB ,40,2019-03-20T14:00:00,46,19.0
5716,390 Kingston Road,WB,,41,"{u'type': u'Point', u'coordinates': (-79.305682, 43.676037)}",30,Weekdays from 7 AM - 9 PM,678,Kingston Rd WB ,40,2019-04-03T13:00:00,46,19.0
5717,39 Lyall Avenue,WB,2019-05-14T13:00:00,31,"{u'type': u'Point', u'coordinates': (-79.295539, 43.681014)}",20,Weekdays from 7 AM - 9 PM,683,Lyall Ave WB ,30,2019-04-11T13:00:00,36,19.0
5718,347 Kingston Road,EB,2020-05-11T18:00:00,41,"{u'type': u'Point', u'coordinates': (-79.306375, 43.675173)}",30,Weekdays from 7 AM - 9 PM,720,Kingston Rd EB  ,40,2019-04-03T12:00:00,46,19.0
5719,1782 Gerrard Street East,WB,,41,"{u'type': u'Point', u'coordinates': (-79.31559, 43.677527)}",5,Weekdays from 7 AM - 9 PM,859,Gerrard St E WB ,40,2019-11-28T19:00:00,46,19.0
5720,15 Earl Haig Avenue,EB,,31,"{u'type': u'Point', u'coordinates': (-79.321045, 43.680949)}",20,Weekdays from 7 AM - 9 PM,864,Currie Ave EB ,30,2019-11-27T19:00:00,36,19.0
5721,1696 Gerrard Street East,EB,,41,"{u'type': u'Point', u'coordinates': (-79.316512, 43.676506)}",5,Weekdays from 7 AM - 9 PM,865,Gerrard St E EB ,40,2019-11-28T17:00:00,46,19.0
5722,825 Coxwell Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.325939, 43.689504)}",5,Weekdays from 7 AM - 9 PM,868,Coxwell Ave NB ,40,2019-12-02T19:00:00,46,19.0
5723,880 Victoria Park Avenue,SB,,51,"{u'type': u'Point', u'coordinates': (-79.291177, 43.697749)}",30,Weekdays from 7 AM - 9 PM,872,Victoria Park Ave SB ,50,2019-12-09T14:00:00,56,19.0
5724,88 Bowmore Road,NB,,41,"{u'type': u'Point', u'coordinates': (-79.314405, 43.676705)}",5,Weekdays from 7 AM - 9 PM,875,Bowmore Rd NB ,40,2019-12-10T19:00:00,46,19.0
5725,15 Earl Haig Avenue,WB,,31,"{u'type': u'Point', u'coordinates': (-79.320765, 43.680999)}",20,Weekdays from 7 AM - 9 PM,991,Currie Ave WB ,30,2019-11-27T20:00:00,36,19.0
5726,729 Kingston Road,EB,2020-06-29T19:00:00,41,"{u'type': u'Point', u'coordinates': (-79.294998, 43.679548)}",5,Weekdays from 7 AM - 9 PM,1931,Kingston Rd EB ,40,2020-03-02T16:00:00,46,19.0
5727,50 Chapman Avenue,WB,,31,"{u'type': u'Point', u'coordinates': (-79.298442, 43.701058)}",20,Weekdays from 7 AM - 9 PM,2074,Chapman Ave WB ,30,2020-03-12T16:00:00,36,19.0
5728,101 Barrington Avenue,NB,,31,"{u'type': u'Point', u'coordinates': (-79.300505, 43.69226)}",20,Weekdays from 7 AM - 9 PM,2100,Palmer St. NB ,30,2020-03-20T15:00:00,36,19.0
5729,19 Palmer Street,SB,,31,"{u'type': u'Point', u'coordinates': (-79.300068, 43.691613)}",20,Weekdays from 7 AM - 9 PM,2103,Palmer St. SB ,30,2020-03-20T16:00:00,36,19.0
5730,101 Barrington Avenue,SB,,31,"{u'type': u'Point', u'coordinates': (-79.300505, 43.69226)}",20,Weekdays from 7 AM - 9 PM,2108,Palmer St. SB ,30,2020-03-23T04:00:00,36,19.0
5731,17 Chapman Avenue,EB,,41,"{u'type': u'Point', u'coordinates': (-79.301361, 43.700265)}",5,Weekdays from 7 AM - 9 PM,2114,Chapman Ave EB ,40,2020-03-12T16:00:00,46,19.0
5732,804 Kingston Road,WB,,41,"{u'type': u'Point', u'coordinates': (-79.293038, 43.680129)}",5,Weekdays from 7 AM - 9 PM,2121,Kingston Rd WB ,40,2020-03-30T13:00:00,46,19.0
5733,343 Kingston Road,EB,,41,"{u'type': u'Point', u'coordinates': (-79.306543, 43.675099)}",5,Weekdays from 7 AM - 9 PM,2194,Kingston Rd EB ,40,2020-05-12T18:00:00,46,19.0
5734,736 Kingston Road,EB,,41,"{u'type': u'Point', u'coordinates': (-79.295103, 43.679617)}",5,Weekdays from 7 AM - 9 PM,2223,Kingston Rd EB ,40,2020-06-30T12:00:00,46,19.0
5735,50 Swanwick Avenue,WB,,41,"{u'type': u'Point', u'coordinates': (-79.298642, 43.682461)}",30,Weekdays from 7 AM - 9 PM,2231,Swanwick Ave WB ,40,2020-07-12T04:00:00,46,19.0
5736,94 Denton Avenue,WB,2020-09-22T16:00:00,31,"{u'type': u'Point', u'coordinates': (-79.280143, 43.694897)}",20,Weekdays from 7 AM - 9 PM,18,Denton Ave WB ,30,2018-01-12T16:00:00,36,20.0
5737,752 Danforth Road,WB,,31,"{u'type': u'Point', u'coordinates': (-79.257321, 43.720837)}",20,Weekdays from 7 AM - 9 PM,67,Danforth Rd WB ,30,2019-03-11T11:00:00,36,20.0
5738,27 Pharmacy Avenue,NB,,31,"{u'type': u'Point', u'coordinates': (-79.283773, 43.69337)}",20,Weekdays from 7 AM - 9 PM,76,Pharmacy Ave NB ,30,2018-11-21T20:00:00,36,20.0
5739,93 Byng Avenue,NB,,31,"{u'type': u'Point', u'coordinates': (-79.280483, 43.694157)}",20,Weekdays from 7 AM - 9 PM,78,Byng Ave NB ,30,2018-01-22T13:00:00,36,20.0
5740,18 Thatcher Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.239512, 43.715877)}",30,Weekdays from 7 AM - 9 PM,199,Brimley Rd S NB ,40,2019-04-03T13:00:00,46,20.0
5741,486 Midland Avenue,NB,,31,"{u'type': u'Point', u'coordinates': (-79.250094, 43.715461)}",20,Weekdays from 7 AM - 9 PM,263,Midland Ave NB ,30,2019-03-11T12:00:00,36,20.0
5742,23 MacDuff Crescent,EB,,31,"{u'type': u'Point', u'coordinates': (-79.241459, 43.725655)}",20,Weekdays from 7 AM - 9 PM,334,MacDuff Cres EB ,30,2019-03-11T12:00:00,36,20.0
5743,43 MacDuff Crescent,WB,,31,"{u'type': u'Point', u'coordinates': (-79.239719, 43.726204)}",20,Weekdays from 7 AM - 9 PM,343,MacDuff Cres WB ,30,2019-03-11T11:00:00,36,20.0
5744,459 Midland Avenue,NB,,31,"{u'type': u'Point', u'coordinates': (-79.249106, 43.713576)}",20,Weekdays from 7 AM - 9 PM,387,Midland Ave NB ,30,2019-03-11T12:00:00,36,20.0
5745,691 Danforth Road,EB,,31,"{u'type': u'Point', u'coordinates': (-79.259044, 43.718226)}",20,Weekdays from 7 AM - 9 PM,400,Danforth Rd EB ,30,2019-03-11T12:00:00,36,20.0
5746,64 Newport Avenue,WB,,31,"{u'type': u'Point', u'coordinates': (-79.280947, 43.696054)}",20,Weekdays from 7 AM - 9 PM,415,Newport Ave WB ,30,2018-01-22T13:00:00,36,20.0
5747,48 Oakridge Drive,EB,,31,"{u'type': u'Point', u'coordinates': (-79.240917, 43.728565)}",20,Weekdays from 7 AM - 9 PM,429,Oakridge Dr EB ,30,2019-03-11T11:00:00,36,20.0
5748,136 Byng Avenue,SB,2020-04-02T03:00:00,41,"{u'type': u'Point', u'coordinates': (-79.281633, 43.696487)}",30,Weekdays from 7 AM - 9 PM,450,Byng Ave SB ,40,2018-01-12T17:00:00,46,20.0
5749,30 Oakridge Drive,WB,,31,"{u'type': u'Point', u'coordinates': (-79.241827, 43.727606)}",20,Weekdays from 7 AM - 9 PM,477,Oakridge Dr WB ,30,2019-03-11T11:00:00,36,20.0
5750,67 Denton Avenue,EB,2020-03-16T02:00:00,41,"{u'type': u'Point', u'coordinates': (-79.282619, 43.694233)}",30,Weekdays from 7 AM - 9 PM,512,Denton Ave EB ,40,2018-01-12T16:00:00,46,20.0
5751,24 Newport Avenue,EB,2020-03-16T18:00:00,31,"{u'type': u'Point', u'coordinates': (-79.283283, 43.695482)}",20,Weekdays from 7 AM - 9 PM,574,Newport Ave EB ,30,2018-01-12T15:00:00,36,20.0
5752,70 Pharmacy Avenue,SB,,31,"{u'type': u'Point', u'coordinates': (-79.284522, 43.694707)}",20,Weekdays from 7 AM - 9 PM,621,Pharmacy Ave SB ,30,2018-11-21T20:00:00,36,20.0
5753,72 Larwood Boulevard,WB,,51,"{u'type': u'Point', u'coordinates': (-79.238002, 43.715558)}",30,Weekdays from 7 AM - 9 PM,650,Berkdene Hills WB ,50,2019-04-03T13:00:00,56,20.0
5754,74 Chine Drive ,,2017-03-01T17:00:00,41,"{u'type': u'Point', u'coordinates': (-79.2434437724, 43.7101705167)}",30,Weekdays from 7 AM - 9 PM,698,Chine ,40,2016-01-01T16:00:00,46,20.0
5755,781 Victoria Park Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.290029, 43.695748)}",5,Weekdays from 7 AM - 9 PM,862,Victoria Park Ave NB ,40,2019-12-05T17:00:00,46,20.0
5756,30 East Haven Drive,NB,,41,"{u'type': u'Point', u'coordinates': (-79.251184, 43.704853)}",5,Weekdays from 7 AM - 9 PM,2079,East Haven Dr NB ,40,2020-03-16T16:00:00,46,20.0
5757,34 East Haven Drive,SB,,41,"{u'type': u'Point', u'coordinates': (-79.251007, 43.70518)}",5,Weekdays from 7 AM - 9 PM,2080,East Haven Dr SB ,40,2020-03-16T17:00:00,46,20.0
5758,18 Thatcher Avenue,SB,,41,"{u'type': u'Point', u'coordinates': (-79.239512, 43.715877)}",30,Weekdays from 7 AM - 9 PM,2089,Brimley Rd S SB ,40,2020-03-18T04:00:00,46,20.0
5759,294 Blantyre Avenue,SB,,41,"{u'type': u'Point', u'coordinates': (-79.283466, 43.686021)}",5,Weekdays from 7 AM - 9 PM,2092,Blantyre Ave SB ,40,2020-03-18T13:00:00,46,20.0
5760,287 Blantyre Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.282727, 43.684649)}",5,Weekdays from 7 AM - 9 PM,2094,Blantyre Ave NB ,40,2020-03-18T14:00:00,46,20.0
5761,146 Byng Avenue,SB,,41,"{u'type': u'Point', u'coordinates': (-79.281664, 43.69662)}",5,Weekdays from 7 AM - 9 PM,2138,Byng Ave SB ,40,2020-04-02T16:00:00,46,20.0
5762,74 Chine Drive ,SB,2017-03-01T17:00:00,41,"{u'type': u'Point', u'coordinates': (-79.2434437724, 43.7101705167)}",30,Weekdays from 7 AM - 9 PM,2161,Chine Dr SB ,40,2020-04-16T04:00:00,46,20.0
5763,20 Haileybury Drive,SB,,31,"{u'type': u'Point', u'coordinates': (-79.258583, 43.745195)}",20,Weekdays from 7 AM - 9 PM,108,Haileybury Dr SB ,30,2018-11-21T20:00:00,36,21.0
5764,116 Lord Roberts Drive,NB,,41,"{u'type': u'Point', u'coordinates': (-79.264558, 43.739143)}",30,Weekdays from 7 AM - 9 PM,258,Lord Roberts Dr NB ,40,2019-04-03T13:00:00,46,21.0
5765,25 Seminole Avenue,EB,,31,"{u'type': u'Point', u'coordinates': (-79.250287, 43.745433)}",20,Weekdays from 7 AM - 9 PM,278,Seminole Ave EB ,30,2019-03-07T13:00:00,36,21.0
5766,45 Wainfleet Road,WB,,51,"{u'type': u'Point', u'coordinates': (-79.263302, 43.739535)}",30,Weekdays from 7 AM - 9 PM,420,Wainfleet Rd WB ,50,2019-04-16T13:00:00,56,21.0
5767,34 Deerfield Road,WB,,31,"{u'type': u'Point', u'coordinates': (-79.256511, 43.744613)}",20,Weekdays from 7 AM - 9 PM,483,Deerfield Rd WB ,30,2018-11-21T20:00:00,36,21.0
5768,22 Marcos Boulevard,EB,,31,"{u'type': u'Point', u'coordinates': (-79.261488, 43.746521)}",20,Weekdays from 7 AM - 9 PM,498,Marcos Blvd EB ,30,2018-11-21T20:00:00,36,21.0
5769,47 Brimorton Drive,EB,,31,"{u'type': u'Point', u'coordinates': (-79.255451, 43.765978)}",20,Weekdays from 7 AM - 9 PM,592,Brimorton Dr EB ,30,2019-03-20T11:00:00,36,21.0
5770,70 Brimorton Drive,WB,,31,"{u'type': u'Point', u'coordinates': (-79.253607, 43.766046)}",20,Weekdays from 7 AM - 9 PM,651,Brimorton Dr WB ,30,2019-03-20T11:00:00,36,21.0
5771,46 Seminole Avenue,WB,,31,"{u'type': u'Point', u'coordinates': (-79.248059, 43.746458)}",20,Weekdays from 7 AM - 9 PM,688,Seminole Ave WB ,30,2019-03-20T11:00:00,36,21.0
5772,138 Canongate Trail,NB,,31,"{u'type': u'Point', u'coordinates': (-79.30706, 43.819027)}",20,Weekdays from 7 AM - 9 PM,3,Canongate Trl NB ,30,2018-10-18T12:00:00,36,22.0
5773,35 Sheldonbury Crescent,NB,,51,"{u'type': u'Point', u'coordinates': (-79.317993, 43.787959)}",30,Weekdays from 7 AM - 9 PM,10,Sheldonbury Cres NB ,50,2019-04-03T12:00:00,56,22.0
5774,193 Silver Springs Boulevard,SB,,31,"{u'type': u'Point', u'coordinates': (-79.300949, 43.803387)}",20,Weekdays from 7 AM - 9 PM,32,Silver Spring Blvd SB ,30,2019-03-11T11:00:00,36,22.0
5775,281 Silver Springs Boulevard,NB,,31,"{u'type': u'Point', u'coordinates': (-79.303311, 43.806289)}",20,Weekdays from 7 AM - 9 PM,42,Silver Spring Blvd NB ,30,2019-03-11T11:00:00,36,22.0
5776,19 Lockie Avenue,EB,,31,"{u'type': u'Point', u'coordinates': (-79.282093, 43.788382)}",20,Weekdays from 7 AM - 9 PM,47,Lockie Ave EB ,30,2019-03-11T11:00:00,36,22.0
5777,43 Collingsbrook Boulevard,WB,,41,"{u'type': u'Point', u'coordinates': (-79.319936, 43.788924)}",30,Weekdays from 7 AM - 9 PM,105,Collingsbrook BLVD WB ,40,2019-04-03T12:00:00,46,22.0
5778,121 Canongate Trail,SB,,31,"{u'type': u'Point', u'coordinates': (-79.307786, 43.820196)}",20,Weekdays from 7 AM - 9 PM,170,Canongate Trl SB ,30,2018-10-18T12:00:00,36,22.0
5779,9 Brantford Drive,SB,,31,"{u'type': u'Point', u'coordinates': (-79.323969, 43.790157)}",20,Weekdays from 7 AM - 9 PM,208,Corinthian Blvd SB ,30,2019-03-20T11:00:00,36,22.0
5780,6 Leafield Drive,WB,,31,"{u'type': u'Point', u'coordinates': (-79.324421, 43.780687)}",20,Weekdays from 7 AM - 9 PM,276,Huntingwood Ave WB ,30,2018-11-21T20:00:00,36,22.0
5781,2 Rosscowan Gate,NB,,31,"{u'type': u'Point', u'coordinates': (-79.321771, 43.785658)}",20,Weekdays from 7 AM - 9 PM,314,Corinthian Blvd NB ,30,2019-03-07T13:00:00,36,22.0
5782,82 Fundy Bay Boulevard,WB,,31,"{u'type': u'Point', u'coordinates': (-79.315901, 43.809105)}",20,Weekdays from 7 AM - 9 PM,318,Fundy Bay Blvd WB ,30,2019-03-20T10:00:00,36,22.0
5783,50 Collingsbrook Boulevard,EB,,41,"{u'type': u'Point', u'coordinates': (-79.3181, 43.788587)}",30,Weekdays from 7 AM - 9 PM,414,Collingsbrook Blvd EB ,40,2019-04-03T12:00:00,46,22.0
5784,2751 Victoria Park Avenue,NB,,31,"{u'type': u'Point', u'coordinates': (-79.324874, 43.77947)}",20,Weekdays from 7 AM - 9 PM,476,Victorial Park Ave NB ,30,2018-11-21T20:00:00,36,22.0
5785,143 Fundy Bay Boulevard,EB,,31,"{u'type': u'Point', u'coordinates': (-79.318288, 43.808725)}",20,Weekdays from 7 AM - 9 PM,622,Fundy Bay Blvd EB ,30,2019-01-04T17:00:00,36,22.0
5786,67 Kilkenny Drive,NB,,41,"{u'type': u'Point', u'coordinates': (-79.319153, 43.788041)}",30,Weekdays from 7 AM - 9 PM,631,Kilkenny Dr NB ,40,2019-04-03T12:00:00,46,22.0
5787,2644 Midland Avenue,NB,,31,"{u'type': u'Point', u'coordinates': (-79.280479, 43.789737)}",20,Weekdays from 7 AM - 9 PM,637,Midland Ave NB ,30,2019-03-11T11:00:00,36,22.0
5788,125 Huntsmill Boulevard,WB,,41,"{u'type': u'Point', u'coordinates': (-79.326242, 43.806942)}",5,Weekdays from 7 AM - 9 PM,746,Huntsmill Blvd WB ,40,2019-09-24T13:00:00,46,22.0
5789,54 Dempster Street,WB,,41,"{u'type': u'Point', u'coordinates': (-79.291108, 43.78027)}",5,Weekdays from 7 AM - 9 PM,755,Dempster St WB ,40,2019-10-01T16:00:00,46,22.0
5790,123 Allanford Road,NB,,41,"{u'type': u'Point', u'coordinates': (-79.293367, 43.777981)}",5,Weekdays from 7 AM - 9 PM,762,Allanford Rd NB ,40,2019-11-15T18:00:00,46,22.0
5791,2419 Birchmount Road,NB,,51,"{u'type': u'Point', u'coordinates': (-79.299965, 43.785242)}",30,Weekdays from 7 AM - 9 PM,763,Birchmount Rd NB ,50,2019-10-30T14:00:00,56,22.0
5792,170 Huntsmill Boulevard,EB,,41,"{u'type': u'Point', u'coordinates': (-79.330168, 43.806619)}",5,Weekdays from 7 AM - 9 PM,769,Huntsmill Blvd EB ,40,2019-09-24T13:00:00,46,22.0
5793,172 Allanford Road,SB,,41,"{u'type': u'Point', u'coordinates': (-79.293004, 43.780846)}",5,Weekdays from 7 AM - 9 PM,820,Allenford Rd SB ,40,2019-10-02T11:00:00,46,22.0
5794,48 Dunmurray Boulevard,SB,,41,"{u'type': u'Point', u'coordinates': (-79.304015, 43.786782)}",5,Weekdays from 7 AM - 9 PM,821,Dunmurray Blvd SB ,40,2019-10-30T16:00:00,46,22.0
5795,2514 Birchmount Road,SB,,51,"{u'type': u'Point', u'coordinates': (-79.30099, 43.787091)}",30,Weekdays from 7 AM - 9 PM,830,Birchmount Rd SB ,50,2019-10-30T15:00:00,56,22.0
5796,2 Rosscowan Gate,NB,,31,"{u'type': u'Point', u'coordinates': (-79.321771, 43.785658)}",20,Weekdays from 7 AM - 9 PM,1960,Pharmacy Ave NB ,30,2020-03-10T04:00:00,36,22.0
5797,9 Brantford Drive,SB,,31,"{u'type': u'Point', u'coordinates': (-79.323969, 43.790157)}",20,Weekdays from 7 AM - 9 PM,2086,Pharmacy Ave SB ,30,2020-03-18T04:00:00,36,22.0
5798,51 Snowball Crescent,NB,,31,"{u'type': u'Point', u'coordinates': (-79.228039, 43.799246)}",20,Weekdays from 7 AM - 9 PM,97,Washburn Way NB ,30,2019-03-11T12:00:00,36,23.0
5799,196 Burrows Hall Boulevard,WB,,31,"{u'type': u'Point', u'coordinates': (-79.22841, 43.79408)}",20,Weekdays from 7 AM - 9 PM,385,Burrows Hall Blvd WB ,30,2018-10-18T18:00:00,36,23.0
5800,1 Tapscott Road,EB,,51,"{u'type': u'Point', u'coordinates': (-79.225218, 43.804478)}",30,Weekdays from 7 AM - 9 PM,418,Tapscott Rd EB ,50,2018-10-25T13:00:00,56,23.0
5801,51 Tapscott Road,WB,,31,"{u'type': u'Point', u'coordinates': (-79.223043, 43.804846)}",20,Weekdays from 7 AM - 9 PM,430,Tapscott Rd WB ,30,2019-01-03T15:00:00,36,23.0
5802,2621 Midland Avenue,SB,,31,"{u'type': u'Point', u'coordinates': (-79.279399, 43.787724)}",20,Weekdays from 7 AM - 9 PM,497,Midland Ave SB ,30,2019-03-11T11:00:00,36,23.0
5803,151 Burrows Hall Boulevard,EB,,41,"{u'type': u'Point', u'coordinates': (-79.229697, 43.792333)}",30,Weekdays from 7 AM - 9 PM,519,Burrows Hall Blvd EB ,40,2019-03-20T14:00:00,46,23.0
5804,18 Washburn Way,SB,,31,"{u'type': u'Point', u'coordinates': (-79.227773, 43.797108)}",20,Weekdays from 7 AM - 9 PM,692,Washburn Way SB ,30,2019-03-11T12:00:00,36,23.0
5805,2 Berner Trail,NB,,31,"{u'type': u'Point', u'coordinates': (-79.225726, 43.80129)}",20,Weekdays from 7 AM - 9 PM,712,Washburn Way NB ,30,2018-10-25T13:00:00,36,23.0
5806,120 Chartland Boulevard South,EB,,51,"{u'type': u'Point', u'coordinates': (-79.2768, 43.801025)}",30,Weekdays from 7 AM - 9 PM,735,Chartland Blvd S EB ,50,2019-10-25T17:00:00,56,23.0
5807,84 Chartland Boulevard South,NB,,41,"{u'type': u'Point', u'coordinates': (-79.280129, 43.800146)}",5,Weekdays from 7 AM - 9 PM,759,Chartland Blvd S NB ,40,2019-10-25T17:00:00,46,23.0
5808,1166 Huntingwood Drive,EB,,51,"{u'type': u'Point', u'coordinates': (-79.279683, 43.797779)}",30,Weekdays from 7 AM - 9 PM,772,Huntingwood Dr EB ,50,2019-10-25T17:00:00,56,23.0
5809,1226 Huntingwood Drive,WB,,51,"{u'type': u'Point', u'coordinates': (-79.2747, 43.798261)}",30,Weekdays from 7 AM - 9 PM,811,Huntingwood Blvd WB ,50,2019-10-25T16:00:00,56,23.0
5810,120 Berner Trail,SB,,41,"{u'type': u'Point', u'coordinates': (-79.220494, 43.801502)}",5,Weekdays from 7 AM - 9 PM,2106,Berner Trail SB ,40,2020-03-23T13:00:00,46,23.0
5811,97 Berner Trail,NB,,41,"{u'type': u'Point', u'coordinates': (-79.2203, 43.800609)}",5,Weekdays from 7 AM - 9 PM,2107,Berner Trail NB ,40,2020-03-23T13:00:00,46,23.0
5812,143 Port Royal Trail,WB,,41,"{u'type': u'Point', u'coordinates': (-79.289201, 43.815876)}",5,Weekdays from 7 AM - 9 PM,2113,Port Royal Trl WB ,40,2020-03-24T15:00:00,46,23.0
5813,26 Port Royal Trail,SB,,41,"{u'type': u'Point', u'coordinates': (-79.286901, 43.820809)}",5,Weekdays from 7 AM - 9 PM,2116,Port Royal Trl SB ,40,2020-03-24T13:00:00,46,23.0
5814,1986 Brimley Road,SB,,51,"{u'type': u'Point', u'coordinates': (-79.267842, 43.786584)}",30,Weekdays from 7 AM - 9 PM,2152,Brimley Rd SB ,50,2020-04-15T15:00:00,56,23.0
5815,1969 Brimley Road,NB,,51,"{u'type': u'Point', u'coordinates': (-79.266655, 43.784323)}",30,Weekdays from 7 AM - 9 PM,2153,Brimley Rd NB ,50,2020-04-15T14:00:00,56,23.0
5816,156 Orton Park Road,SB,,51,"{u'type': u'Point', u'coordinates': (-79.20913, 43.772057)}",30,Weekdays from 7 AM - 9 PM,95,Orton Park Rd SB ,50,2019-04-15T10:00:00,56,24.0
5817,103 Orton Park Road,NB,,51,"{u'type': u'Point', u'coordinates': (-79.207913, 43.769787)}",30,Weekdays from 7 AM - 9 PM,126,Orton Park Rd NB ,50,2019-04-15T10:00:00,56,24.0
5818,762 Scarborough Golf Club Road,SB,,31,"{u'type': u'Point', u'coordinates': (-79.216878, 43.765052)}",20,Weekdays from 7 AM - 9 PM,148,Scarborough Golf Club Rd SB ,30,2018-10-18T18:00:00,36,24.0
5819,40 Windover Drive,WB,2020-05-01T15:00:00,41,"{u'type': u'Point', u'coordinates': (-79.209612, 43.761801)}",30,Weekdays from 7 AM - 9 PM,206,Windover Dr WB ,40,2018-02-05T20:00:00,46,24.0
5820,21 Janray Drive,EB,,31,"{u'type': u'Point', u'coordinates': (-79.220033, 43.76258)}",20,Weekdays from 7 AM - 9 PM,330,Janray Dr EB ,30,2018-10-25T14:00:00,36,24.0
5821,733 Scarborough Golf Club Road,NB,,31,"{u'type': u'Point', u'coordinates': (-79.21581, 43.762922)}",20,Weekdays from 7 AM - 9 PM,348,Scarborough Golf Club Rd NB ,30,2018-10-18T18:00:00,36,24.0
