Account Number,Assessment Year,Suite,House Number,Street Name,Legal Description,Latitude,Longitude,Point Location,Neighbourhood,Actual Year Built,Garage,Zoning,Lot Size,Assessed Value,Assessment Class 1,Assessment Class % 1,Assessment Class 2,Assessment Class % 2,Assessment Class 3,Assessment Class % 3
1013374,2012,,10434,10A AVENUE NW,Plan: 8023036  Block: 12  Lot: 59,53.44159,-113.49609,POINT (-113.49609 53.44159),BEARSPAW,1985,Y,RF1,612.9430,487000.00,RESIDENTIAL,100,,,,
1022912,2013,,177,WOLF WILLOW CRESCENT NW,Plan: 7521087  Block: 15  Lot: 30,53.50207,-113.59431,POINT (-113.59431 53.50207),WESTRIDGE,1977,Y,RF1,664.1300,557000.00,RESIDENTIAL,100,,,,
1028539,2017,6,10453,20 AVENUE NW,Plan: 8120013  Unit: 36,53.44972,-113.49878,POINT (-113.49878 53.44972),KEHEEWIN,1980,N,RF5,238.6820,253000.00,RESIDENTIAL,100,,,,
1006428,2018,106,14004,26 STREET NW,Plan: 8023191  Unit: 2,53.60417,-113.38284,POINT (-113.38284 53.60417),BANNERMAN,1980,N,RA7,119.1330,109500.00,RESIDENTIAL,100,,,,
1001726,2012,,19,RIVER HEIGHTS DRIVE NW,Plan: 3502MC  Lot: 5U,53.45656,-113.63715,POINT (-113.63715 53.45656),RURAL WEST,,N,RR,1442.1890,7000.00,RESIDENTIAL,100,,,,
1012244,2014,,560,WOLF WILLOW ROAD NW,Plan: 4697TR  Block: 2  Lot: 56,53.50732,-113.60362,POINT (-113.60362 53.50732),WESTRIDGE,1976,Y,RF1,564.6930,418500.00,RESIDENTIAL,100,,,,
1031988,2018,,2572,79 STREET NW,Plan: 8120949  Unit: 22,53.45703,-113.45432,POINT (-113.45432 53.45703),MEYONOHK,1980,N,RF5,241.0700,191000.00,RESIDENTIAL,100,,,,
1009125,2014,,15208,85 STREET NW,Plan: 8023176  Block: 49  Lot: 47,53.61498,-113.47216,POINT (-113.47216 53.61498),EVANSDALE,1982,Y,RF1,625.5190,354500.00,RESIDENTIAL,100,,,,
1015395,2018,,1111,108 STREET NW,Plan: 8023036  Block: 17  Lot: 37,53.44224,-113.50211,POINT (-113.50211 53.44224),BEARSPAW,1985,Y,RF1,973.0740,582500.00,RESIDENTIAL,100,,,,
1032309,2015,101,8108,125 AVENUE NW,Plan: 8120903  Unit: 6,53.58166,-113.46677,POINT (-113.46677 53.58166),ELMWOOD PARK,1965,N,RA7,80.8760,68500.00,RESIDENTIAL,100,,,,
1011147,2012,,155,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 2  Lot: 2,53.50993,-113.6143,POINT (-113.6143 53.50993),WESTRIDGE,1977,Y,RF1,563.4130,434500.00,RESIDENTIAL,100,,,,
1008366,2016,,8312,152B AVENUE NW,Plan: 8023176  Block: 48  Lot: 9,53.61475,-113.46872,POINT (-113.46872 53.61475),EVANSDALE,1981,Y,RF1,603.9480,387500.00,RESIDENTIAL,100,,,,
1010941,2015,,147,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 1  Lot: 43,53.50921,-113.6144,POINT (-113.6144 53.50921),WESTRIDGE,1977,Y,RF1,607.9460,496000.00,RESIDENTIAL,100,,,,
1029685,2015,45,2020,105 STREET NW,Plan: 8120896  Unit: 44,53.4516,-113.50248,POINT (-113.50248 53.4516),KEHEEWIN,1980,N,RF5,246.9260,257500.00,RESIDENTIAL,100,,,,
1011170,2014,,822,RICHARDS CRESCENT NW,Plan: 8023232  Block: 53  Lot: 26,53.47638,-113.58949,POINT (-113.58949 53.47638),RHATIGAN RIDGE,1982,Y,RF1,543.4000,520500.00,RESIDENTIAL,100,,,,
1007236,2012,,8807,152B AVENUE NW,Plan: 8023176  Block: 47  Lot: 90,53.61422,-113.47644,POINT (-113.47644 53.61422),EVANSDALE,1981,N,RF1,534.1440,282500.00,RESIDENTIAL,100,,,,
1030477,2016,9,10160,119 STREET NW,Plan: 8120783  Unit: 9,53.54227,-113.52735,POINT (-113.52735 53.54227),OLIVER,1980,N,RA8,55.5910,218500.00,RESIDENTIAL,100,,,,
1027978,2016,5,10141,154 STREET NW,Plan: 8120494  Unit: 9,53.54294,-113.58631,POINT (-113.58631 53.54294),CANORA,1966,N,RA7,79.7100,77000.00,RESIDENTIAL,100,,,,
1024678,2015,,6528,184 STREET NW,Plan: 8120597  Unit: 35,53.50028,-113.64085,POINT (-113.64085 53.50028),ORMSBY PLACE,1978,N,RF5,246.8330,199500.00,RESIDENTIAL,100,,,,
1027168,2016,16,3812,20 AVENUE NW,Plan: 8120611  Unit: 6,53.45176,-113.40076,POINT (-113.40076 53.45176),DALY GROVE,1980,N,RF5,236.5510,206500.00,RESIDENTIAL,100,,,,
1031418,2018,405,11026,106 STREET NW,Plan: 8120692  Unit: 24,53.55767,-113.50345,POINT (-113.50345 53.55767),CENTRAL MCDOUGALL,1979,N,RA7,88.9290,150500.00,RESIDENTIAL,100,,,,
1029719,2018,48,2020,105 STREET NW,Plan: 8120896  Unit: 47,53.4516,-113.50248,POINT (-113.50248 53.4516),KEHEEWIN,1980,N,RF5,246.9260,243500.00,RESIDENTIAL,100,,,,
1017219,2014,,10438,12 AVENUE NW,Plan: 8023036  Block: 20  Lot: 35,53.44253,-113.49629,POINT (-113.49629 53.44253),BEARSPAW,1984,Y,RF1,660.7360,428500.00,RESIDENTIAL,100,,,,
1022953,2018,,181,WOLF WILLOW CRESCENT NW,Plan: 7521087  Block: 15  Lot: 32,53.50153,-113.59404,POINT (-113.59404 53.50153),WESTRIDGE,1977,Y,RF1,1522.9770,975500.00,RESIDENTIAL,100,,,,
1008911,2014,,8618,152B AVENUE NW,Plan: 8023176  Block: 49  Lot: 32,53.61532,-113.47266,POINT (-113.47266 53.61532),EVANSDALE,1982,Y,RF1,784.7270,433000.00,RESIDENTIAL,100,,,,
1002146,2016,,2725,184 STREET NW,SW  4-52-25-4 / SW  4-52-25-4,53.46099,-113.6336,POINT (-113.6336 53.46099),ANTHONY HENDAY SOUTH WEST,,N,AG,47189.4490,144000.00,RESIDENTIAL,100,,,,
1031780,2013,,7913,27 AVENUE NW,Plan: 8120949  Unit: 2,53.45703,-113.45432,POINT (-113.45432 53.45703),MEYONOHK,1980,N,RF5,242.2070,184500.00,RESIDENTIAL,100,,,,
1025840,2013,2,12715,81 STREET NW,Plan: 8120373  Unit: 18,53.58543,-113.46504,POINT (-113.46504 53.58543),BALWIN,1965,N,RA7,153.4040,121000.00,RESIDENTIAL,100,,,,
1016724,2012,,594,WOLF WILLOW ROAD NW,Plan: 4697TR  Block: 8  Lot: 35,53.5075,-113.60201,POINT (-113.60201 53.5075),WESTRIDGE,1975,Y,RF1,964.6410,524000.00,RESIDENTIAL,100,,,,
1034388,2013,,10712,21 AVENUE NW,Plan: 8120954  Block: 2  Lot: 26,53.45231,-113.50412,POINT (-113.50412 53.45231),KEHEEWIN,1983,N,RF1,533.2050,326500.00,RESIDENTIAL,100,,,,
1006899,2013,310,14004,26 STREET NW,Plan: 8023191  Unit: 37,53.60417,-113.38284,POINT (-113.38284 53.60417),BANNERMAN,1980,N,RA7,119.1330,118000.00,RESIDENTIAL,100,,,,
1027663,2019,64,3812,20 AVENUE NW,Plan: 8120611  Unit: 56,53.45176,-113.40076,POINT (-113.40076 53.45176),DALY GROVE,1980,N,RF5,227.7900,180500.00,RESIDENTIAL,100,,,,
1029610,2012,38,2020,105 STREET NW,Plan: 8120896  Unit: 37,53.4516,-113.50248,POINT (-113.50248 53.4516),KEHEEWIN,1980,N,RF5,246.9260,232000.00,RESIDENTIAL,100,,,,
1032150,2012,,2538,79 STREET NW,Plan: 8120949  Unit: 39,53.45703,-113.45432,POINT (-113.45432 53.45703),MEYONOHK,1980,N,RF5,241.0700,191500.00,RESIDENTIAL,100,,,,
1036946,2016,,9313,179 AVENUE NW,Plan: 8120894  Block: 10  Lot: 108,53.6415,-113.4858,POINT (-113.4858 53.6415),LAGO LINDO,1986,Y,RF4,322.7120,321500.00,RESIDENTIAL,100,,,,
1007467,2016,,8427,152B AVENUE NW,Plan: 8023176  Block: 47  Lot: 112,53.61428,-113.47191,POINT (-113.47191 53.61428),EVANSDALE,1982,Y,RF1,558.2170,434000.00,RESIDENTIAL,100,,,,
1018530,2013,,120,WILLOW WAY NW,Plan: 7521087  Block: 10  Lot: 23U,53.50342,-113.60024,POINT (-113.60024 53.50342),WESTRIDGE,,N,RF1,4028.3480,19500.00,COMMERCIAL,100,,,,
1016948,2014,,8,WOLF CRESCENT NW,Plan: 4697TR  Block: 9  Lot: 2,53.50545,-113.59909,POINT (-113.59909 53.50545),WESTRIDGE,1975,Y,RF1,763.2170,483000.00,RESIDENTIAL,100,,,,
1010594,2016,,900,RICE ROAD NW,Plan: 8023232  Block: 52  Lot: 49,53.47759,-113.58677,POINT (-113.58677 53.47759),RHATIGAN RIDGE,1984,Y,RF1,611.4980,497500.00,RESIDENTIAL,100,,,,
1013986,2018,,178,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 5  Lot: 9,53.5107,-113.6132,POINT (-113.6132 53.5107),WESTRIDGE,1976,Y,RF1,587.5260,489500.00,RESIDENTIAL,100,,,,
1014257,2016,,1303,105 STREET NW,Plan: 8023036  Block: 12  Lot: 105,53.44401,-113.49696,POINT (-113.49696 53.44401),BEARSPAW,1984,Y,RF1,533.1550,412500.00,RESIDENTIAL,100,,,,
1029529,2019,29,2020,105 STREET NW,Plan: 8120896  Unit: 28,53.4516,-113.50248,POINT (-113.50248 53.4516),KEHEEWIN,1980,N,RF5,246.9260,229500.00,RESIDENTIAL,100,,,,
1027689,2017,62,3812,20 AVENUE NW,Plan: 8120611  Unit: 58,53.45176,-113.40076,POINT (-113.40076 53.45176),DALY GROVE,1980,N,RF5,227.7900,184500.00,RESIDENTIAL,100,,,,
1015452,2017,,10712,11 AVENUE NW,Plan: 8023036  Block: 17  Lot: 40,53.44194,-113.50249,POINT (-113.50249 53.44194),BEARSPAW,1985,Y,RF1,510.8140,425500.00,RESIDENTIAL,100,,,,
1017284,2017,,620,WOLF WILLOW ROAD NW,Plan: 4697TR  Block: 9  Lot: 19,53.50615,-113.60009,POINT (-113.60009 53.50615),WESTRIDGE,1975,Y,RF1,602.4400,477500.00,RESIDENTIAL,100,,,,
1030188,2012,,6111,38 AVENUE NW,Plan: 8120902  Unit: 31,53.47351,-113.43127,POINT (-113.43127 53.47351),HILLVIEW,1980,N,RF5,238.7430,190000.00,RESIDENTIAL,100,,,,
1029883,2014,,6171,38 AVENUE NW,Plan: 8120902  Unit: 1,53.47351,-113.43127,POINT (-113.43127 53.47351),HILLVIEW,1980,N,RF5,237.0740,195500.00,RESIDENTIAL,100,,,,
1032648,2015,,15104,58 STREET NW,Plan: 8120744  Block: 42  Lot: 64,53.61304,-113.43088,POINT (-113.43088 53.61304),MCLEOD,1974,Y,RF1,668.7020,365500.00,RESIDENTIAL,100,,,,
1015940,2018,,3,WOLF CRESCENT NW,Plan: 4697TR  Block: 8  Lot: 1,53.50498,-113.59888,POINT (-113.59888 53.50498),WESTRIDGE,1988,Y,RF1,725.1680,653500.00,RESIDENTIAL,100,,,,
1011444,2017,,817,RICHARDS CRESCENT NW,Plan: 8023232  Block: 54  Lot: 13,53.4761,-113.58777,POINT (-113.58777 53.4761),RHATIGAN RIDGE,1986,Y,RF1,682.9050,532500.00,RESIDENTIAL,100,,,,
1036573,2019,,17904,94 STREET NW,Plan: 8120894  Block: 1  Lot: 232,53.64169,-113.48704,POINT (-113.48704 53.64169),LAGO LINDO,1985,Y,RF1,585.4050,356500.00,RESIDENTIAL,100,,,,
1025923,2016,13,12715,81 STREET NW,Plan: 8120373  Unit: 26,53.58543,-113.46504,POINT (-113.46504 53.58543),BALWIN,1965,N,RA7,83.9720,80500.00,RESIDENTIAL,100,,,,
1029297,2015,5,2020,105 STREET NW,Plan: 8120896  Unit: 5,53.4516,-113.50248,POINT (-113.50248 53.4516),KEHEEWIN,1980,N,RF5,246.9260,257500.00,RESIDENTIAL,100,,,,
1013192,2016,,1033,106 STREET NW,Plan: 8023036  Block: 12  Lot: 50,53.44071,-113.49813,POINT (-113.49813 53.44071),BEARSPAW,1984,Y,RF1,562.6570,405500.00,RESIDENTIAL,100,,,,
1011980,2016,,323,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 2  Lot: 43,53.50831,-113.60571,POINT (-113.60571 53.50831),WESTRIDGE,1976,Y,RF1,710.9880,663000.00,RESIDENTIAL,100,,,,
1022037,2018,,4,WOLF WILLOW POINT NW,Plan: 7521087  Block: 15  Lot: 4,53.50085,-113.596,POINT (-113.596 53.50085),WESTRIDGE,1985,Y,RF1,1018.9260,1129000.00,RESIDENTIAL,100,,,,
1033042,2013,,11704,130 AVENUE NW,Plan: 8120576  Block: 9  Lot: 7,53.59053,-113.52547,POINT (-113.52547 53.59053),CALDER,1950,N,US,24323.3820,4428000.00,COMMERCIAL,100,,,,
1034701,2017,,10868,21 AVENUE NW,Plan: 8120954  Block: 2  Lot: 49A,53.45282,-113.50663,POINT (-113.50663 53.45282),KEHEEWIN,1983,N,RF4,375.5440,281000.00,RESIDENTIAL,100,,,,
1023993,2017,,,,Plan: 2850ET  Block: S / Plan: 2850ET  Block: T,53.50768,-113.5971,POINT (-113.5971 53.50768),RIVER VALLEY LESSARD NORTH,,N,A,231.4430,1000.00,COMMERCIAL,100,,,,
1016419,2012,,10432,14 AVENUE NW,Plan: 8023036  Block: 19  Lot: 32,53.44496,-113.49622,POINT (-113.49622 53.44496),BEARSPAW,1984,Y,RF1,612.9030,390500.00,RESIDENTIAL,100,,,,
1018464,2017,,14240,117 STREET NW,,53.6049,-113.52497,POINT (-113.52497 53.6049),CARLISLE,1982,N,AP,5030.0000,851500.00,COMMERCIAL,100,,,,
1036227,2018,,9527,180 AVENUE NW,Plan: 8120894  Block: 1  Lot: 198,53.6414,-113.48984,POINT (-113.48984 53.6414),LAGO LINDO,1986,Y,RF1,500.1770,356500.00,RESIDENTIAL,100,,,,
1017086,2017,,46,WOLF CRESCENT NW,Plan: 4697TR  Block: 9  Lot: 9,53.50606,-113.59842,POINT (-113.59842 53.50606),WESTRIDGE,1976,Y,RF1,628.2220,552500.00,RESIDENTIAL,100,,,,
1029404,2019,16,2020,105 STREET NW,Plan: 8120896  Unit: 16,53.4516,-113.50248,POINT (-113.50248 53.4516),KEHEEWIN,1980,N,RF5,246.9260,228500.00,RESIDENTIAL,100,,,,
1017813,2014,,10640,10 AVENUE NW,Plan: 8023036  Block: 21  Lot: 31,53.44006,-113.50036,POINT (-113.50036 53.44006),BEARSPAW,1984,Y,RF1,494.0200,393000.00,RESIDENTIAL,100,,,,
1028596,2017,1,10453,20 AVENUE NW,Plan: 8120013  Unit: 41,53.44972,-113.49878,POINT (-113.49878 53.44972),KEHEEWIN,1980,N,RF5,237.1320,253000.00,RESIDENTIAL,100,,,,
1001254,2019,,18425,17 AVENUE NW,Plan: 660TR  Lot: D,53.44694,-113.64252,POINT (-113.64252 53.44694),RIVER'S EDGE,2005,Y,RR,10041.7810,1692000.00,RESIDENTIAL,100,,,,
1005784,2013,105,10829,117 STREET NW,Plan: 8023093  Unit: 5,53.55379,-113.52262,POINT (-113.52262 53.55379),QUEEN MARY PARK,1980,N,RA7,92.7320,158500.00,RESIDENTIAL,100,,,,
1026954,2017,15,1020,41 STREET NW,Plan: 8120382  Unit: 19,53.43868,-113.40593,POINT (-113.40593 53.43868),CRAWFORD PLAINS,1979,N,RF5,237.2460,202000.00,RESIDENTIAL,100,,,,
1026061,2014,104,10738,108 STREET NW,Plan: 8120220  Unit: 6,53.55261,-113.50712,POINT (-113.50712 53.55261),CENTRAL MCDOUGALL,1980,N,RA8,53.6490,92500.00,RESIDENTIAL,100,,,,
1031483,2012,,1041,109 STREET NW,Plan: 8120984  Unit: 3,53.44148,-113.50558,POINT (-113.50558 53.44148),BEARSPAW,1980,Y,RF5,491.1170,372500.00,RESIDENTIAL,100,,,,
1029321,2013,8,2020,105 STREET NW,Plan: 8120896  Unit: 8,53.4516,-113.50248,POINT (-113.50248 53.4516),KEHEEWIN,1980,N,RF5,248.4600,246500.00,RESIDENTIAL,100,,,,
1028489,2014,11,10453,20 AVENUE NW,Plan: 8120013  Unit: 31,53.44972,-113.49878,POINT (-113.49878 53.44972),KEHEEWIN,1980,N,RF5,238.6820,237000.00,RESIDENTIAL,100,,,,
1030626,2016,24,10160,119 STREET NW,Plan: 8120783  Unit: 24,53.54227,-113.52735,POINT (-113.52735 53.54227),OLIVER,1980,N,RA8,64.6130,254000.00,RESIDENTIAL,100,,,,
1028752,2019,50,10453,20 AVENUE NW,Plan: 8120013  Unit: 57,53.44972,-113.49878,POINT (-113.49878 53.44972),KEHEEWIN,1980,N,RF5,237.1320,223000.00,RESIDENTIAL,100,,,,
1032051,2013,,2558,79 STREET NW,Plan: 8120949  Unit: 29,53.45703,-113.45432,POINT (-113.45432 53.45703),MEYONOHK,1980,N,RF5,243.3440,184500.00,RESIDENTIAL,100,,,,
1011329,2018,,191,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 2  Lot: 11,53.51124,-113.61326,POINT (-113.61326 53.51124),WESTRIDGE,1975,Y,RF1,759.1270,461500.00,RESIDENTIAL,100,,,,
1028117,2017,7,10131,154 STREET NW,Plan: 8120494  Unit: 23,53.54294,-113.58631,POINT (-113.58631 53.54294),CANORA,1966,N,RA7,80.5350,82500.00,RESIDENTIAL,100,,,,
1021518,2014,,139,WOLF WILLOW CRESCENT NW,Plan: 7822494  Unit: 9,53.50215,-113.59804,POINT (-113.59804 53.50215),WESTRIDGE,1978,N,RF5,341.2230,374500.00,RESIDENTIAL,100,,,,
1017987,2013,,1031,107 STREET NW,Plan: 8023036  Block: 21  Lot: 42,53.44083,-113.50119,POINT (-113.50119 53.44083),BEARSPAW,1984,Y,RF1,1205.5380,504000.00,RESIDENTIAL,100,,,,
1018837,2015,,186,WILLOW WAY NW,Plan: 7521087  Block: 10  Lot: 38,53.50396,-113.59892,POINT (-113.59892 53.50396),WESTRIDGE,1976,Y,RF1,812.1480,594000.00,RESIDENTIAL,100,,,,
1032671,2017,,4542,20 AVENUE NW,Plan: 8120804  Block: 16  Lot: 58B,53.45228,-113.4119,POINT (-113.4119 53.45228),POLLARD MEADOWS,1980,N,RF4,361.3100,265500.00,RESIDENTIAL,100,,,,
1014554,2015,,1407,104 STREET NW,Plan: 8023036  Block: 12  Lot: 122,53.44474,-113.49396,POINT (-113.49396 53.44474),BEARSPAW,1985,Y,RF1,564.0230,426500.00,RESIDENTIAL,100,,,,
1009430,2013,,905,RICE ROAD NW,Plan: 8023232  Block: 51  Lot: 54,53.47764,-113.58577,POINT (-113.58577 53.47764),RHATIGAN RIDGE,1981,Y,RF1,725.5590,512000.00,RESIDENTIAL,100,,,,
1029925,2015,,6163,38 AVENUE NW,Plan: 8120902  Unit: 5,53.47351,-113.43127,POINT (-113.43127 53.47351),HILLVIEW,1980,N,RF5,238.7430,231500.00,RESIDENTIAL,100,,,,
1026111,2014,203,10738,108 STREET NW,Plan: 8120220  Unit: 11,53.55261,-113.50712,POINT (-113.50712 53.55261),CENTRAL MCDOUGALL,1980,N,RA8,54.6250,92000.00,RESIDENTIAL,100,,,,
1021484,2015,,133,WOLF WILLOW CRESCENT NW,Plan: 7822494  Unit: 6,53.50215,-113.59804,POINT (-113.59804 53.50215),WESTRIDGE,1978,Y,RF5,331.1870,359500.00,RESIDENTIAL,100,,,,
1030287,2015,,10118,149 STREET NW,Plan: 965AH  Block: 61  Lot: 19 / Plan: 965AH  Block: 61  Lot: 20 / Plan: 965AH  Block: 61  Lot: 21 / Plan: 965AH  Block: 61  Lot: 22 / Plan: 965AH  Block: 61  Lot: 23,53.54238,-113.57858,POINT (-113.57858 53.54238),CANORA,1980,N,CB1,1166.8800,1219000.00,COMMERCIAL,100,,,,
1034099,2017,,14223,63 STREET NW,Plan: 3175NY  Block: 11  Lot: 2,53.60449,-113.4384,POINT (-113.4384 53.60449),YORK,1968,Y,RF4,344.4590,247000.00,RESIDENTIAL,100,,,,
1001759,2017,,21,RIVER HEIGHTS DRIVE NW,Plan: 3502MC  Lot: 6,53.4564,-113.637,POINT (-113.637 53.4564),RIVER'S EDGE,1997,Y,RR,4254.9540,718000.00,RESIDENTIAL,100,,,,
1013564,2019,,15,WESTRIDGE CRESCENT NW,Plan: 4697TR  Block: 4  Lot: 21,53.50786,-113.61253,POINT (-113.61253 53.50786),WESTRIDGE,1974,Y,RF1,557.0680,494500.00,RESIDENTIAL,100,,,,
1034065,2012,,255,RHATIGAN ROAD WEST NW,Plan: 8120653  Block: 52  Lot: 63,53.47754,-113.58912,POINT (-113.58912 53.47754),RHATIGAN RIDGE,1981,Y,RF1,602.7370,488000.00,RESIDENTIAL,100,,,,
1015957,2012,,10431,16 AVENUE NW,Plan: 8023036  Block: 19  Lot: 8,53.44608,-113.49579,POINT (-113.49579 53.44608),BEARSPAW,1983,Y,RF1,510.7530,453500.00,RESIDENTIAL,100,,,,
1011113,2017,,816,RICHARDS CRESCENT NW,Plan: 8023232  Block: 53  Lot: 23,53.47645,-113.5887,POINT (-113.5887 53.47645),RHATIGAN RIDGE,1982,Y,RF1,665.8580,537000.00,RESIDENTIAL,100,,,,
1016542,2019,,602,WOLF WILLOW ROAD NW,Plan: 4697TR  Block: 8  Lot: 30,53.50734,-113.60076,POINT (-113.60076 53.50734),WESTRIDGE,1977,Y,RF1,759.4230,671500.00,RESIDENTIAL,100,,,,
1015262,2015,,348,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 6  Lot: 37,53.50724,-113.60489,POINT (-113.60489 53.50724),WESTRIDGE,1977,Y,RF1,667.3150,515500.00,RESIDENTIAL,100,,,,
1019009,2013,,3016,184 STREET NW,NE  5-52-25-4,53.46347,-113.64579,POINT (-113.64579 53.46347),RURAL WEST,,N,AG,264255.6250,20500.00,FARMLAND,100,,,,
1013242,2017,,54,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 4  Lot: 8,53.50769,-113.61113,POINT (-113.61113 53.50769),WESTRIDGE,1974,Y,RF1,828.9500,524000.00,RESIDENTIAL,100,,,,
1005628,2014,201,11429,124 STREET NW,Plan: 8023194  Unit: 11,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971,N,RA8,73.5950,127000.00,RESIDENTIAL,100,,,,
1027820,2018,25,3812,20 AVENUE NW,Plan: 8120611  Unit: 72,53.45176,-113.40076,POINT (-113.40076 53.45176),DALY GROVE,1980,N,RF5,236.5510,178500.00,RESIDENTIAL,100,,,,
1015122,2019,,320,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 6  Lot: 30,53.50787,-113.60646,POINT (-113.60646 53.50787),WESTRIDGE,1981,Y,RF1,615.2270,564500.00,RESIDENTIAL,100,,,,
1026988,2014,12,1020,41 STREET NW,Plan: 8120382  Unit: 22,53.43868,-113.40593,POINT (-113.40593 53.43868),CRAWFORD PLAINS,1979,N,RF5,237.2460,183500.00,RESIDENTIAL,100,,,,
1031558,2017,,1025,109 STREET NW,Plan: 8120984  Unit: 10,53.44148,-113.50558,POINT (-113.50558 53.44148),BEARSPAW,1980,Y,RF5,491.1170,387500.00,RESIDENTIAL,100,,,,
1009489,2016,,911,RICE ROAD NW,Plan: 8023232  Block: 51  Lot: 57,53.47808,-113.58535,POINT (-113.58535 53.47808),RHATIGAN RIDGE,1981,Y,RF1,745.0500,540500.00,RESIDENTIAL,100,,,,
1002328,2015,,18904,23 AVENUE NW,SE  5-52-25-4,53.45754,-113.64905,POINT (-113.64905 53.45754),RIVERVIEW AREA,,N,AG,303786.3560,23500.00,FARMLAND,100,,,,
1001346,2014,,1607,184 STREET NW,Plan: 5580HW  Block: C,53.44626,-113.63877,POINT (-113.63877 53.44626),RURAL WEST,,N,A,16087.6940,79500.00,RESIDENTIAL,100,,,,
1027820,2016,25,3812,20 AVENUE NW,Plan: 8120611  Unit: 72,53.45176,-113.40076,POINT (-113.40076 53.45176),DALY GROVE,1980,N,RF5,236.5510,202500.00,RESIDENTIAL,100,,,,
1018977,2015,,56,WILLOW WAY NW,Plan: 7521087  Block: 10  Lot: 41R,53.50466,-113.60246,POINT (-113.60246 53.50466),WESTRIDGE,,N,AP,7076.3820,35000.00,RESIDENTIAL,100,,,,
1036409,2018,,9520,180A AVENUE NW,Plan: 8120894  Block: 1  Lot: 215,53.64315,-113.4893,POINT (-113.4893 53.64315),LAGO LINDO,1983,Y,RF1,502.3840,366000.00,RESIDENTIAL,100,,,,
1012723,2016,,16,WESTRIDGE CRESCENT NW,Plan: 4697TR  Block: 3  Lot: 6,53.50791,-113.61327,POINT (-113.61327 53.50791),WESTRIDGE,1975,Y,RF1,633.7040,527500.00,RESIDENTIAL,100,,,,
1011626,2013,,255,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 2  Lot: 25,53.50948,-113.61049,POINT (-113.61049 53.50948),WESTRIDGE,1975,Y,RF1,832.9050,643500.00,RESIDENTIAL,100,,,,
1026921,2012,18,1020,41 STREET NW,Plan: 8120382  Unit: 16,53.43868,-113.40593,POINT (-113.40593 53.43868),CRAWFORD PLAINS,1979,N,RF5,237.2460,185500.00,RESIDENTIAL,100,,,,
1019199,2018,,639,WOLF WILLOW ROAD NW,Plan: 4697TR  Block: 11  Lot: 9,53.5053,-113.60003,POINT (-113.60003 53.5053),WESTRIDGE,1975,Y,RF1,871.1520,561000.00,RESIDENTIAL,100,,,,
1016773,2015,,1231,105 STREET NW,Plan: 8023036  Block: 20  Lot: 8,53.44355,-113.49685,POINT (-113.49685 53.44355),BEARSPAW,1984,Y,RF1,536.3150,408500.00,RESIDENTIAL,100,,,,
1018217,2019,,60,WILLOW WAY NW,Plan: 7921480  Unit: 1,53.50354,-113.60145,POINT (-113.60145 53.50354),WESTRIDGE,1978,Y,RF5,547.7630,496500.00,RESIDENTIAL,100,,,,
1013853,2013,,1215,104 STREET NW,Plan: 8023036  Block: 12  Lot: 85,53.44296,-113.49406,POINT (-113.49406 53.44296),BEARSPAW,1985,Y,RF1,604.5150,377000.00,RESIDENTIAL,100,,,,
1017862,2015,,10652,10 AVENUE NW,Plan: 8023036  Block: 21  Lot: 34,53.44008,-113.50103,POINT (-113.50103 53.44008),BEARSPAW,1984,Y,RF1,623.5710,397000.00,RESIDENTIAL,100,,,,
1024330,2014,,18447,66 AVENUE NW,Plan: 8120597  Unit: 1,53.50028,-113.64085,POINT (-113.64085 53.50028),ORMSBY PLACE,1978,N,RF5,245.6230,196000.00,RESIDENTIAL,100,,,,
1008424,2016,,8328,152B AVENUE NW,Plan: 8023176  Block: 48  Lot: 13,53.61474,-113.46957,POINT (-113.46957 53.61474),EVANSDALE,1987,Y,RF1,503.0510,405500.00,RESIDENTIAL,100,,,,
1010271,2017,,950,RICE ROAD NW,Plan: 8023232  Block: 52  Lot: 24,53.47856,-113.58938,POINT (-113.58938 53.47856),RHATIGAN RIDGE,1982,Y,RF1,611.6030,555500.00,RESIDENTIAL,100,,,,
1007590,2013,,8327,152B AVENUE NW,Plan: 8023176  Block: 47  Lot: 122,53.61427,-113.46973,POINT (-113.46973 53.61427),EVANSDALE,1982,Y,RF1,481.9760,309500.00,RESIDENTIAL,100,,,,
1006469,2014,102,14004,26 STREET NW,Plan: 8023191  Unit: 6,53.60417,-113.38284,POINT (-113.38284 53.60417),BANNERMAN,1980,N,RA7,119.1330,107000.00,RESIDENTIAL,100,,,,
1015312,2012,,1128,108 STREET NW,Plan: 8023036  Block: 17  Lot: 33,53.44297,-113.50233,POINT (-113.50233 53.44297),BEARSPAW,1988,Y,RF1,1019.5150,735500.00,RESIDENTIAL,100,,,,
