PermitNum,PermitClass,PermitClassMapped,PermitTypeMapped,PermitTypeDesc,Description,HousingUnits,HousingUnitsRemoved,HousingUnitsAdded,EstProjectCost,AppliedDate,IssuedDate,ExpiresDate,CompletedDate,StatusCurrent,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,ContractorCompanyName,Link,Latitude,Longitude,Location1
6799891-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct a detached garage accessory to a single family residence, per plan.",,,,44544,2020-10-27,,,,Corrections Required,2171 N 122ND PL,SEATTLE,WA,98133,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6799891-CN,47.71885914,-122.33173336,"2171 N 122ND PL
SEATTLE, WA 98133
(47.71885914, -122.33173336)"
6797934-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct alterations to existing single family residence for lower floor accessory dwelling unit (AADU), per plan.",1,0,1,121296,2020-09-22,2020-10-29,2022-04-29,,Issued,3837 38TH AVE S,SEATTLE,WA,98118,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6797934-CN,47.5686557,-122.28535087,"3837 38TH AVE S
SEATTLE, WA 98118
(47.5686557, -122.28535087)"
6813763-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct voluntary seismic retrofit to single-family residence, subject to field inspection (STFI)",,,,15000,2020-12-07,2020-12-08,2022-06-08,,Issued,11021 DURLAND AVE NE,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6813763-CN,47.70971677,-122.27962527,"11021 DURLAND AVE NE
(47.70971677, -122.27962527)"
6674009-CN,Single Family/Duplex,Residential,Building,New,"Establish use and construct single family dwelling with detached garage, per plan.",0,0,1,459933,2018-11-28,2019-06-24,2022-06-24,,Issued,2747 NE 92ND ST,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6674009-CN,47.69535768,-122.29664344,"2747 NE 92ND ST
SEATTLE, WA 98115
(47.69535768, -122.29664344)"
6667306-CN,Multifamily,Residential,Building,Addition/Alteration,"Construct alterations to existing apartment building to add one dwelling unit on the lowest floor, occupy per plan.",9,0,1,50000,2018-07-10,2019-06-09,2020-12-09,2020-12-09,Completed,855 W NICKERSON ST,SEATTLE,WA,98119,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6667306-CN,47.6532571,-122.36959489,"855 W NICKERSON ST
SEATTLE, WA 98119
(47.6532571, -122.36959489)"
6766288-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct new detached accessory dwelling unit (DADU) and carport with roof deck above for existing single family residence, per plan.",1,0,1,159775,2020-02-18,,,,Corrections Required,9519 5TH AVE NE,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6766288-CN,47.69836067,-122.32373024,"9519 5TH AVE NE
SEATTLE, WA 98115
(47.69836067, -122.32373024)"
6760502-CN,Single Family/Duplex,Residential,Building,New,Demo existing structures and construct two new single family structures with surface parking per plan. Parcel A of short plat 3034868-LU.,,,,950000,,,,,Scheduled and Submitted,8431 22ND AVE SW,SEATTLE,WA,98106,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6760502-CN,47.52735204,-122.36204763,"8431 22ND AVE SW
SEATTLE, WA 98106
(47.52735204, -122.36204763)"
6807148-DM,Single Family/Duplex,Residential,Demolition,,"Demolition of site structure, restoration to natural environment and hydroseed disturbed area.",1,0,0,70000,,,,,Additional Info Requested,1902 NE 98TH ST,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6807148-DM,47.70048268,-122.3077194,"1902 NE 98TH ST
SEATTLE, WA 98115
(47.70048268, -122.3077194)"
6613067-CN,Single Family/Duplex,Residential,Building,New,Establish use and construct a single family residence with attached garage per stand plan # 6551642.,0,0,1,242938,2017-10-20,2019-04-23,2022-04-23,2020-11-04,Completed,3211 SW HOLLY ST,SEATTLE,WA,98126,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6613067-CN,47.54229013,-122.37410959,"3211 SW HOLLY ST
SEATTLE, WA 98126
(47.54229013, -122.37410959)"
6804387-CN,Single Family/Duplex,Residential,Building,New,"Construct new East duplex building, per plan (Establish use as single family and townhouse and construct (1) single family residence and (2) duplexes, review and process for 3 CN's under 6775446-CN)",0,0,5,470392,2020-10-20,,,,Application Completed,4828 40TH AVE SW,SEATTLE,WA,98116,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6804387-CN,47.5584356,-122.38248671,"4828 40TH AVE SW
SEATTLE, WA 98116
(47.5584356, -122.38248671)"
6780347-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct alterations to existing single family residence, subject to field inspection (STFI).",1,0,0,65500,2020-04-23,2020-04-24,2021-10-24,2020-10-21,Completed,8015 RAVENNA AVE NE,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6780347-CN,47.6866995,-122.30261095,"8015 RAVENNA AVE NE
SEATTLE, WA 98115
(47.6866995, -122.30261095)"
6716779-PH,Commercial,Non-Residential,Building,New,"Phased project:  Construction of mixed use building with below grade parking, and occupy per MUP 3022779 and per plans. Landmark facades on west, south and portion of east sides of former Firestone structure to be retained",0,0,0,49024604,2017-11-21,2020-12-10,2022-06-10,,Phase Issued,400 WESTLAKE AVE N,SEATTLE,WA,98109,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6716779-PH,47.6223799,-122.33806163,"400 WESTLAKE AVE N
SEATTLE, WA 98109
(47.6223799, -122.33806163)"
6808321-CN,Multifamily,Residential,Building,Addition/Alteration,replacement of all existing exterior windows and doors at second floor residential units,,,,75000,,,,,Scheduled,2716 ALKI AVE SW,SEATTLE,WA,98116,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6808321-CN,47.57906125,-122.41012917,"2716 ALKI AVE SW
SEATTLE, WA 98116
(47.57906125, -122.41012917)"
6805908-DM,Multifamily,Residential,Demolition,,DEMOLISH EXISTING STRUCTURES.  CONSTRUCT NINE (9)  NEW TOWNHOMES AND SEVEN (7) NEW ROWHOMES WITH SIXTEEN (16) SURFACE PARKING STALLS.,,,,2370000,,,,,Additional Info Requested,12316 14TH AVE NE,SEATTLE,WA,98125,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6805908-DM,47.71827785,-122.31357169,"12316 14TH AVE NE
SEATTLE, WA 98125
(47.71827785, -122.31357169)"
6770846-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Temporary use of the upper floors of an institutional building for non-medical use accessory to a museum from 3/6/2021 to 4/3/2021, per plans. **Paused due to Covid-19**",,,,0,2020-11-17,2020-11-17,2021-11-25,,Issued,900 BOYLSTON AVE,SEATTLE,WA,98104,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6770846-CN,47.61028182,-122.32108104,"900 BOYLSTON AVE
SEATTLE, WA 98104
(47.61028182, -122.32108104)"
6772822-CN,Single Family/Duplex,Residential,Building,New,Demo existing SFR and construct new SFR and ADU,,,,700,,,,,Scheduled,5528 29TH AVE NE,SEATTLE,WA,98105,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6772822-CN,47.66944489,-122.29599429,"5528 29TH AVE NE
SEATTLE, WA 98105
(47.66944489, -122.29599429)"
6806679-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct interior alterations to basement of existing single family residence, Subject to Field Inspection (STFI)",,,,50000,2020-10-21,2020-10-21,2022-04-21,,Issued,3610 WEST LAURELHURST DR NE,SEATTLE,WA,98105,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6806679-CN,47.655308,-122.28036566,"3610 WEST LAURELHURST DR NE
SEATTLE, WA 98105
(47.655308, -122.28036566)"
6793583-CN,Single Family/Duplex,Residential,Building,New,"Establish use as and construct a single-family residence, per plans",0,0,1,450000,2020-11-26,,,,Reviews In Process,10341 32ND AVE NE,SEATTLE,WA,98125,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6793583-CN,47.70415822,-122.29438841,"10341 32ND AVE NE
SEATTLE, WA 98125
(47.70415822, -122.29438841)"
6806638-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct alterations to add 3/4 bathroom to a single-family residence, subject to field inspection (STFI)",1,0,0,4500,2020-10-21,2020-10-21,2022-04-21,,Issued,12008 35TH AVE NE,SEATTLE,WA,98125,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6806638-CN,47.71562848,-122.29118444,"12008 35TH AVE NE
SEATTLE, WA 98125
(47.71562848, -122.29118444)"
6786273-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct new detached accessory dwelling unit (DADU), existing garage to be removed, per plan.",1,0,1,110444,2020-10-13,,,,Ready for Issuance,2202 2ND AVE W,SEATTLE,WA,98119,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6786273-CN,47.63857725,-122.35926869,"2202 2ND AVE W
SEATTLE, WA 98119
(47.63857725, -122.35926869)"
6763686-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct sunroom addition on upper level of single family residence, per plans.",1,0,0,22028,2020-04-22,2020-12-07,2022-06-07,,Issued,5266 17TH AVE NE,SEATTLE,WA,98105,WESLEY ANTHOLZ,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6763686-CN,47.66825892,-122.30917272,"5266 17TH AVE NE
SEATTLE, WA 98105
(47.66825892, -122.30917272)"
6787302-GR,Single Family/Duplex,Residential,Grading,,"Within the limit of work, install two (2) modular block walls, as shown on plan, to create a terraced front yard. Lower wall constructed within the public ROW, approximately 18"" height, located approximately 2' 8"" west of sidewalk edge. Upper wall, constructed within the property line, approximately 3' height. Project will also include installation of modular block steps, sand-set pavers, as shown on plan, and planting.",,,,700000,2020-08-17,2020-10-21,2022-04-21,,Issued,1531 39th AVE E,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6787302-GR,47.63321859,-122.28307074,"1531 39th AVE E
(47.63321859, -122.28307074)"
6805831-CN,Single Family/Duplex,Residential,Building,New,"LOT BOUNDARY ADJUSTMENT TO MOVE EXISTING LOT LINE, RESULTING IN PARCEL A (5,730 SF) AND PARCEL B (5,134 SF). UPON LBA APPROVAL, CONSTRUCT NEW SINGLE-FAMILY RESIDENCE (WITH ADU) AND DETACHED ACCESSORY DWELLING UNIT ON PARCEL B. PROPOSED DADU ON PARCEL B TO BE BUILT GREEN. ALL EXISTING STRUCTURES ON PARCEL B TO BE DEMOLISHED. CONSTRUCTION ON PROPOSED PARCEL A TO BE PERMITTED SEPARATELY.",0,0,3,550000,,,,,Additional Info Requested,5932 18TH AVE S,SEATTLE,WA,98108,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6805831-CN,47.54896525,-122.30963377,"5932 18TH AVE S
SEATTLE, WA 98108
(47.54896525, -122.30963377)"
6737401-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Construct alterations at ground floor loading dock of south commercial structure, per plan.  (Construct alterations at ground floor loading dock of two commercial structures / Review and processing for 2 Records under 6737401-CN)",0,0,0,5000,2019-09-24,2019-11-20,2021-05-20,,Completed,500 FAIRVIEW AVE N,SEATTLE,WA,98109,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6737401-CN,47.62345613,-122.33409714,"500 FAIRVIEW AVE N
SEATTLE, WA 98109
(47.62345613, -122.33409714)"
6813622-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,-Expand 1st floor deck-New 2nd floor deck-Raised roof over 2nd floor bathroom dormer-Misc. non-structural interior remodeling,1,0,0,200000,,,,,Scheduled,1127 NW 64TH ST,SEATTLE,WA,98107,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6813622-CN,47.67508925,-122.37260327,"1127 NW 64TH ST
SEATTLE, WA 98107
(47.67508925, -122.37260327)"
6800601-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Standard Earthquake Home Retrofit [""Project Impact""] for single-family residence, per plan.",1,0,0,75000,2020-10-15,2020-10-29,2022-04-29,,Issued,8657 18TH AVE SW,SEATTLE,WA,98106,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6800601-CN,47.52488852,-122.3581569,"8657 18TH AVE SW
SEATTLE, WA 98106
(47.52488852, -122.3581569)"
6677478-DM,Multifamily,Residential,Demolition,,"Demolish existing structure, per plan.",,,,0,2018-07-12,2019-07-22,2021-01-22,2020-10-16,Completed,1717 BELMONT AVE,SEATTLE,WA,98122,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6677478-DM,47.61690496,-122.32489504,"1717 BELMONT AVE
SEATTLE, WA 98122
(47.61690496, -122.32489504)"
6781675-CN,Multifamily,Residential,Building,New,"Construct basement addition to add three units (2 of the 3 SEDU) to an existing multi-family building, per plans",,,,162018,2020-09-11,,,,Reviews In Process,519 N BOWDOIN PL,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6781675-CN,47.65446785,-122.35186989,"519 N BOWDOIN PL
SEATTLE, WA 98103
(47.65446785, -122.35186989)"
6810496-GR,Multifamily,Residential,Grading,,"Grind, remove and haul out approx. 57,300 sq ft of badly damaged and poorly graded shared community roadways.  Regrade subgrade and compact.  Install 3"" class B hot mix asphalt.  Roll to proper compaction and hotseal edges where necessary.",,,,159000,,,,,Initiated,12233 ASHWORTH AVE N,SEATTLE,WA,98133,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6810496-GR,47.71798487,-122.3399234,"12233 ASHWORTH AVE N
SEATTLE, WA 98133
(47.71798487, -122.3399234)"
6778710-DM,Multifamily,Residential,Demolition,,"Demolish existing structures, per plan.",1,1,19,2000000,2020-10-12,,,,Reviews In Process,9257 ASHWORTH AVE N,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6778710-DM,47.69763763,-122.34001053,"9257 ASHWORTH AVE N
SEATTLE, WA 98103
(47.69763763, -122.34001053)"
6757689-DM,Single Family/Duplex,Residential,Demolition,Demolition,"Demolish existing single family residence, per plan.",,,,1020000,2020-05-18,,,,Reviews In Process,6544 LATONA AVE NE,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6757689-DM,47.67706387,-122.32647463,"6544 LATONA AVE NE
SEATTLE, WA 98115
(47.67706387, -122.32647463)"
6774705-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Change of use to retail, office, daycare and construct substantial alteration to existing mixed use building, and occupy per plan.",0,0,0,27471507,2020-05-08,,,,Reviews In Process,1420 5TH AVE,SEATTLE,WA,98101,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6774705-CN,47.61055079,-122.33467931,"1420 5TH AVE
SEATTLE, WA 98101
(47.61055079, -122.33467931)"
6805864-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Tenant improvements for commercial building on the 5th floor, suite 540, to combine tenant spaces for existing office, per plan.",0,0,0,25000,2020-10-20,2020-12-07,2022-06-07,,Issued,2815 2ND AVE,SEATTLE,WA,98121,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6805864-CN,47.61707021,-122.35142365,"2815 2ND AVE
SEATTLE, WA 98121
(47.61707021, -122.35142365)"
6805861-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,REMODEL FOR EXISTING TWO STORIES WITH BASEMENT RESIDENTIAL AND BACK PATIO = 1860 SF,,,,300000,,,,,Scheduled,5545 WOODLAWN AVE N,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6805861-CN,47.67004095,-122.33826882,"5545 WOODLAWN AVE N
SEATTLE, WA 98103
(47.67004095, -122.33826882)"
6757586-CN,Single Family/Duplex,Residential,Building,New,"Establish use as and construct single-family residence, per plan.",1,1,1,564193,2020-03-01,,,,Reviews In Process,7524 33RD AVE NE,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6757586-CN,47.68374812,-122.29237666,"7524 33RD AVE NE
SEATTLE, WA 98115
(47.68374812, -122.29237666)"
6521411-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct new site retaining wall accessory to existing single family residence, per plan.",1,0,0,9000,2016-12-07,2017-07-24,2022-01-24,,Completed,5247 21ST AVE NE,SEATTLE,WA,98105,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6521411-CN,47.66784805,-122.30589888,"5247 21ST AVE NE
SEATTLE, WA 98105
(47.66784805, -122.30589888)"
6782583-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct addition and alterations to existing single family residence, per plan.",,,,92590,2020-09-16,,,,Corrections Required,9228 39TH AVE S,SEATTLE,WA,98118,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6782583-CN,47.52068045,-122.28339404,"9228 39TH AVE S
SEATTLE, WA 98118
(47.52068045, -122.28339404)"
6722014-CN,Multifamily,Residential,Building,New,"Construct multi-family building with below-grade parking, occupy per plan.",0,0,9,2048046,2020-06-11,,,,Reviews In Process,2001 S NORMAN ST,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6722014-CN,47.59272986,-122.30591076,"2001 S NORMAN ST
SEATTLE, WA 98144
(47.59272986, -122.30591076)"
6811023-EX,Single Family/Duplex,Residential,Building,Environmentally Critical Area Exemption,"The homeowner would like to make a 360 sq. ft. addition in an Environmental Critical Area of their property. The area is considered an ECA due to having a steep slope. There is an existing 8"" approved and established concrete retainer wall that is currently in place in the ECA. After receiving a geotech report that was recently done, we believe that the addition will be ok. We will follow the geotech engineer's and SDCI's recommendations. The addition will be about 14'8"" away from the steep slo",,,,60000,2020-11-17,,,,Completed,11724 CORLISS AVE N,SEATTLE,WA,98133,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6811023-EX,47.7150684,-122.33037344,"11724 CORLISS AVE N
SEATTLE, WA 98133
(47.7150684, -122.33037344)"
6655653-DM,Multifamily,Residential,Demolition,Demolition,"Demolish existing structure, per subject to field inspection, (STFI).",,4,0,0,2018-04-12,2019-06-17,2020-12-17,,Completed,5521 15TH AVE NE,SEATTLE,WA,98105,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6655653-DM,47.66919202,-122.31216972,"5521 15TH AVE NE
SEATTLE, WA 98105
(47.66919202, -122.31216972)"
6813972-CN,Single Family/Duplex,Residential,Building,New,BUILD A NEW SFR AND DADU WITH PARKING PER PLAN.,,,,350000,,,,,Scheduled,1936 5TH AVE W,SEATTLE,WA,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6813972-CN,47.63705938,-122.36335984,"1936 5TH AVE W
SEATTLE, WA
(47.63705938, -122.36335984)"
6707137-CN,Institutional,Non-Residential,Building,Addition/Alteration,"Construct alterations at rooftop to existing institutional building on university of Washington campus (Magnuson Health Science Center H-Wing), per plan.  Mechanical Included.",0,0,0,200000,2019-01-29,2019-03-19,2020-09-19,2020-07-13,Completed,1704 NE COLUMBIA RD,SEATTLE,WA,98195,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6707137-CN,47.65106645,-122.3114674,"1704 NE COLUMBIA RD
SEATTLE, WA 98195
(47.65106645, -122.3114674)"
6752372-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct alterations to convert artist studio to a Detached Accessory Dwelling Unit (DADU), per plans.",1,0,1,64146,2019-11-20,2020-04-22,2021-10-22,2020-10-15,Completed,5131 S HAZEL ST,SEATTLE,WA,98178,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6752372-CN,47.5045384,-122.26884781,"5131 S HAZEL ST
SEATTLE, WA 98178
(47.5045384, -122.26884781)"
6766319-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct alterations to an existing pier accessory to a single-family residence, per plans11/10/2020 DET Per Perkowski (SDCI), verify removal of unpermitted boat cover for final.",0,0,0,17500,2020-09-28,2020-11-12,2022-05-12,2020-12-09,Completed,12750 RIVIERA PL NE,SEATTLE,WA,98125,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6766319-CN,47.72256695,-122.28123037,"12750 RIVIERA PL NE
SEATTLE, WA 98125
(47.72256695, -122.28123037)"
6806231-EX,Multifamily,Residential,Building,Street Improvement Exception,ROW exception for S Bush Place,,,,10000,2020-10-19,,,,Withdrawn,900 RAINIER AVE S,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6806231-EX,47.59400647,-122.30972895,"900 RAINIER AVE S
SEATTLE, WA 98144
(47.59400647, -122.30972895)"
6744370-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct alterations to basement of existing single family residence to create an attached accessory dwelling unit (AADU), per plan",1,0,1,70000,2019-12-03,2020-02-26,2021-08-26,2020-12-08,Completed,1749 S SNOQUALMIE ST,SEATTLE,WA,98108,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6744370-CN,47.56142427,-122.30809053,"1749 S SNOQUALMIE ST
SEATTLE, WA 98108
(47.56142427, -122.30809053)"
6804590-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct covered deck for SFR, subject to field inspection, STFI.",1,0,0,15000,2020-10-08,2020-10-08,2022-04-08,,Issued,1715 45TH AVE SW,SEATTLE,WA,98116,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6804590-CN,47.58764753,-122.38947413,"1715 45TH AVE SW
SEATTLE, WA 98116
(47.58764753, -122.38947413)"
6777800-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct interior alterations only to remodel existing basement of existing single family residence, Subject to Field Inspection (STFI)",,,,25000,2020-03-23,2020-03-23,2021-09-23,2020-10-30,Completed,5518 31ST AVE NE,SEATTLE,WA,98105,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6777800-CN,47.66909578,-122.29355518,"5518 31ST AVE NE
SEATTLE, WA 98105
(47.66909578, -122.29355518)"
6800474-CN,Multifamily,Residential,Building,Addition/Alteration,"Add and remove antennas and equipment from a minor roof top telecommunications facility on a multifamily building for T-Mobile, per plan.",0,0,0,20000,2020-11-06,,,,Ready for Issuance,6754 24TH AVE NW,SEATTLE,WA,98117,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6800474-CN,47.67930348,-122.38721915,"6754 24TH AVE NW
SEATTLE, WA 98117
(47.67930348, -122.38721915)"
6708363-CN,Multifamily,Residential,Building,New,Construct NE building per plans (Establish use as and construct 6 townhouse buildings per plans. Reviews and processing for 6 CN's under 6708363),2,2,30,700839,2019-12-20,2020-11-19,2022-05-19,,Issued,2431 S PLUM ST,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6708363-CN,47.58536118,-122.3006088,"2431 S PLUM ST
SEATTLE, WA 98144
(47.58536118, -122.3006088)"
6808154-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Remodel existing single-family house with structural modifications, increase second story habitable area to existing footprint of house and construct addition at the second story at the back of the house.",,,,300000,,,,,Scheduled,110 N 74TH ST,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6808154-CN,47.68274388,-122.35743791,"110 N 74TH ST
SEATTLE, WA 98103
(47.68274388, -122.35743791)"
6693971-CN,Multifamily,Residential,Building,Addition/Alteration,"Construct exterior alterations to existing townhouse structure and repair / replace existing exterior deck, per plan.",0,0,0,212500,2018-12-03,2019-04-26,2022-04-26,,Issued,1530 15TH AVE E,SEATTLE,WA,98112,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6693971-CN,47.63325979,-122.31231079,"1530 15TH AVE E
SEATTLE, WA 98112
(47.63325979, -122.31231079)"
6777620-DM,Commercial,Non-Residential,Demolition,Demolition,"Demolish commercial warehouse building for construction of mixed-use structure, per plan.",0,0,236,0,,,,,Additional Info Requested,3665 STONE WAY N,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6777620-DM,47.65231564,-122.34287777,"3665 STONE WAY N
SEATTLE, WA 98103
(47.65231564, -122.34287777)"
6807744-CN,Single Family/Duplex,Residential,Building,New,PARCEL #  7579200865ADDRESS : 4852 42nd Ave SWTHOMAS JAMES HOMES INTENDS TO DEMOLISH THE EXISTING SFR AND CONSTRUCT ONE TWO SFR EACH WITH AN ASSOCIATED ADU.,1,1,4,450000,,,,,Scheduled,4852 42ND AVE SW,SEATTLE,WA,98116,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6807744-CN,47.55780621,-122.38518072,"4852 42ND AVE SW
SEATTLE, WA 98116
(47.55780621, -122.38518072)"
6765223-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct substantial alterations and 2nd story addition to convert detached garage to detached accessory dwelling unit [DADU], per plan.",0,0,0,90345,2020-03-20,,,,Reviews In Process,4324 NE 65TH ST,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6765223-CN,47.67598535,-122.2811027,"4324 NE 65TH ST
SEATTLE, WA 98115
(47.67598535, -122.2811027)"
6635997-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Construct additions and alterations to existing commercial building,  and site work, per plan.",0,0,0,100000,2019-01-27,2020-11-09,2022-05-09,,Issued,220 S DAWSON ST,SEATTLE,WA,98108,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6635997-CN,47.55631059,-122.33187483,"220 S DAWSON ST
SEATTLE, WA 98108
(47.55631059, -122.33187483)"
6805991-CN,Commercial,Non-Residential,Building,Addition/Alteration,Building Permit for Interior Alteration of Levels 2 & 3 and Voluntary Seismic Upgrades.,,,,1100000,,,,,Additional Info Requested,103 Pike ST,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6805991-CN,47.60883611,-122.33952721,"103 Pike ST
(47.60883611, -122.33952721)"
6798817-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Tenant improvements on 3rd floor for research and development offices, per plans.",0,0,0,700000,2020-09-30,,,,Reviews In Process,6050 EAST MARGINAL WAY S,SEATTLE,WA,98108,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6798817-CN,47.54806005,-122.33134132,"6050 EAST MARGINAL WAY S
SEATTLE, WA 98108
(47.54806005, -122.33134132)"
6783102-CN,Institutional,Non-Residential,Building,New,"Construct initial tenant improvement to portion of mixed use building for an early learning daycare facility, occupy per plans.",0,0,0,1500000,2020-09-04,,,,Ready for Issuance,6600 ROOSEVELT WAY NE,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6783102-CN,47.67705292,-122.31696223,"6600 ROOSEVELT WAY NE
(47.67705292, -122.31696223)"
