ID;ADDRESS;BUILDINGNAME;VHR;DESIGNATION;ZONING;LOCALAREA;STREET;STREET_NBR;HRA_HCC;Geom
593;1866 E 37TH AV;;C;;RS-1;Kensington-Cedar Cottage;E 37TH AV;1866;;"{""type"": ""Point"", ""coordinates"": [-123.067642633182, 49.2364742749948]}"
598;1876 E 37TH AV;;C;;RS-1;Kensington-Cedar Cottage;E 37TH AV;1876;;"{""type"": ""Point"", ""coordinates"": [-123.06750460119, 49.2364730154422]}"
602;1882 W 3RD AV;;C;;RM-4;Kitsilano;W 3RD AV;1882;;"{""type"": ""Point"", ""coordinates"": [-123.147448938562, 49.2686635689339]}"
608;1890 W 7TH AV;;C;;RM-4;Kitsilano;W 7TH AV;1890;;"{""type"": ""Point"", ""coordinates"": [-123.147736325476, 49.2652655338113]}"
609;1893 W 3RD AV;;B;;RM-4;Kitsilano;W 3RD AV;1893;;"{""type"": ""Point"", ""coordinates"": [-123.147681233124, 49.2691564790675]}"
610;1894 W 7TH AV;;C;;RM-4;Kitsilano;W 7TH AV;1894;;"{""type"": ""Point"", ""coordinates"": [-123.147876527476, 49.2652662449835]}"
617;1902 BLENHEIM ST;;B;;RT-8;Kitsilano;BLENHEIM ST;1902;;"{""type"": ""Point"", ""coordinates"": [-123.177348230346, 49.2692226673139]}"
618;1903 W 14TH AV;;C;;RT-8;Kitsilano;W 14TH AV;1903;;"{""type"": ""Point"", ""coordinates"": [-123.148570206764, 49.2593439791323]}"
625;1915 W 13TH AV;;C;;RT-8;Kitsilano;W 13TH AV;1915;;"{""type"": ""Point"", ""coordinates"": [-123.148731823338, 49.2602474304076]}"
627;1916 STEPHENS ST;;C;;RT-8;Kitsilano;STEPHENS ST;1916;;"{""type"": ""Point"", ""coordinates"": [-123.166006706437, 49.2689036019921]}"
629;1920 SW MARINE DRIVE;;A;;RS-1;Kerrisdale;SW MARINE DRIVE;1920;;"{""type"": ""Point"", ""coordinates"": [-123.151498044162, 49.2112756460454]}"
630;1921 WHYTE AV;;B;;RT-9;Kitsilano;WHYTE AV;1921;;"{""type"": ""Point"", ""coordinates"": [-123.14821193863, 49.2755875704371]}"
633;1923 WATERLOO ST;;C;;RT-8;Kitsilano;WATERLOO ST;1923;;"{""type"": ""Point"", ""coordinates"": [-123.180018082595, 49.2691619047272]}"
634;1924 PARKER ST;;B;;RT-4;Grandview-Woodland;PARKER ST;1924;;"{""type"": ""Point"", ""coordinates"": [-123.064881716606, 49.2754493522508]}"
636;1925 W 13TH AV;;C;;RT-8;Kitsilano;W 13TH AV;1925;;"{""type"": ""Point"", ""coordinates"": [-123.148911999386, 49.2602461818688]}"
639;1926 FERNDALE ST;;C;;RS-7;Grandview-Woodland;FERNDALE ST;1926;;"{""type"": ""Point"", ""coordinates"": [-123.064969416382, 49.2793968480004]}"
641;1927 W 17TH AV;HAWKINS HOUSE;A;M;FSD;Shaughnessy;W 17TH AV;1927;;"{""type"": ""Point"", ""coordinates"": [-123.149161944634, 49.2565257348134]}"
644;1929 WHYTE AV;;B;;RT-9;Kitsilano;WHYTE AV;1929;;"{""type"": ""Point"", ""coordinates"": [-123.148487593491, 49.2755903648456]}"
645;1930 HARO ST;;B;;RM-5B;West End;HARO ST;1930;;"{""type"": ""Point"", ""coordinates"": [-123.138950238066, 49.2919788089278]}"
646;1932 FERNDALE ST;'1932 KEEFER';C;M;RS-7;Grandview-Woodland;FERNDALE ST;1932;;"{""type"": ""Point"", ""coordinates"": [-123.064778556504, 49.2794837586405]}"
647;1932 MCNICOLL AV;;B;;RT-9;Kitsilano;MCNICOLL AV;1932;;"{""type"": ""Point"", ""coordinates"": [-123.148465071556, 49.2759650434123]}"
649;1935 W 16TH AV;;B;;RT-8;Kitsilano;W 16TH AV;1935;;"{""type"": ""Point"", ""coordinates"": [-123.149252705153, 49.257488735649]}"
657;1938 CHARLES ST;;B;;RT-4;Grandview-Woodland;CHARLES ST;1938;;"{""type"": ""Point"", ""coordinates"": [-123.064791513769, 49.2727391616736]}"
661;1942 CHARLES ST;;C;;RT-4;Grandview-Woodland;CHARLES ST;1942;;"{""type"": ""Point"", ""coordinates"": [-123.064698445587, 49.2727392138232]}"
666;1945 W 16TH AV;;B;;RT-8;Kitsilano;W 16TH AV;1945;;"{""type"": ""Point"", ""coordinates"": [-123.149462296128, 49.2574924945627]}"
667;1946 FERNDALE ST;;C;;RS-7;Grandview-Woodland;FERNDALE ST;1946;;"{""type"": ""Point"", ""coordinates"": [-123.064507711602, 49.2794816613658]}"
669;1949 BEACH AV;BEACH TOWN HSE APT;B;;RM-5B;West End;BEACH AV;1949;;"{""type"": ""Point"", ""coordinates"": [-123.143217958676, 49.2892817163502]}"
672;1952 W 2ND AV;;C;;RM-4;Kitsilano;W 2ND AV;1952;;"{""type"": ""Point"", ""coordinates"": [-123.149155199095, 49.2695824513779]}"
675;1955 W 16TH AV;;A;;RT-8;Kitsilano;W 16TH AV;1955;;"{""type"": ""Point"", ""coordinates"": [-123.149671200044, 49.2574962719767]}"
676;1956 W 15TH AV;;C;;RT-8;Kitsilano;W 15TH AV;1956;;"{""type"": ""Point"", ""coordinates"": [-123.149669936575, 49.2578919732299]}"
679;1962 TURNER ST;;B;;RT-4;Grandview-Woodland;TURNER ST;1962;;"{""type"": ""Point"", ""coordinates"": [-123.064297921652, 49.2788732543546]}"
684;1966 WILLIAM ST;;C;;RT-4;Grandview-Woodland;WILLIAM ST;1966;;"{""type"": ""Point"", ""coordinates"": [-123.064120944637, 49.2735796954453]}"
688;1970 MCNICOLL AV;;B;;RT-9;Kitsilano;MCNICOLL AV;1970;;"{""type"": ""Point"", ""coordinates"": [-123.149291093763, 49.2759779126719]}"
690;1972 WILLIAM ST;;B;;RT-4;Grandview-Woodland;WILLIAM ST;1972;;"{""type"": ""Point"", ""coordinates"": [-123.063911995309, 49.2735775714074]}"
692;1975 FERNDALE ST;;A;;RS-7;Grandview-Woodland;FERNDALE ST;1975;;"{""type"": ""Point"", ""coordinates"": [-123.063923063827, 49.2799331018605]}"
694;1975 W 16TH AV;;B;;RT-8;Kitsilano;W 16TH AV;1975;;"{""type"": ""Point"", ""coordinates"": [-123.150090367151, 49.257503374145]}"
700;1990 W 15TH AV;;C;;RT-8;Kitsilano;W 15TH AV;1990;;"{""type"": ""Point"", ""coordinates"": [-123.150461768728, 49.2578782525035]}"
701;1993 W 12TH AV;;B;;RT-8;Kitsilano;W 12TH AV;1993;;"{""type"": ""Point"", ""coordinates"": [-123.150376625815, 49.2612285500741]}"
702;1995 W 16TH AV;;B;;RT-8;Kitsilano;W 16TH AV;1995;;"{""type"": ""Point"", ""coordinates"": [-123.150512298033, 49.2575109119578]}"
705;20 E 10TH AV;;C;;RM-4;Mount Pleasant;E 10TH AV;20;;"{""type"": ""Point"", ""coordinates"": [-123.104403235346, 49.2618020224689]}"
707;200 E PENDER ST;;;M;HA-1;Strathcona;E PENDER ST;200;;"{""type"": ""Point"", ""coordinates"": [-123.099178726719, 49.2802336388664]}"
711;2005 W 16TH AV;;B;;RT-8;Kitsilano;W 16TH AV;2005;H;"{""type"": ""Point"", ""coordinates"": [-123.151039165961, 49.2574720576849]}"
716;2014 W 15TH AV;;B;;RT-8;Kitsilano;W 15TH AV;2014;;"{""type"": ""Point"", ""coordinates"": [-123.151238642844, 49.257921305752]}"
720;2024 FERNDALE ST;;C;;RS-7;Grandview-Woodland;FERNDALE ST;2024;;"{""type"": ""Point"", ""coordinates"": [-123.063069156135, 49.2794644921304]}"
722;2024 W 15TH AV;;B;;RT-8;Kitsilano;W 15TH AV;2024;;"{""type"": ""Point"", ""coordinates"": [-123.151453677577, 49.2579249100042]}"
723;2025 NAPIER ST;;A;;RT-4;Grandview-Woodland;NAPIER ST;2025;;"{""type"": ""Point"", ""coordinates"": [-123.062957083196, 49.2752469308269]}"
726;2025 W 16TH AV;;B;;RT-8;Kitsilano;W 16TH AV;2025;;"{""type"": ""Point"", ""coordinates"": [-123.151349413234, 49.2575217640465]}"
728;2026 MACDONALD ST;;C;;RT-8;Kitsilano;MACDONALD ST;2026;;"{""type"": ""Point"", ""coordinates"": [-123.168023757556, 49.2678360502809]}"
731;2028 W 7TH AV;ST AUGUSTINE CHURC;A;;RM-4;Kitsilano;W 7TH AV;2028;H;"{""type"": ""Point"", ""coordinates"": [-123.151105543182, 49.2652773230598]}"
738;2033 FERNDALE ST;;C;;RS-4;Grandview-Woodland;FERNDALE ST;2033;;"{""type"": ""Point"", ""coordinates"": [-123.062799325828, 49.279925642033]}"
739;2034 E PENDER ST;;C;;RS-4;Grandview-Woodland;E PENDER ST;2034;;"{""type"": ""Point"", ""coordinates"": [-123.062799325828, 49.279925642033]}"
749;2043 FERNDALE ST;;C;;RS-4;Grandview-Woodland;FERNDALE ST;2043;;"{""type"": ""Point"", ""coordinates"": [-123.062591710342, 49.2799230651223]}"
751;2045 W 15TH AV;;C;;RT-8;Kitsilano;W 15TH AV;2045;;"{""type"": ""Point"", ""coordinates"": [-123.151868525429, 49.2584445588388]}"
753;2048 E PENDER ST;;C;;RS-4;Grandview-Woodland;E PENDER ST;2048;;"{""type"": ""Point"", ""coordinates"": [-123.062591710342, 49.2799230651223]}"
758;2050 MACDONALD ST;;C;;RT-8;Kitsilano;MACDONALD ST;2050;;"{""type"": ""Point"", ""coordinates"": [-123.168031878164, 49.2675882116343]}"
759;2050 SW MARINE DRIVE;;B;;RS-1;Kerrisdale;SW MARINE DRIVE;2050;;"{""type"": ""Point"", ""coordinates"": [-123.154097195709, 49.2138422066743]}"
760;2050 W 36TH AV;;B;;RS-5;Shaughnessy;W 36TH AV;2050;;"{""type"": ""Point"", ""coordinates"": [-123.153407591037, 49.2388936290238]}"
762;2050 WILLIAM ST;;C;;RT-4;Grandview-Woodland;WILLIAM ST;2050;;"{""type"": ""Point"", ""coordinates"": [-123.062546357633, 49.2735671017059]}"
766;2056 GRAVELEY ST;;B;;RT-4;Grandview-Woodland;GRAVELEY ST;2056;;"{""type"": ""Point"", ""coordinates"": [-123.06249808641, 49.2701795566748]}"
767;2056 W 15TH AV;;B;;RT-8;Kitsilano;W 15TH AV;2056;;"{""type"": ""Point"", ""coordinates"": [-123.152073380484, 49.2579343145612]}"
768;2058 W 5TH AV;;C;;RM-4;Kitsilano;W 5TH AV;2058;;"{""type"": ""Point"", ""coordinates"": [-123.151754481427, 49.2669776366167]}"
769;2058 WILLIAM ST;;C;;RT-4;Grandview-Woodland;WILLIAM ST;2058;;"{""type"": ""Point"", ""coordinates"": [-123.062482600217, 49.2735694479642]}"
770;2059 W 6TH AV;RADELET HOUSE;C;;RM-4;Kitsilano;W 6TH AV;2059;;"{""type"": ""Point"", ""coordinates"": [-123.151933029084, 49.26662164168]}"
773;2065 KITCHENER ST;;B;;RT-4;Grandview-Woodland;KITCHENER ST;2065;;"{""type"": ""Point"", ""coordinates"": [-123.062326816175, 49.2722611277546]}"
774;2066 W 13TH AV;;B;;RT-8;Kitsilano;W 13TH AV;2066;;"{""type"": ""Point"", ""coordinates"": [-123.152220124141, 49.2597739218043]}"
778;2068 W 6TH AV;;C;;RM-4;Kitsilano;W 6TH AV;2068;;"{""type"": ""Point"", ""coordinates"": [-123.151982784928, 49.2661329567599]}"
784;2078 W 6TH AV;MURPHY HOUSE;C;;RM-4;Kitsilano;W 6TH AV;2078;;"{""type"": ""Point"", ""coordinates"": [-123.152193785911, 49.2661362771008]}"
790;209 CARRALL ST;;A;M;HA-2;Downtown;CARRALL ST;209;H;"{""type"": ""Point"", ""coordinates"": [-123.10460125958, 49.2833417298521]}"
794;21 E HASTINGS ST;;C;M;HA-2;Downtown;E HASTINGS ST;21;;"{""type"": ""Point"", ""coordinates"": [-123.103819363323, 49.2817059785572]}"
795;21 WATER ST;;C;M;HA-2;Downtown;WATER ST;21;;"{""type"": ""Point"", ""coordinates"": [-123.104617242429, 49.2838316735512]}"
798;2103 MACDONALD ST;;B;;RT-7;Kitsilano;MACDONALD ST;2103;;"{""type"": ""Point"", ""coordinates"": [-123.16865644743, 49.2673394747984]}"
802;211 COLUMBIA ST;;C;M;HA-2;Downtown;COLUMBIA ST;211;H;"{""type"": ""Point"", ""coordinates"": [-123.102485227261, 49.2829829464188]}"
804;2110 E 19TH AV;;;;RS-1;Kensington-Cedar Cottage;E 19TH AV;2110;H;"{""type"": ""Point"", ""coordinates"": [-123.061928931377, 49.2527288180842]}"
809;2116 MAPLE ST;;C;;RM-4;Kitsilano;MAPLE ST;2116;;"{""type"": ""Point"", ""coordinates"": [-123.150073613071, 49.2668215344696]}"
812;2122 MACDONALD ST;;B;;RT-8;Kitsilano;MACDONALD ST;2122;;"{""type"": ""Point"", ""coordinates"": [-123.168052151222, 49.267081752189]}"
813;2123 GRAVELEY ST;;C;;RT-4;Grandview-Woodland;GRAVELEY ST;2123;;"{""type"": ""Point"", ""coordinates"": [-123.061249159022, 49.2706506920949]}"
814;2124 FRANKLIN ST;;B;;RM-3A;Grandview-Woodland;FRANKLIN ST;2124;;"{""type"": ""Point"", ""coordinates"": [-123.061074213471, 49.281835829105]}"
818;2129 GRAVELEY ST;;C;;RT-4;Grandview-Woodland;GRAVELEY ST;2129;;"{""type"": ""Point"", ""coordinates"": [-123.061110316471, 49.2706489665717]}"
821;2134 MACDONALD ST;;B;;RT-8;Kitsilano;MACDONALD ST;2134;;"{""type"": ""Point"", ""coordinates"": [-123.168057099478, 49.2669157744811]}"
827;2144 W 13TH AV;;C;;RT-7;Kitsilano;W 13TH AV;2144;;"{""type"": ""Point"", ""coordinates"": [-123.154097503786, 49.2597327357148]}"
833;215 E 17TH AV;;B;;C-2;Riley Park;E 17TH AV;215;;"{""type"": ""Point"", ""coordinates"": [-123.100564752954, 49.255939028048]}"
834;2150 CYPRESS ST;REEVE HOUSE;B;M;RM-4;Kitsilano;CYPRESS ST;2150;H;"{""type"": ""Point"", ""coordinates"": [-123.147190631653, 49.2668042392915]}"
838;2155 W 45TH AV;;C;;RS-5;Kerrisdale;W 45TH AV;2155;;"{""type"": ""Point"", ""coordinates"": [-123.157312981114, 49.231143400841]}"
839;2158 CYPRESS ST;;B;M;RM-4;Kitsilano;CYPRESS ST;2158;H;"{""type"": ""Point"", ""coordinates"": [-123.147190631653, 49.2668042392915]}"
840;2158 W 13TH AV;;C;;RT-7;Kitsilano;W 13TH AV;2158;;"{""type"": ""Point"", ""coordinates"": [-123.154378944484, 49.2598121385617]}"
842;2162 PARKER ST;;C;M;RT-4;Grandview-Woodland;PARKER ST;2162;H;"{""type"": ""Point"", ""coordinates"": [-123.060333046796, 49.2754195151412]}"
846;2168 YORK AV;;B;;RM-4;Kitsilano;YORK AV;2168;;"{""type"": ""Point"", ""coordinates"": [-123.154153911136, 49.2714175042667]}"
848;2177 W 13TH AV;;C;;RT-7;Kitsilano;W 13TH AV;2177;;"{""type"": ""Point"", ""coordinates"": [-123.154788936704, 49.2603419478349]}"
849;2185 E 3RD AV;CRISTIANO HOUSE;B;;RT-4;Grandview-Woodland;E 3RD AV;2185;;"{""type"": ""Point"", ""coordinates"": [-123.060280217822, 49.2679653891936]}"
850;2188 SW MARINE DRIVE;;A;;RS-1;Kerrisdale;SW MARINE DRIVE;2188;;"{""type"": ""Point"", ""coordinates"": [-123.158894773358, 49.218905807916]}"
852;2199 W 4TH AV;;A;;C-2B;Kitsilano;W 4TH AV;2199;;"{""type"": ""Point"", ""coordinates"": [-123.154881269062, 49.2684318796874]}"
856;2200 ARBUTUS ST;;A;;RM-4;Kitsilano;ARBUTUS ST;2200;;"{""type"": ""Point"", ""coordinates"": [-123.152601774382, 49.2661450759943]}"
868;2215 STEPHENS ST;;C;;RT-8;Kitsilano;STEPHENS ST;2215;;"{""type"": ""Point"", ""coordinates"": [-123.166763668555, 49.2663073239088]}"
869;2216 MACDONALD ST;;B;;RT-8;Kitsilano;MACDONALD ST;2216;;"{""type"": ""Point"", ""coordinates"": [-123.168078201677, 49.2663379278184]}"
874;2220 W 45TH AV;;B;;RS-5;Kerrisdale;W 45TH AV;2220;;"{""type"": ""Point"", ""coordinates"": [-123.159028464109, 49.2306471672539]}"
876;2222 ALMA ST;;B;;RM-4;Kitsilano;ALMA ST;2222;;"{""type"": ""Point"", ""coordinates"": [-123.185384468887, 49.2666536790632]}"
877;2222 MACDONALD ST;;B;;RT-8;Kitsilano;MACDONALD ST;2222;;"{""type"": ""Point"", ""coordinates"": [-123.168078185852, 49.2662442427792]}"
879;2224 LARCH ST;;C;;RT-8;Kitsilano;LARCH ST;2224;;"{""type"": ""Point"", ""coordinates"": [-123.161875795295, 49.2662964846147]}"
882;2227 ALBERTA ST;;C;;I-1;Mount Pleasant;ALBERTA ST;2227;;"{""type"": ""Point"", ""coordinates"": [-123.111120347974, 49.2651334918415]}"
883;2228 MACDONALD ST;;B;;RT-8;Kitsilano;MACDONALD ST;2228;;"{""type"": ""Point"", ""coordinates"": [-123.168082028336, 49.2661614813004]}"
887;2232 MACDONALD ST;;B;;RT-8;Kitsilano;MACDONALD ST;2232;;"{""type"": ""Point"", ""coordinates"": [-123.168084502393, 49.2660805208521]}"
888;2232 STEPHENS ST;;B;;RT-8;Kitsilano;STEPHENS ST;2232;;"{""type"": ""Point"", ""coordinates"": [-123.166131882872, 49.2660514299321]}"
891;2233 STEPHENS ST;;B;;RT-8;Kitsilano;STEPHENS ST;2233;;"{""type"": ""Point"", ""coordinates"": [-123.166771071323, 49.2660608445993]}"
893;2236 W 14TH AV;;C;;RT-7;Kitsilano;W 14TH AV;2236;;"{""type"": ""Point"", ""coordinates"": [-123.156364519806, 49.2589247710183]}"
896;2238 W 7TH AV;;C;;RM-4;Kitsilano;W 7TH AV;2238;;"{""type"": ""Point"", ""coordinates"": [-123.156121119286, 49.2653665706991]}"
899;224 W 14TH AV;;B;;RT-6;Mount Pleasant;W 14TH AV;224;;"{""type"": ""Point"", ""coordinates"": [-123.110252712706, 49.2583872505894]}"
901;2243 W 5TH AV;;B;;RM-4;Kitsilano;W 5TH AV;2243;;"{""type"": ""Point"", ""coordinates"": [-123.156213369817, 49.267580633502]}"
904;2247 GRANVILLE ST;;B;;C-3A;Fairview;GRANVILLE ST;2247;;"{""type"": ""Point"", ""coordinates"": [-123.1389123716, 49.2654684372111]}"
906;2251 COLLINGWOOD ST;BAYVIEW ELEMENTARY;B;;RS-1;Kitsilano;COLLINGWOOD ST;2251;;"{""type"": ""Point"", ""coordinates"": [-123.182740499342, 49.2664415472921]}"
913;2296 W 8TH AV;;C;;RM-4;Kitsilano;W 8TH AV;2296;;"{""type"": ""Point"", ""coordinates"": [-123.157421364952, 49.2646187980183]}"
917;2300 BIRCH ST;;A;M;FM-1;Fairview;BIRCH ST;2300;;"{""type"": ""Point"", ""coordinates"": [-123.133401044216, 49.2650121015982]}"
918;2304 DUNBAR ST;;B;;RT-7;Kitsilano;DUNBAR ST;2304;;"{""type"": ""Point"", ""coordinates"": [-123.183422392032, 49.2658917592092]}"
919;2305 W 7TH AV;;B;M;CD-1;Kitsilano;W 7TH AV;2305;H;"{""type"": ""Point"", ""coordinates"": [-123.158062828842, 49.265906314635]}"
920;2308 DUNBAR ST;;B;;RT-7;Kitsilano;DUNBAR ST;2308;;"{""type"": ""Point"", ""coordinates"": [-123.1834227692, 49.2658081031855]}"
923;2310 ASH ST;SHAW HOUSE;B;M;C-3A;Fairview;ASH ST;2310;;"{""type"": ""Point"", ""coordinates"": [-123.116821257583, 49.2647552331022]}"
924;2310 BALACLAVA ST;;C;;RT-7;Kitsilano;BALACLAVA ST;2310;;"{""type"": ""Point"", ""coordinates"": [-123.173618198096, 49.2656526758553]}"
925;2310 CORNWALL AV;;B;;RM-4;Kitsilano;CORNWALL AV;2310;;"{""type"": ""Point"", ""coordinates"": [-123.157807934421, 49.2723574088792]}"
929;2315 W 6TH AV;;C;;RT-8;Kitsilano;W 6TH AV;2315;;"{""type"": ""Point"", ""coordinates"": [-123.158029786161, 49.2667415735651]}"
933;232 E 22ND AV;;C;;RS-7;Riley Park;E 22ND AV;232;;"{""type"": ""Point"", ""coordinates"": [-123.100120862376, 49.2508934000461]}"
934;2320 ASH ST;;B;;C-3A;Fairview;ASH ST;2320;;"{""type"": ""Point"", ""coordinates"": [-123.117240436271, 49.2646272655112]}"
935;2320 CORNWALL AV;;B;;RM-4;Kitsilano;CORNWALL AV;2320;;"{""type"": ""Point"", ""coordinates"": [-123.157807934421, 49.2723574088792]}"
937;2322 ONTARIO ST;;C;M;I-1;Mount Pleasant;ONTARIO ST;2322;H;"{""type"": ""Point"", ""coordinates"": [-123.104601541154, 49.2642756958859]}"
939;2325 E 1ST AV;MELLISH HOUSE;B;M;RS-7;Grandview-Woodland;E 1ST AV;2325;;"{""type"": ""Point"", ""coordinates"": [-123.057291061004, 49.2697559375775]}"
941;2328 W 5TH AV;;C;;RT-8;Kitsilano;W 5TH AV;2328;;"{""type"": ""Point"", ""coordinates"": [-123.158231768309, 49.267074371532]}"
945;2334 DUNBAR ST;;B;;RT-7;Kitsilano;DUNBAR ST;2334;;"{""type"": ""Point"", ""coordinates"": [-123.18347202182, 49.2655606477921]}"
946;2335 W 7TH AV;;C;;RT-8;Kitsilano;W 7TH AV;2335;;"{""type"": ""Point"", ""coordinates"": [-123.158482769296, 49.2659133763174]}"
947;2335 W 8TH AV;;C;;RT-8;Kitsilano;W 8TH AV;2335;;"{""type"": ""Point"", ""coordinates"": [-123.158513741432, 49.2650736313672]}"
949;2338 PRINCE ALBERT ST;;C;;RM-4;Mount Pleasant;PRINCE ALBERT ST;2338;;"{""type"": ""Point"", ""coordinates"": [-123.086876877418, 49.2636924805624]}"
952;2344 PRINCE ALBERT ST;;C;;RM-4;Mount Pleasant;PRINCE ALBERT ST;2344;;"{""type"": ""Point"", ""coordinates"": [-123.086878779308, 49.2636092824798]}"
953;2345 MAIN ST;;B;;C-3A;Mount Pleasant;MAIN ST;2345;;"{""type"": ""Point"", ""coordinates"": [-123.101352241632, 49.2638732409231]}"
959;2358 W 5TH AV;BLAIR HOUSE;B;M;RT-8;Kitsilano;W 5TH AV;2358;;"{""type"": ""Point"", ""coordinates"": [-123.158848864982, 49.2670836174095]}"
961;236 JACKSON AV;MCD'LD-MCRAE HOUSE;B;;DEOD;Strathcona;JACKSON AV;236;;"{""type"": ""Point"", ""coordinates"": [-123.093107874494, 49.2824149408693]}"
962;2366 GRANT ST;;C;;RS-7;Grandview-Woodland;GRANT ST;2366;;"{""type"": ""Point"", ""coordinates"": [-123.056891032766, 49.2709426102915]}"
966;2376 W 5TH AV;;B;;RT-8;Kitsilano;W 5TH AV;2376;;"{""type"": ""Point"", ""coordinates"": [-123.159271578414, 49.26709068141]}"
970;238 W 15TH AV;;A;;RT-6;Mount Pleasant;W 15TH AV;238;;"{""type"": ""Point"", ""coordinates"": [-123.110873749325, 49.257532839476]}"
974;2395 W 7TH AV;;B;;RT-8;Kitsilano;W 7TH AV;2395;;"{""type"": ""Point"", ""coordinates"": [-123.159745338974, 49.2659341076423]}"
975;2396 W 5TH AV;;B;;RT-8;Kitsilano;W 5TH AV;2396;;"{""type"": ""Point"", ""coordinates"": [-123.159684515986, 49.2670968578547]}"
979;2404 CAROLINA ST;PERCY HOUSE;B;M;RM-4;Mount Pleasant;CAROLINA ST;2404;;"{""type"": ""Point"", ""coordinates"": [-123.090776819417, 49.263277825731]}"
981;2406 STEPHENS ST;;C;;RT-8;Kitsilano;STEPHENS ST;2406;;"{""type"": ""Point"", ""coordinates"": [-123.166158138485, 49.2647830770648]}"
982;241 E HASTINGS ST;;B;;DEOD;Strathcona;E HASTINGS ST;241;;"{""type"": ""Point"", ""coordinates"": [-123.098604792611, 49.2816084957177]}"
983;241 W 17TH AV;;B;;RS-7;Riley Park;W 17TH AV;241;;"{""type"": ""Point"", ""coordinates"": [-123.110388666162, 49.256029780453]}"
992;2421 GRANVILLE ST;;B;;C-3A;Fairview;GRANVILLE ST;2421;;"{""type"": ""Point"", ""coordinates"": [-123.138965061409, 49.2641730552358]}"
994;2425 BRUNSWICK ST;G W LEDINGHAM HSE;A;;CD-1;Mount Pleasant;BRUNSWICK ST;2425;;"{""type"": ""Point"", ""coordinates"": [-123.097544710202, 49.2633694494103]}"
996;2426 E 23RD AV;PIDRUCHNY HOUSE;C;M;RS-1;Renfrew-Collingwood;E 23RD AV;2426;;"{""type"": ""Point"", ""coordinates"": [-123.055791069714, 49.2494383888131]}"
998;243 MAIN ST;;C;;DEOD;Downtown;MAIN ST;243;;"{""type"": ""Point"", ""coordinates"": [-123.100066200696, 49.2824928055692]}"
1002;2439 TRINITY ST;;B;;RS-1;Hastings-Sunrise;TRINITY ST;2439;;"{""type"": ""Point"", ""coordinates"": [-123.055564505596, 49.2900076539191]}"
1005;2445 E 2ND AV;;C;;RS-1;Hastings-Sunrise;E 2ND AV;2445;;"{""type"": ""Point"", ""coordinates"": [-123.055613638851, 49.2687295057987]}"
1010;245 E BROADWAY;;C;M;C-3A;Mount Pleasant;E BROADWAY;245;;"{""type"": ""Point"", ""coordinates"": [-123.100178313598, 49.2631702729303]}"
1012;2451 ETON ST;;B;;RS-1;Hastings-Sunrise;ETON ST;2451;;"{""type"": ""Point"", ""coordinates"": [-123.055242466548, 49.2880176101689]}"
1013;2451 W 37TH AV;;B;;RS-5;Arbutus-Ridge;W 37TH AV;2451;;"{""type"": ""Point"", ""coordinates"": [-123.161840996978, 49.2386656787193]}"
1014;2455 W 6TH AV;;C;;RT-8;Kitsilano;W 6TH AV;2455;;"{""type"": ""Point"", ""coordinates"": [-123.161234020781, 49.2667946799638]}"
1016;2456 W 6TH AV;;B;;RT-8;Kitsilano;W 6TH AV;2456;;"{""type"": ""Point"", ""coordinates"": [-123.161271300045, 49.2663016817429]}"
1017;2460 W 7TH AV;;B;;RT-8;Kitsilano;W 7TH AV;2460;;"{""type"": ""Point"", ""coordinates"": [-123.16156951785, 49.2654507594446]}"
1019;2466 E 1ST AV;;B;;RS-1;Hastings-Sunrise;E 1ST AV;2466;;"{""type"": ""Point"", ""coordinates"": [-123.05490739165, 49.2691405266188]}"
1020;2466 W 6TH AV;;B;;RT-8;Kitsilano;W 6TH AV;2466;;"{""type"": ""Point"", ""coordinates"": [-123.161457230064, 49.2662879202739]}"
1025;248 JACKSON AV;MCD'LD-MCRAE HOUSE;B;;DEOD;Strathcona;JACKSON AV;248;;"{""type"": ""Point"", ""coordinates"": [-123.093107874494, 49.2824149408693]}"
1027;2487 ETON ST;;B;;RS-1;Hastings-Sunrise;ETON ST;2487;;"{""type"": ""Point"", ""coordinates"": [-123.055162264296, 49.2879893137091]}"
1028;2488 OXFORD ST;;C;;RS-1;Hastings-Sunrise;OXFORD ST;2488;;"{""type"": ""Point"", ""coordinates"": [-123.055017232647, 49.2854225846279]}"
1031;2490 W 37TH AV;;A;M;CD-1;Arbutus-Ridge;W 37TH AV;2490;;"{""type"": ""Point"", ""coordinates"": [-123.16209828723, 49.2381147997913]}"
1032;2495 W 6TH AV;;B;;RT-8;Kitsilano;W 6TH AV;2495;;"{""type"": ""Point"", ""coordinates"": [-123.162083521414, 49.2668074249746]}"
1034;2496 W 8TH AV;KYDD HOUSE;B;M;RT-8;Kitsilano;W 8TH AV;2496;H;"{""type"": ""Point"", ""coordinates"": [-123.162138579331, 49.264615656859]}"
1035;25 W 11TH AV;;B;;RT-6;Mount Pleasant;W 11TH AV;25;;"{""type"": ""Point"", ""coordinates"": [-123.105591324452, 49.2614376982538]}"
1038;250 TERMINAL AV;;B;;FC-1;Strathcona;TERMINAL AV;250;;"{""type"": ""Point"", ""coordinates"": [-123.098987534348, 49.2721246349494]}"
1045;251 E PENDER ST;;;M;HA-1;Strathcona;E PENDER ST;251;;"{""type"": ""Point"", ""coordinates"": [-123.098437672702, 49.2806102453793]}"
