RegistrationNum,RegisteredTypeMapped,RegisteredTypeDesc,RentalHousingUnits,PropertyName,RegisteredDate,ExpiresDate,StatusCurrent,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,PropertyContactName,Link,Latitude,Longitude,Location1
001-0123266,Rental Property,Registration,3,,2016-06-30,2021-06-30,Active Registration,9200 ASHWORTH AVE N,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0123266,47.69617311,-122.33941376,"9200 ASHWORTH AVE N
SEATTLE, WA 98103
(47.69617311, -122.33941376)"
001-0116240,Rental Property,Registration,1,,2020-12-02,2023-01-16,Active Registration,1737 ARCH AVE SW,SEATTLE,WA,98116,Todd Johnson,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0116240,47.58699626,-122.38221629,"1737 ARCH AVE SW
SEATTLE, WA 98116
(47.58699626, -122.38221629)"
001-0124493,Rental Property,Registration,3,Interlake apartments,2016-08-09,2021-08-09,Active Registration,9239 N INTERLAKE AVE N,SEATTLE,WA,98103,Qixin International LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0124493,47.69710307,-122.34119355,"9239 N INTERLAKE AVE N
SEATTLE, WA 98103
(47.69710307, -122.34119355)"
001-0122490,Rental Property,Registration,8,,2016-06-22,2021-06-22,Active Registration,2425 SW BARTON ST,SEATTLE,WA,98106,Anthony Narancic,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0122490,47.52084693,-122.36434804,"2425 SW BARTON ST
SEATTLE, WA 98106
(47.52084693, -122.36434804)"
001-0137606,Rental Property,Registration,3,Ray Street Triplex,2019-10-02,2021-10-02,Active Registration,2311 W RAYE ST,SEATTLE,WA,98199,Tammy Linden,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0137606,47.6426833,-122.38652172,"2311 W RAYE ST
SEATTLE, WA 98199
(47.6426833, -122.38652172)"
001-0117997,Rental Property,Registration,2,,2016-03-10,2021-03-10,Active Registration,1625 21ST AVE,SEATTLE,WA,98122,Elizabeth Costello,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0117997,47.61612288,-122.30524871,"1625 21ST AVE
SEATTLE, WA 98122
(47.61612288, -122.30524871)"
001-0101252,Rental Property,Registration,21,,2019-09-17,2021-09-22,Active Registration,4212 35TH AVE W,SEATTLE,WA,98199,Civetta Properties,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0101252,47.65825284,-122.40206888,"4212 35TH AVE W
SEATTLE, WA 98199
(47.65825284, -122.40206888)"
001-0137792,Rental Property,Registration,1,Belltown Condos,2019-10-23,2021-10-23,Active Registration,2414 1ST AVE,SEATTLE,WA,98121,Seattle Oasis,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0137792,47.61468102,-122.34794994,"2414 1ST AVE
SEATTLE, WA 98121
(47.61468102, -122.34794994)"
001-0116777,Rental Property,Registration,1,,2016-02-09,2021-02-09,Active Registration,2515 E PINE ST,SEATTLE,WA,98122,Frank Tower,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0116777,47.61512186,-122.29937587,"2515 E PINE ST
SEATTLE, WA 98122
(47.61512186, -122.29937587)"
001-0123442,Rental Property,Registration,1,,2016-06-30,2021-06-30,Active Registration,2646 NW 64TH ST,SEATTLE,WA,98107,Seattle 2646 LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0123442,47.67541489,-122.3921905,"2646 NW 64TH ST
SEATTLE, WA 98107
(47.67541489, -122.3921905)"
001-0128371,Rental Property,Registration,1,The Cosmopolitan,2016-11-27,2021-11-27,Active Registration,819 VIRGINIA ST,SEATTLE,WA,98101,VRG Properties LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0128371,47.61610781,-122.3357782,"819 VIRGINIA ST
SEATTLE, WA 98101
(47.61610781, -122.3357782)"
001-0122257,Rental Property,Registration,1,,2016-08-05,2021-08-05,Active Registration,1740 MELROSE AVE,SEATTLE,WA,98122,Peggy Dorsett,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0122257,47.61815332,-122.32772754,"1740 MELROSE AVE
SEATTLE, WA 98122
(47.61815332, -122.32772754)"
001-0130088,Rental Property,Registration,1,,2017-01-06,2022-01-06,Active Registration,146 NW 74TH ST,SEATTLE,WA,98117,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0130088,47.68274781,-122.35998077,"146 NW 74TH ST
SEATTLE, WA 98117
(47.68274781, -122.35998077)"
001-0116291,Rental Property,Registration,1,,2016-01-20,2021-01-20,Active Registration,3818 36TH AVE W,SEATTLE,WA,98199,Thomas Mattausch,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0116291,47.65456889,-122.4032957,"3818 36TH AVE W
SEATTLE, WA 98199
(47.65456889, -122.4032957)"
001-0121021,Rental Property,Registration,3,,2016-05-25,2021-05-25,Active Registration,2332 W NEWTON ST,SEATTLE,WA,98199,Virginia Cain,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0121021,47.63720808,-122.38768531,"2332 W NEWTON ST
SEATTLE, WA 98199
(47.63720808, -122.38768531)"
001-0136315,Rental Property,Registration,2,,2019-06-04,2021-06-04,Active Registration,6312 A 32ND AVE NW,SEATTLE,WA,98107,Kascha Snavely,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0136315,47.67488973,-122.398207,"6312 A 32ND AVE NW
SEATTLE, WA 98107
(47.67488973, -122.398207)"
001-0137526,Rental Property,Registration,1,,2019-09-24,2021-09-24,Active Registration,4245 S graham ST,SEATTLE,WA,98101,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0137526,47.61056281,-122.33662265,"4245 S graham ST
SEATTLE, WA 98101
(47.61056281, -122.33662265)"
001-0129654,Rental Property,Registration,3,,2017-09-21,2022-09-21,Active Registration,5201 SAND POINT PL NE,SEATTLE,WA,98105,Chris Moe,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0129654,47.66678719,-122.28037642,"5201 SAND POINT PL NE
SEATTLE, WA 98105
(47.66678719, -122.28037642)"
001-0120240,Rental Property,Registration,1,7028 LLC,2016-05-05,2021-05-05,Active Registration,7028 PALATINE AVE N,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0120240,47.68051335,-122.35615636,"7028 PALATINE AVE N
SEATTLE, WA 98103
(47.68051335, -122.35615636)"
001-0122439,Rental Property,Registration,1,,2016-06-22,2021-06-22,Active Registration,9233 COLLEGE WAY N,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0122439,47.69692187,-122.33541783,"9233 COLLEGE WAY N
SEATTLE, WA 98103
(47.69692187, -122.33541783)"
001-0140231,Rental Property,Registration,1,,2020-08-03,2022-08-03,Active Registration,2506 NE 120TH ST,SEATTLE,WA,98125,Lauren Buchholz,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0140231,47.71591477,-122.30131745,"2506 NE 120TH ST
SEATTLE, WA 98125
(47.71591477, -122.30131745)"
001-0130068,Rental Property,Registration,1,,2017-01-13,2022-01-13,Active Registration,11142 BEACON AVE S,SEATTLE,WA,98178,George Ury,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0130068,47.50069776,-122.2674065,"11142 BEACON AVE S
SEATTLE, WA 98178
(47.50069776, -122.2674065)"
001-0137052,Rental Property,Registration,4,,2019-08-14,2021-08-14,Active Registration,837 29TH AVE S,SEATTLE,WA,98144,Samuel Taylor,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0137052,47.59466564,-122.29575524,"837 29TH AVE S
SEATTLE, WA 98144
(47.59466564, -122.29575524)"
001-0107629,Rental Property,Registration,1,,2020-06-01,2022-06-25,Active Registration,5719 38TH AVE NE,SEATTLE,WA,98105,Linda Lau Robert Petersen,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0107629,47.67085294,-122.28731667,"5719 38TH AVE NE
SEATTLE, WA 98105
(47.67085294, -122.28731667)"
001-0140224,Rental Property,Registration,1,Pal - F4,2020-08-02,2022-08-02,Active Registration,601 belmont AVE E,,,,Jeni Wang,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0140224,47.62464104,-122.32445393,"601 belmont AVE E
(47.62464104, -122.32445393)"
001-0127562,Rental Property,Registration,1,,2016-10-15,2021-10-15,Active Registration,8507 10TH AVE NW,SEATTLE,WA,98117,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0127562,47.69092103,-122.36958232,"8507 10TH AVE NW
SEATTLE, WA 98117
(47.69092103, -122.36958232)"
001-0112327,Rental Property,Registration,4,2359 Boylston Ave. E.,2020-09-14,2022-10-02,Active Registration,2359 BOYLSTON AVE E,SEATTLE,WA,98102,Dan Evans,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0112327,47.64140253,-122.32378027,"2359 BOYLSTON AVE E
SEATTLE, WA 98102
(47.64140253, -122.32378027)"
001-0113879,Rental Property,Registration,1,"1761 17th Ave S, LLC",2020-11-28,2022-12-03,Active Registration,1761 17TH AVE S,SEATTLE,WA,98144,Homero Nishiwaki,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0113879,47.58739305,-122.31083662,"1761 17TH AVE S
SEATTLE, WA 98144
(47.58739305, -122.31083662)"
001-0139699,Rental Property,Registration,1,,2020-05-19,2022-05-19,Active Registration,3152 FUHRMAN AVE E,SEATTLE,WA,98102,Niche Realty Associates LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0139699,47.64989625,-122.31937636,"3152 FUHRMAN AVE E
SEATTLE, WA 98102
(47.64989625, -122.31937636)"
001-0115282,Rental Property,Registration,1,2207 4th Ave N,2020-11-29,2022-12-28,Active Registration,2207 4TH AVE N,SEATTLE,WA,98109,Joseph Staten,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0115282,47.63856566,-122.34979853,"2207 4TH AVE N
SEATTLE, WA 98109
(47.63856566, -122.34979853)"
001-0123056,Rental Property,Registration,1,,2016-08-19,2021-08-19,Active Registration,9511 B ASHWORTH AVE N,SEATTLE,WA,98103,Dave Poletti & Associates,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0123056,47.69825815,-122.34018049,"9511 B ASHWORTH AVE N
SEATTLE, WA 98103
(47.69825815, -122.34018049)"
001-0120598,Rental Property,Registration,1,,2016-05-13,2021-05-13,Active Registration,1333 N 88TH ST,SEATTLE,WA,98103,Zhen Zhang,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0120598,47.69218221,-122.34054546,"1333 N 88TH ST
SEATTLE, WA 98103
(47.69218221, -122.34054546)"
001-0109582,Rental Property,Registration,1,,2020-08-13,2022-09-11,Active Registration,2633 Franklin AVE E,Seattle,WA,981,Cynthia Abbott,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0109582,47.64418888,-122.32502814,"2633 Franklin AVE E
Seattle, WA 981
(47.64418888, -122.32502814)"
001-0139384,Rental Property,Registration,1,,2020-03-15,2022-03-15,Active Registration,3415 C Beacon AVE S,Seattle,WA,98144,Heatherly Bucher,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0139384,47.57255729,-122.30882601,"3415 C Beacon AVE S
Seattle, WA 98144
(47.57255729, -122.30882601)"
001-0115313,Rental Property,Registration,1,,2016-01-11,2021-01-11,Active Registration,76 CEDAR ST,SEATTLE,WA,98121,David Steinmetz,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0115313,47.61533324,-122.35146797,"76 CEDAR ST
SEATTLE, WA 98121
(47.61533324, -122.35146797)"
001-0127996,Rental Property,Registration,1,,2016-11-07,2021-11-07,Active Registration,9420 17TH AVE NE,SEATTLE,WA,98115,Kevin Adams,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0127996,47.69742314,-122.3092231,"9420 17TH AVE NE
SEATTLE, WA 98115
(47.69742314, -122.3092231)"
001-0102259,Rental Property,Registration,9,Florentia Street Apartments,2019-09-05,2021-10-01,Active Registration,116 FLORENTIA ST,SEATTLE,WA,98109,Moorman Properties LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0102259,47.64710585,-122.35474939,"116 FLORENTIA ST
SEATTLE, WA 98109
(47.64710585, -122.35474939)"
001-0131672,Rental Property,Registration,1,Queen Ann Townhome,2017-05-23,2022-05-23,Active Registration,1927 B 9TH AVE W,SEATTLE,WA,98119,Abhishek Singh,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0131672,47.63673579,-122.36953079,"1927 B 9TH AVE W
SEATTLE, WA 98119
(47.63673579, -122.36953079)"
001-0117744,Rental Property,Registration,1,,2016-03-07,2021-03-07,Active Registration,13070 8TH CT NE,SEATTLE,WA,98125,Toyoda Group,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0117744,47.7245126,-122.32116732,"13070 8TH CT NE
SEATTLE, WA 98125
(47.7245126, -122.32116732)"
001-0109535,Rental Property,Registration,1,11th,2020-06-21,2022-08-13,Active Registration,10050 11th AVE NW,Seattle,WA,98177,Edmond Ambauen,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0109535,47.70291363,-122.36981046,"10050 11th AVE NW
Seattle, WA 98177
(47.70291363, -122.36981046)"
001-0115844,Rental Property,Registration,1,Magnolia Ridge Condominium,2016-01-02,2021-01-02,Active Registration,2510 #324 W BERTONA ST,SEATTLE,WA,98199,Quorum Real Estate Property Management,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0115844,47.650838,-122.38937982,"2510 #324 W BERTONA ST
SEATTLE, WA 98199
(47.650838, -122.38937982)"
001-0121929,Rental Property,Registration,1,,2016-06-17,2021-06-17,Active Registration,3717 SUNNYSIDE AVE N,SEATTLE,WA,98103,Rita Smith,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0121929,47.65250046,-122.33085907,"3717 SUNNYSIDE AVE N
SEATTLE, WA 98103
(47.65250046, -122.33085907)"
001-0118673,Rental Property,Registration,1,,2016-03-23,2021-03-23,Active Registration,2836 S JUNEAU ST,SEATTLE,WA,98108,DAME PAUL E+LINDA VERONICA 5N0102,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0118673,47.55007131,-122.29523667,"2836 S JUNEAU ST
SEATTLE, WA 98108
(47.55007131, -122.29523667)"
001-0101354,Rental Property,Registration,19,Raphael Court,2019-08-21,2021-09-30,Active Registration,223 13TH AVE E,SEATTLE,WA,98102,"CORNELL & ASSOCIATES, INC",https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0101354,47.62057089,-122.31598103,"223 13TH AVE E
SEATTLE, WA 98102
(47.62057089, -122.31598103)"
001-0116145,Rental Property,Registration,1,3726 60th ave s.w.,2016-01-11,2021-01-11,Active Registration,3726 60TH AVE SW,SEATTLE,WA,98116,Darrell Glover,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0116145,47.5703598,-122.40912349,"3726 60TH AVE SW
SEATTLE, WA 98116
(47.5703598, -122.40912349)"
001-0119650,Rental Property,Registration,1,,2016-08-04,2021-08-04,Active Registration,3422 E HOWELL ST,SEATTLE,WA,98122,Andrea Jacobi,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0119650,47.61782649,-122.288176,"3422 E HOWELL ST
SEATTLE, WA 98122
(47.61782649, -122.288176)"
001-0122406,Rental Property,Registration,3,,2016-07-01,2021-07-01,Active Registration,715 N ALLEN PL,SEATTLE,WA,98103,Danica Kaloper,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0122406,47.66058352,-122.34929252,"715 N ALLEN PL
SEATTLE, WA 98103
(47.66058352, -122.34929252)"
001-0107267,Rental Property,Registration,1,La Terrazza,2020-04-24,2022-06-19,Active Registration,4343 ROOSEVELT WAY NE,SEATTLE,WA,98105,"John Scott, Seattle Northwest",https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0107267,47.66065766,-122.31796683,"4343 ROOSEVELT WAY NE
SEATTLE, WA 98105
(47.66065766, -122.31796683)"
001-0137822,Rental Property,Registration,1,,2019-10-25,2021-10-25,Active Registration,4616 S WILLOW ST,SEATTLE,WA,98118,Akiko Sakurai,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0137822,47.5408863,-122.27457288,"4616 S WILLOW ST
SEATTLE, WA 98118
(47.5408863, -122.27457288)"
001-0108111,Rental Property,Registration,1,,2020-05-11,2022-06-29,Active Registration,717 N MOTOR PL,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0108111,47.65850822,-122.34921104,"717 N MOTOR PL
SEATTLE, WA 98103
(47.65850822, -122.34921104)"
001-0118093,Rental Property,Registration,1,,2016-03-12,2021-03-12,Active Registration,13227 35TH AVE NE,SEATTLE,WA,98125,Wen Lin,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0118093,47.72551238,-122.29120153,"13227 35TH AVE NE
SEATTLE, WA 98125
(47.72551238, -122.29120153)"
001-0128606,Rental Property,Registration,1,,2016-12-03,2021-12-03,Active Registration,9005 45TH AVE NE,SEATTLE,WA,98115,Remax,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0128606,47.69388173,-122.28049755,"9005 45TH AVE NE
SEATTLE, WA 98115
(47.69388173, -122.28049755)"
001-0136200,Rental Property,Registration,1,,2019-05-21,2021-05-21,Active Registration,800 31ST AVE S,SEATTLE,WA,98144,Carl Brettmann,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0136200,47.59559097,-122.2924551,"800 31ST AVE S
SEATTLE, WA 98144
(47.59559097, -122.2924551)"
001-0113823,Rental Property,Registration,1,314A,2020-12-01,2022-12-03,Active Registration,314 25TH AVE S,SEATTLE,WA,98144,Mabel Lam Zia,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0113823,47.59993638,-122.29939826,"314 25TH AVE S
SEATTLE, WA 98144
(47.59993638, -122.29939826)"
001-0106523,Rental Property,Registration,1,622 6th Ave. West Condominium,2020-05-10,2022-06-08,Active Registration,622 6TH AVE W,SEATTLE,WA,98119,LynnMac Commercial LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0106523,47.62538192,-122.36417023,"622 6TH AVE W
SEATTLE, WA 98119
(47.62538192, -122.36417023)"
001-0111083,Rental Property,Registration,1,3020 Alki SW,2020-08-14,2022-09-19,Active Registration,3020 ALKI AVE SW,SEATTLE,WA,98116,Donald Charles,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0111083,47.57716499,-122.41670256,"3020 ALKI AVE SW
SEATTLE, WA 98116
(47.57716499, -122.41670256)"
001-0101085,Rental Property,Registration,16,,2019-09-12,2021-09-17,Active Registration,4203 EVANSTON AVE N,SEATTLE,WA,98103,Gregory & Margaret Olson,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0101085,47.65793316,-122.35140885,"4203 EVANSTON AVE N
SEATTLE, WA 98103
(47.65793316, -122.35140885)"
001-0136364,Rental Property,Registration,5,,2019-06-10,2021-06-10,Active Registration,220 NW 70TH ST,SEATTLE,WA,98117,Walls Property Management,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0136364,47.67971105,-122.36022471,"220 NW 70TH ST
SEATTLE, WA 98117
(47.67971105, -122.36022471)"
001-0138491,Rental Property,Registration,1,,2019-12-10,2021-12-10,Active Registration,2211 12TH AVE S,SEATTLE,WA,98144,Eric Conwell,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0138491,47.5832915,-122.31762742,"2211 12TH AVE S
SEATTLE, WA 98144
(47.5832915, -122.31762742)"
001-0107098,Rental Property,Registration,4,601 W Garfield,2020-05-01,2022-06-17,Active Registration,601 W GARFIELD ST,SEATTLE,WA,98119,sam konswa,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0107098,47.63332379,-122.36530998,"601 W GARFIELD ST
SEATTLE, WA 98119
(47.63332379, -122.36530998)"
001-0120834,Rental Property,Registration,2,,2016-05-18,2021-05-18,Active Registration,3625 LINDEN AVE N,SEATTLE,WA,98103,Michael Nelson,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0120834,47.65197494,-122.34907257,"3625 LINDEN AVE N
SEATTLE, WA 98103
(47.65197494, -122.34907257)"
001-0121608,Rental Property,Registration,1,,2016-08-04,2021-08-04,Active Registration,552 MCGRAW ST,SEATTLE,WA,98109,SANJAY SINGH,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0121608,47.63969173,-122.34537626,"552 MCGRAW ST
SEATTLE, WA 98109
(47.63969173, -122.34537626)"
001-0132335,Rental Property,Registration,1,Mosler Lofts,2017-09-05,2022-09-05,Active Registration,2720 3RD AVE,SEATTLE,WA,98121,Dwellings,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0132335,47.61754703,-122.34902993,"2720 3RD AVE
SEATTLE, WA 98121
(47.61754703, -122.34902993)"
001-0122235,Rental Property,Registration,1,,2016-06-17,2021-06-17,Active Registration,159 #614 DENNY WAY,SEATTLE,WA,98109,RD House Property Management,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0122235,47.6183728,-122.35364502,"159 #614 DENNY WAY
SEATTLE, WA 98109
(47.6183728, -122.35364502)"
001-0107115,Rental Property,Registration,1,,2020-05-11,2022-06-17,Active Registration,5626 #A UNIVERSITY WAY NE,SEATTLE,WA,98105,Lydia Cheng,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0107115,47.67025,-122.31279,"5626 #A UNIVERSITY WAY NE
SEATTLE, WA 98105
(47.67025, -122.31279)"
001-0120660,Rental Property,Registration,1,,2016-05-18,2021-05-18,Active Registration,6015 WOODLAND PL N,SEATTLE,WA,98103,Mark Rosinbum,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0120660,47.67285025,-122.34908005,"6015 WOODLAND PL N
SEATTLE, WA 98103
(47.67285025, -122.34908005)"
001-0108244,Rental Property,Registration,1,,2020-06-01,2022-06-30,Active Registration,2901 UNIT 332 NE BLAKELEY ST,SEATTLE,WA,98105,Maple Leaf Property Management,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0108244,47.66582,-122.29705,"2901 UNIT 332 NE BLAKELEY ST
SEATTLE, WA 98105
(47.66582, -122.29705)"
001-0104469,Rental Property,Registration,41,Dorothy Day House,2015-03-20,2020-03-20,Active Registration,106 BELL ST,SEATTLE,WA,98121,Cherry Wang,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0104469,47.61358259,-122.34657872,"106 BELL ST
SEATTLE, WA 98121
(47.61358259, -122.34657872)"
001-0127641,Rental Property,Registration,4,,2016-10-28,2021-10-28,Active Registration,4141 36TH AVE SW,SEATTLE,WA,98126,Larry Vote/Pamela Callahan,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0127641,47.56525576,-122.37787754,"4141 36TH AVE SW
SEATTLE, WA 98126
(47.56525576, -122.37787754)"
001-0125494,Rental Property,Registration,4,"8624 delridge sw, seattle",2016-09-05,2021-09-05,Active Registration,8624 DELRIDGE WAY SW,SEATTLE,WA,98106,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0125494,47.52572172,-122.36010302,"8624 DELRIDGE WAY SW
SEATTLE, WA 98106
(47.52572172, -122.36010302)"
001-0126683,Rental Property,Registration,1,,2016-09-28,2021-09-28,Active Registration,4716 47TH AVE S,SEATTLE,WA,98118,Roger Terriere,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0126683,47.56003562,-122.27420635,"4716 47TH AVE S
SEATTLE, WA 98118
(47.56003562, -122.27420635)"
001-0123892,Rental Property,Registration,1,,2016-07-10,2021-07-10,Active Registration,1541 NE NORTHGATE WAY,SEATTLE,WA,98125,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0123892,47.70829051,-122.31062503,"1541 NE NORTHGATE WAY
SEATTLE, WA 98125
(47.70829051, -122.31062503)"
001-0107161,Rental Property,Registration,1,,2020-05-27,2022-06-24,Active Registration,3405 19TH AVE S,SEATTLE,WA,98144,Chris Kauffman,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0107161,47.57286728,-122.30709986,"3405 19TH AVE S
SEATTLE, WA 98144
(47.57286728, -122.30709986)"
001-0129317,Rental Property,Registration,1,,2016-12-23,2021-12-23,Active Registration,2033 2ND AVE,SEATTLE,WA,98121,Seattle Rental Group,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0129317,47.61208919,-122.3428896,"2033 2ND AVE
SEATTLE, WA 98121
(47.61208919, -122.3428896)"
001-0102435,Rental Property,Registration,26,,2019-10-14,2021-10-14,Active Registration,3401 25TH AVE W,SEATTLE,WA,98199,Saniya Regmi,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0102435,47.65068753,-122.38878728,"3401 25TH AVE W
SEATTLE, WA 98199
(47.65068753, -122.38878728)"
001-0101978,Rental Property,Registration,25,Belcourt Apartments,2019-09-12,2021-09-29,Active Registration,2021 NW 58TH ST,SEATTLE,WA,98107,"Phillips Real Estate, LLC",https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0101978,47.67073317,-122.38299197,"2021 NW 58TH ST
SEATTLE, WA 98107
(47.67073317, -122.38299197)"
001-0113135,Rental Property,Registration,2,,2020-11-30,2022-12-15,Active Registration,1111 NW 64TH ST,SEATTLE,WA,98107,Charles & Jolene Dekeyser,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0113135,47.67508461,-122.37201283,"1111 NW 64TH ST
SEATTLE, WA 98107
(47.67508461, -122.37201283)"
001-0101287,Rental Property,Registration,44,Lee Court,2019-08-08,2021-09-19,Active Registration,2133 5TH AVE,SEATTLE,WA,98121,Lee and Associates,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0101287,47.61496586,-122.34189454,"2133 5TH AVE
SEATTLE, WA 98121
(47.61496586, -122.34189454)"
001-0114817,Rental Property,Registration,2,Kathy's Place,2020-12-01,2022-12-21,Active Registration,946 A 20TH AVE,SEATTLE,WA,98122,Teresa Walston,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0114817,47.61146544,-122.30600543,"946 A 20TH AVE
SEATTLE, WA 98122
(47.61146544, -122.30600543)"
001-0125944,Rental Property,Registration,1,,2016-09-26,2021-09-26,Active Registration,4830 S OTHELLO ST,SEATTLE,WA,98118,Duke Nguyen,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001-0125944,47.53713038,-122.27131344,"4830 S OTHELLO ST
SEATTLE, WA 98118
(47.53713038, -122.27131344)"
