TREE_ID,CIVIC_NUMBER,STD_STREET,GENUS_NAME,SPECIES_NAME,CULTIVAR_NAME,COMMON_NAME,ASSIGNED,ROOT_BARRIER,PLANT_AREA,ON_STREET_BLOCK,ON_STREET,NEIGHBOURHOOD_NAME,STREET_SIDE_NAME,HEIGHT_RANGE_ID,DIAMETER,CURB,DATE_PLANTED,Geom
218889,3538,FALAISE AV,CARPINUS,BETULUS,GLOBOSA,GLOBE HORNBEAM,N,N,12,3500,FALAISE AV,RENFREW-COLLINGWOOD,EVEN,1,3.25,Y,2007-02-15,"{'type': 'Point', 'coordinates': [-123.028544, 49.256044]}"
218891,2435,E 38TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,Y,10,2400,E 38TH AV,RENFREW-COLLINGWOOD,ODD,1,3.5,Y,2007-01-15,"{'type': 'Point', 'coordinates': [-123.056629, 49.235943]}"
218894,2355,E 41ST AV,CARPINUS,BETULUS,FASTIGIATA,PYRAMIDAL EUROPEAN HORNBEAM,N,Y,4,2300,E 41ST AV,RENFREW-COLLINGWOOD,ODD,1,3.5,Y,2007-01-22,"{'type': 'Point', 'coordinates': [-123.058001, 49.232919]}"
218895,3334,E BROADWAY,CARPINUS,BETULUS,FASTIGIATA,PYRAMIDAL EUROPEAN HORNBEAM,N,Y,3,3300,E BROADWAY,RENFREW-COLLINGWOOD,EVEN,1,3.0,Y,2007-02-15,"{'type': 'Point', 'coordinates': [-123.032496, 49.261778]}"
218946,4514,LANGARA AV,MALUS,ZUMI,CALOCARPA,REDBUD CRABAPPLE,N,N,12,4500,LANGARA AV,WEST POINT GREY,EVEN,1,3.0,N,2007-03-30,"{'type': 'Point', 'coordinates': [-123.2093, 49.27287]}"
218966,2105,E BROADWAY,QUERCUS,ROBUR,,ENGLISH OAK,N,N,B,2100,E BROADWAY,GRANDVIEW-WOODLAND,ODD,3,13.0,Y,,"{'type': 'Point', 'coordinates': [-123.061892, 49.262392]}"
218969,2512,WALL ST,CRATAEGUS,OXYACANTHA,,ENGLISH HAWTHORN,N,N,6,2500,WALL ST,HASTINGS-SUNRISE,EVEN,2,7.0,N,,
219030,4664,MANOR ST,MALUS,ZUMI,CALOCARPA,REDBUD CRABAPPLE,N,N,8,4600,MANOR ST,RENFREW-COLLINGWOOD,EVEN,1,5.0,Y,2007-03-22,"{'type': 'Point', 'coordinates': [-123.038371, 49.242975]}"
219037,3303,W 12TH AV,FRAXINUS,OXYCARPA,RAYWOOD,RAYWOOD ASH,N,N,8,2700,BLENHEIM ST,KITSILANO,ODD,2,4.0,Y,,"{'type': 'Point', 'coordinates': [-123.17801, 49.26166]}"
219066,8799,MANITOBA ST,QUERCUS,ROBUR,FASTIGIATA,PYRAMIDAL ENGLISH OAK,N,N,N,8700,MANITOBA ST,MARPOLE,ODD,4,12.0,Y,,
219069,8799,MANITOBA ST,QUERCUS,ROBUR,FASTIGIATA,PYRAMIDAL ENGLISH OAK,N,N,N,8700,MANITOBA ST,MARPOLE,ODD,4,7.0,Y,,
219070,8799,MANITOBA ST,QUERCUS,ROBUR,FASTIGIATA,PYRAMIDAL ENGLISH OAK,N,N,N,8700,MANITOBA ST,MARPOLE,ODD,4,6.0,Y,,
219187,4474,W 5TH AV,CRATAEGUS,MORDENSIS,TOBA,TOBA HAWTHORN,N,N,B,4400,W 5TH AV,WEST POINT GREY,EVEN,1,3.0,Y,2007-03-29,"{'type': 'Point', 'coordinates': [-123.20824, 49.26806]}"
219188,4582,W 5TH AV,FRAXINUS,ORNUS,ARIE PETERS,FLOWERING ASH,N,N,12,4500,W 5TH AV,WEST POINT GREY,EVEN,1,3.0,Y,2008-02-26,
219199,111,COMMERCIAL DRIVE,ACER,RUBRUM,AUTUMN FLAME,AUTUMN FLAME RED MAPLE,N,N,B,1600,PANDORA ST,GRANDVIEW-WOODLAND,ODD,1,6.0,Y,,"{'type': 'Point', 'coordinates': [-123.070651, 49.283172]}"
219206,111,COMMERCIAL DRIVE,ACER,TRUNCATUM,PACIFIC SUNSET,PACIFIC SUNSET MAPLE,N,N,B,1600,POWELL ST,GRANDVIEW-WOODLAND,EVEN,1,4.0,Y,,"{'type': 'Point', 'coordinates': [-123.071119, 49.283623]}"
219210,111,COMMERCIAL DRIVE,QUERCUS,COCCINEA,,SCARLET OAK,N,N,B,100,COMMERCIAL DRIVE,GRANDVIEW-WOODLAND,ODD,2,4.0,Y,,"{'type': 'Point', 'coordinates': [-123.070487, 49.283319]}"
219226,4438,W 15TH AV,ACER,PLATANOIDES,EMERALD QUEEN,EMERALD QUEEN NORWAY MAPLE,N,Y,11,4400,W 15TH AV,WEST POINT GREY,EVEN,1,3.0,Y,2006-11-21,"{'type': 'Point', 'coordinates': [-123.20747, 49.25921]}"
219228,4247,W 14TH AV,ACER,PLATANOIDES,EMERALD QUEEN,EMERALD QUEEN NORWAY MAPLE,N,Y,12,4200,W 14TH AV,WEST POINT GREY,ODD,1,3.0,Y,2008-01-07,"{'type': 'Point', 'coordinates': [-123.20158, 49.26013]}"
219307,7516,CAMBIE ST,CORNUS,CONTROVERSA,,GIANT DOGWOOD,N,N,7,7500,CAMBIE ST,MARPOLE,EVEN,1,3.0,Y,2008-11-17,"{'type': 'Point', 'coordinates': [-123.116628, 49.216469]}"
219346,3292,W 10TH AV,STYRAX,OBASSIA,,FRAGRANT SNOWBELL,N,N,8,2700,BLENHEIM ST,KITSILANO,EVEN,1,3.0,Y,2007-02-26,
219366,2306,W 13TH AV,PRUNUS,CERASIFERA,NIGRA,NIGHT PURPLE LEAF PLUM,N,N,10,2900,VINE ST,KITSILANO,ODD,1,3.0,Y,2012-01-06,"{'type': 'Point', 'coordinates': [-123.157904, 49.259756]}"
219406,2928,W 21ST AV,FRAXINUS,OXYCARPA,RAYWOOD,RAYWOOD ASH,N,N,8,2900,W 21ST AV,ARBUTUS-RIDGE,EVEN,4,20.0,Y,,
219467,3273,W 16TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,Y,8,3200,W 16TH AV,KITSILANO,ODD,2,5.0,Y,2008-02-21,"{'type': 'Point', 'coordinates': [-123.17751, 49.25795]}"
219468,3198,WATERLOO ST,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,10,3300,W 16TH AV,KITSILANO,ODD,1,5.25,Y,2008-01-02,"{'type': 'Point', 'coordinates': [-123.17963, 49.25799]}"
219486,2505,POINT GREY ROAD,CRATAEGUS,LAVALLEI  X,,LAVALLEI HYBRID HAWTHORN,N,N,8,2500,POINT GREY ROAD,KITSILANO,ODD,1,3.0,Y,2007-02-21,"{'type': 'Point', 'coordinates': [-123.161927, 49.273625]}"
219487,3206,W 7TH AV,ACER,PLATANOIDES,EMERALD QUEEN,EMERALD QUEEN NORWAY MAPLE,N,Y,7,2300,TRUTCH ST,KITSILANO,ODD,2,4.0,Y,2007-02-21,"{'type': 'Point', 'coordinates': [-123.17593, 49.26572]}"
219509,1928,W 13TH AV,ACER,PLATANOIDES,,NORWAY MAPLE,N,Y,7,1900,W 13TH AV,KITSILANO,EVEN,2,7.5,Y,2007-03-02,"{'type': 'Point', 'coordinates': [-123.148942, 49.259953]}"
219607,111,COMMERCIAL DRIVE,QUERCUS,RUBRA,,RED OAK,N,N,B,100,COMMERCIAL DRIVE,GRANDVIEW-WOODLAND,ODD,5,23.0,Y,,"{'type': 'Point', 'coordinates': [-123.070476, 49.283569]}"
219627,1790,BAYSHORE DRIVE,ACER,RUBRUM,,RED MAPLE,N,N,6,600,DENMAN ST,DOWNTOWN,EVEN,3,11.0,Y,,"{'type': 'Point', 'coordinates': [-123.133186, 49.292881]}"
219628,1790,BAYSHORE DRIVE,ACER,RUBRUM,,RED MAPLE,N,N,6,600,DENMAN ST,DOWNTOWN,EVEN,3,10.0,Y,,"{'type': 'Point', 'coordinates': [-123.133239, 49.292844]}"
219630,1777,BAYSHORE DRIVE,ACER,RUBRUM,,RED MAPLE,N,N,6,500,DENMAN ST,DOWNTOWN,EVEN,3,11.0,Y,,
219631,1777,BAYSHORE DRIVE,ACER,RUBRUM,,RED MAPLE,N,N,6,500,DENMAN ST,DOWNTOWN,EVEN,2,9.75,Y,,"{'type': 'Point', 'coordinates': [-123.132688, 49.293208]}"
219632,1777,BAYSHORE DRIVE,ACER,RUBRUM,,RED MAPLE,N,N,6,500,DENMAN ST,DOWNTOWN,EVEN,2,8.0,Y,,"{'type': 'Point', 'coordinates': [-123.132742, 49.293172]}"
219634,555,DENMAN ST,ACER,RUBRUM,,RED MAPLE,Y,N,B,500,DENMAN ST,WEST END,ODD,2,5.5,Y,,
219686,8652,GRANVILLE ST,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,N,N,,8600,GRANVILLE ST,MARPOLE,MED,2,3.5,N,,"{'type': 'Point', 'coordinates': [-123.140548, 49.207786]}"
219690,8686,GRANVILLE ST,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,N,N,,8600,GRANVILLE ST,MARPOLE,MED,2,3.5,N,,"{'type': 'Point', 'coordinates': [-123.140559, 49.207469]}"
219709,1460,W 62ND AV,ACER,RUBRUM,BOWHALL,BOWHALL RED MAPLE,N,Y,13,1400,W 62ND AV,MARPOLE,EVEN,1,3.0,Y,2008-02-20,"{'type': 'Point', 'coordinates': [-123.139496, 49.214969]}"
219714,8420,HUDSON ST,PRUNUS,CERASIFERA,NIGRA,NIGHT PURPLE LEAF PLUM,N,Y,12,8400,HUDSON ST,MARPOLE,EVEN,1,3.0,Y,2008-03-28,"{'type': 'Point', 'coordinates': [-123.134256, 49.209961]}"
219716,7895,ONTARIO ST,FAGUS,SYLVATICA,ASPLENIFOLIA,FERNLEAF BEECH,N,Y,9,7800,ONTARIO ST,MARPOLE,ODD,1,4.0,Y,2008-02-20,"{'type': 'Point', 'coordinates': [-123.106551, 49.213453]}"
219718,7664,YUKON ST,PRUNUS,X YEDOENSIS,AKEBONO,AKEBONO FLOWERING CHERRY,Y,N,,7600,YUKON ST,MARPOLE,EVEN,1,4.0,Y,2007-05-04,"{'type': 'Point', 'coordinates': [-123.115331, 49.215456]}"
219719,2973,W 45TH AV,QUERCUS,COCCINEA,,SCARLET OAK,N,N,8,2900,W 45TH AV,KERRISDALE,ODD,4,15.0,N,,"{'type': 'Point', 'coordinates': [-123.1723, 49.23106]}"
219720,2973,W 45TH AV,QUERCUS,COCCINEA,,SCARLET OAK,N,N,8,2900,W 45TH AV,KERRISDALE,ODD,4,15.0,N,,"{'type': 'Point', 'coordinates': [-123.1722, 49.23106]}"
219747,655,BURRARD ST,CARPINUS,BETULUS,FASTIGIATA,PYRAMIDAL EUROPEAN HORNBEAM,N,N,,600,BURRARD ST,DOWNTOWN,ODD,1,9.0,Y,,"{'type': 'Point', 'coordinates': [-123.120399, 49.285025]}"
219767,5818,ADERA ST,ACER,PLATANOIDES,,NORWAY MAPLE,N,Y,10,5800,ADERA ST,KERRISDALE,EVEN,3,9.0,Y,2007-02-20,"{'type': 'Point', 'coordinates': [-123.14328, 49.233378]}"
219770,6288,ADERA ST,ACER,PLATANOIDES,EMERALD QUEEN,EMERALD QUEEN NORWAY MAPLE,N,Y,10,6200,ADERA ST,KERRISDALE,EVEN,5,12.0,Y,2007-01-09,"{'type': 'Point', 'coordinates': [-123.143429, 49.229114]}"
219806,665,E 6TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,4,2100,FRASER ST,MOUNT PLEASANT,ODD,2,16.0,Y,,"{'type': 'Point', 'coordinates': [-123.089158, 49.265392]}"
219809,711,E 6TH AV,PRUNUS,SERRULATA,KWANZAN,KWANZAN FLOWERING CHERRY,N,N,4,2100,FRASER ST,MOUNT PLEASANT,ODD,2,6.0,Y,,
219828,6883,ANGUS DRIVE,QUERCUS,COCCINEA,,SCARLET OAK,N,N,12,6800,ANGUS DRIVE,KERRISDALE,ODD,4,17.0,Y,2007-02-16,"{'type': 'Point', 'coordinates': [-123.148195, 49.223342]}"
219830,6612,BEECHWOOD ST,CERCIDIPHYLLUM,JAPONICUM,,KATSURA TREE,N,Y,10,6600,BEECHWOOD ST,KERRISDALE,EVEN,1,5.0,Y,2007-02-21,"{'type': 'Point', 'coordinates': [-123.156376, 49.225831]}"
219832,6399,CARNARVON ST,PRUNUS,CERASIFERA,NIGRA,NIGHT PURPLE LEAF PLUM,N,Y,10,6300,CARNARVON ST,KERRISDALE,ODD,1,4.0,Y,2007-02-26,
219908,188,MILROSS AV,CERCIDIPHYLLUM,JAPONICUM,,KATSURA TREE,N,N,G,100,MILROSS AV,DOWNTOWN,EVEN,2,10.5,Y,,"{'type': 'Point', 'coordinates': [-123.10066, 49.275997]}"
219909,188,MILROSS AV,CERCIDIPHYLLUM,JAPONICUM,,KATSURA TREE,N,N,G,100,MILROSS AV,DOWNTOWN,EVEN,2,9.0,Y,,"{'type': 'Point', 'coordinates': [-123.100788, 49.276]}"
219912,120,MILROSS AV,CERCIDIPHYLLUM,JAPONICUM,,KATSURA TREE,N,Y,G,100,MILROSS AV,DOWNTOWN,EVEN,1,4.25,Y,2006-12-08,"{'type': 'Point', 'coordinates': [-123.101691, 49.276017]}"
219946,5988,CYPRESS ST,CERCIDIPHYLLUM,JAPONICUM,,KATSURA TREE,N,N,12,5900,CYPRESS ST,KERRISDALE,EVEN,1,3.0,Y,2007-04-30,"{'type': 'Point', 'coordinates': [-123.149247, 49.231914]}"
219970,9201,HUDSON ST,LIQUIDAMBAR,STYRACIFLUA,WORPLESDON,WORPLESDON SWEETGUM,Y,Y,4,9200,HUDSON ST,MARPOLE,ODD,2,3.0,Y,,
219987,4307,FRASER ST,ACER,FREEMANI   X,SCARLET SENTINEL,FREEMAN'S S.S. MAPLE,N,Y,C,4300,FRASER ST,RILEY PARK,ODD,1,10.0,Y,2007-02-15,"{'type': 'Point', 'coordinates': [-123.090317, 49.246428]}"
219988,4305,FRASER ST,ACER,FREEMANI   X,AUTUMN BLAZE,AUTUMN BLAZE RED MAPLE,N,Y,C,4300,FRASER ST,RILEY PARK,ODD,1,12.0,Y,2007-02-16,"{'type': 'Point', 'coordinates': [-123.090313, 49.246478]}"
220026,6789,CYPRESS ST,ACER,RUBRUM,,RED MAPLE,N,N,12,6700,CYPRESS ST,KERRISDALE,ODD,1,2.75,Y,2007-02-28,"{'type': 'Point', 'coordinates': [-123.149578, 49.224356]}"
220067,1043,KINGSWAY,ACER,RUBRUM,,RED MAPLE,N,N,C,1000,KINGSWAY,KENSINGTON-CEDAR COTTAGE,ODD,4,12.5,Y,,"{'type': 'Point', 'coordinates': [-123.082861, 49.253581]}"
220070,906,KINGSWAY,ACER,RUBRUM,,RED MAPLE,N,N,C,900,KINGSWAY,KENSINGTON-CEDAR COTTAGE,EVEN,3,9.0,Y,,"{'type': 'Point', 'coordinates': [-123.085291, 49.254467]}"
220130,4988,HIGHBURY ST,BETULA,PENDULA,,EUROPEAN WHITE BIRCH,N,N,8,4900,HIGHBURY ST,DUNBAR-SOUTHLANDS,EVEN,2,6.0,Y,,"{'type': 'Point', 'coordinates': [-123.18809, 49.24162]}"
220169,6083,CHURCHILL ST,ACER,PLATANOIDES,,NORWAY MAPLE,N,N,12,1600,W 45TH AV,KERRISDALE,ODD,1,3.0,Y,2007-03-28,"{'type': 'Point', 'coordinates': [-123.141844, 49.2307]}"
220170,2165,W 45TH AV,ACER,FREEMANI   X,AUTUMN BLAZE,AUTUMN BLAZE RED MAPLE,N,Y,7,2100,W 45TH AV,KERRISDALE,ODD,1,3.5,Y,2007-03-22,"{'type': 'Point', 'coordinates': [-123.157628, 49.230944]}"
220207,1598,E HASTINGS ST,CARPINUS,BETULUS,FASTIGIATA,PYRAMIDAL EUROPEAN HORNBEAM,N,Y,3,400,WOODLAND DRIVE,GRANDVIEW-WOODLAND,ODD,2,10.0,Y,2007-04-27,
220227,5011,DUNBAR ST,BETULA,PENDULA,,EUROPEAN WHITE BIRCH,N,N,N,3600,W 34TH AV,DUNBAR-SOUTHLANDS,EVEN,5,26.0,Y,,"{'type': 'Point', 'coordinates': [-123.18562, 49.24137]}"
220269,1180,FRANKLIN ST,CARPINUS,BETULUS,FASTIGIATA,PYRAMIDAL EUROPEAN HORNBEAM,N,N,9,300,VERNON DRIVE,STRATHCONA,ODD,1,2.0,Y,2006-10-03,"{'type': 'Point', 'coordinates': [-123.079253, 49.282014]}"
220271,1465,KOOTENAY ST,QUERCUS,ACUTISSIMA,,SAWTOOTH OAK,N,N,20,1400,KOOTENAY ST,HASTINGS-SUNRISE,ODD,1,3.0,Y,2006-10-03,
220274,1465,KOOTENAY ST,QUERCUS,ACUTISSIMA,,SAWTOOTH OAK,N,N,20,1400,KOOTENAY ST,HASTINGS-SUNRISE,ODD,1,3.0,Y,2006-10-03,
220275,1465,KOOTENAY ST,QUERCUS,ACUTISSIMA,,SAWTOOTH OAK,N,N,20,1400,KOOTENAY ST,HASTINGS-SUNRISE,ODD,1,3.0,Y,2006-10-03,
220287,6258,VINE ST,ACER,PLATANOIDES,,NORWAY MAPLE,N,N,12,6200,VINE ST,KERRISDALE,EVEN,1,6.0,Y,2007-03-15,"{'type': 'Point', 'coordinates': [-123.160034, 49.229753]}"
220289,3828,SLOCAN ST,ACER,PLATANOIDES,GLOBOSUM,GLOBEHEAD NORWAY MAPLE,N,N,B,3800,SLOCAN ST,RENFREW-COLLINGWOOD,EVEN,2,7.0,Y,,"{'type': 'Point', 'coordinates': [-123.049433, 49.25037]}"
220293,6116,CARNARVON ST,MALUS,XX,SNOWCLOUD,SNOWCLOUD CRABAPPLE,N,N,B,2900,W 45TH AV,KERRISDALE,EVEN,1,3.0,Y,2007-03-27,"{'type': 'Point', 'coordinates': [-123.17291, 49.23096]}"
220307,2261,CAROLINA ST,QUERCUS,ACUTISSIMA,,SAWTOOTH OAK,N,N,2,2200,CAROLINA ST,MOUNT PLEASANT,ODD,3,7.0,Y,,
220310,2625,WATERLOO ST,PSEUDOTSUGA,MENZIESII,,DOUGLAS FIR,N,N,B,2600,WATERLOO ST,KITSILANO,ODD,9,48.0,Y,,"{'type': 'Point', 'coordinates': [-123.18003, 49.2631]}"
220346,6699,MARGUERITE ST,GLEDITSIA,TRIACANTHOS,SHADEMASTER,SHADEMASTER HONEYLOCUST,N,N,12,6600,MARGUERITE ST,KERRISDALE,ODD,2,5.0,Y,2007-01-23,"{'type': 'Point', 'coordinates': [-123.145148, 49.225136]}"
220406,4439,OSLER ST,ULMUS,AMERICANA,,AMERICAN ELM,N,N,9,4400,OSLER ST,SHAUGHNESSY,ODD,6,20.5,Y,,"{'type': 'Point', 'coordinates': [-123.130028, 49.245886]}"
220409,7284,CYPRESS ST,GLEDITSIA,TRIACANTHOS,SHADEMASTER,SHADEMASTER HONEYLOCUST,N,N,12,1800,W 57TH AV,KERRISDALE,ODD,1,6.0,Y,2007-01-22,"{'type': 'Point', 'coordinates': [-123.149267, 49.219539]}"
220429,3133,W 48TH AV,MAGNOLIA,KEWENSIS X,WADA'S MEMORY,MAGNOLIA WADA'S MEMORY,N,N,10,3100,W 48TH AV,KERRISDALE,ODD,1,3.0,Y,2007-04-30,"{'type': 'Point', 'coordinates': [-123.17512, 49.22853]}"
220431,2629,W 49TH AV,FRAXINUS,ORNUS,ARIE PETERS,FLOWERING ASH,N,Y,4,2600,W 49TH AV,KERRISDALE,ODD,1,3.0,Y,2007-04-27,"{'type': 'Point', 'coordinates': [-123.164968, 49.227339]}"
220434,6928,ARBUTUS ST,HIBISCUS,SYRIACA,,ROSE OF SHARON,N,N,N,2000,W 53RD AV,KERRISDALE,EVEN,1,3.0,Y,2007-03-29,"{'type': 'Point', 'coordinates': [-123.153965, 49.222767]}"
220466,2235,GRAVELEY ST,PINUS,SYLVESTRIS,,SCOTCH PINE,N,N,6,2200,GRAVELEY ST,GRANDVIEW-WOODLAND,ODD,1,6.5,Y,,"{'type': 'Point', 'coordinates': [-123.059098, 49.270467]}"
220526,213,E GEORGIA ST,CARPINUS,BETULUS,FASTIGIATA,PYRAMIDAL EUROPEAN HORNBEAM,N,Y,C,200,E GEORGIA ST,STRATHCONA,ODD,3,8.0,Y,2007-04-16,"{'type': 'Point', 'coordinates': [-123.099287, 49.278631]}"
220531,1495,E 33RD AV,ACER,PLATANOIDES,COLUMNARE,COLUMNAR NORWAY MAPLE,N,N,3,1400,E 33RD AV,KENSINGTON-CEDAR COTTAGE,ODD,2,7.25,Y,,"{'type': 'Point', 'coordinates': [-123.074525, 49.240244]}"
220532,1495,E 33RD AV,QUERCUS,ROBUR,SKYMASTER,SKYMASTER ENGLISH OAK,N,N,3,1400,E 33RD AV,KENSINGTON-CEDAR COTTAGE,ODD,3,12.25,Y,,"{'type': 'Point', 'coordinates': [-123.07437, 49.240244]}"
220569,1250,BURNABY ST,ACER,FREEMANI   X,ARMSTRONG,ARMSTRONG RED MAPLE,N,N,6,1200,BURNABY ST,WEST END,EVEN,3,7.5,Y,2008-01-02,"{'type': 'Point', 'coordinates': [-123.135427, 49.281661]}"
220579,1534,HARWOOD ST,ACER,TRUNCATUM,PACIFIC SUNSET,PACIFIC SUNSET MAPLE,N,N,7,1500,HARWOOD ST,WEST END,EVEN,2,5.0,Y,2007-11-28,"{'type': 'Point', 'coordinates': [-123.140314, 49.283433]}"
220584,1188,LE ROI ST,LIQUIDAMBAR,STYRACIFLUA,WORPLESDON,WORPLESDON SWEETGUM,N,Y,7,1100,LE ROI ST,HASTINGS-SUNRISE,EVEN,1,10.4,Y,2007-03-08,"{'type': 'Point', 'coordinates': [-123.040064, 49.274217]}"
220589,1556,E 5TH AV,FAGUS,SYLVATICA,FASTIGIATA,PYRAMIDAL BEECH,N,N,4,1500,E 5TH AV,GRANDVIEW-WOODLAND,EVEN,2,7.5,Y,,"{'type': 'Point', 'coordinates': [-123.071831, 49.265944]}"
220590,1556,E 5TH AV,FAGUS,SYLVATICA,FASTIGIATA,PYRAMIDAL BEECH,N,N,4,1500,E 5TH AV,GRANDVIEW-WOODLAND,EVEN,2,8.5,Y,,"{'type': 'Point', 'coordinates': [-123.072171, 49.265947]}"
220591,1556,E 5TH AV,FAGUS,SYLVATICA,FASTIGIATA,PYRAMIDAL BEECH,N,N,4,1500,E 5TH AV,GRANDVIEW-WOODLAND,EVEN,2,6.0,Y,,"{'type': 'Point', 'coordinates': [-123.072317, 49.265947]}"
220597,242,PRINCESS AV,PARROTIA,PERSICA,VANESSA,VANESSA PERSIAN IRONWOOD,N,Y,C,600,E CORDOVA ST,STRATHCONA,EVEN,1,3.0,Y,2007-11-23,"{'type': 'Point', 'coordinates': [-123.091158, 49.282186]}"
220599,316,UNION ST,FAGUS,GRANDIFOLIA,,AMERICAN BEECH,N,Y,B,300,UNION ST,STRATHCONA,EVEN,1,4.25,Y,2007-04-16,"{'type': 'Point', 'coordinates': [-123.096444, 49.277533]}"
220601,346,UNION ST,FAGUS,GRANDIFOLIA,,AMERICAN BEECH,N,Y,B,300,UNION ST,STRATHCONA,EVEN,1,4.0,Y,2007-04-16,"{'type': 'Point', 'coordinates': [-123.095887, 49.277522]}"
220602,710,UNION ST,PYRUS,CALLERYANA,CHANTICLEER,CHANTICLEER PEAR,N,Y,B,700,UNION ST,STRATHCONA,EVEN,1,3.5,Y,2008-03-06,"{'type': 'Point', 'coordinates': [-123.089281, 49.277403]}"
220603,3816,WELWYN ST,SORBUS,SPECIES,,MOUNTAIN ASH SPECIES,N,N,8,3800,WELWYN ST,KENSINGTON-CEDAR COTTAGE,EVEN,2,3.0,Y,,"{'type': 'Point', 'coordinates': [-123.069338, 49.251348]}"
220607,2283,E 41ST AV,QUERCUS,ROBUR,,ENGLISH OAK,N,N,B,2200,E 41ST AV,KENSINGTON-CEDAR COTTAGE,ODD,5,42.25,Y,,"{'type': 'Point', 'coordinates': [-123.059704, 49.232994]}"
220614,5778,CHESTER ST,ACER,PLATANOIDES,ROYAL RED,ROYAL RED NORWAY MAPLE,N,Y,8,5700,CHESTER ST,SUNSET,EVEN,1,3.0,Y,2008-02-29,"{'type': 'Point', 'coordinates': [-123.089112, 49.232225]}"
220615,5838,CHESTER ST,ACER,PLATANOIDES,ROYAL RED,ROYAL RED NORWAY MAPLE,N,N,8,5800,CHESTER ST,SUNSET,EVEN,1,3.0,Y,2008-02-29,"{'type': 'Point', 'coordinates': [-123.089125, 49.231683]}"
220619,33,E 46TH AV,CERCIDIPHYLLUM,JAPONICUM,,KATSURA TREE,N,Y,10,0,E 46TH AV,SUNSET,ODD,1,3.25,Y,2008-04-02,"{'type': 'Point', 'coordinates': [-123.105089, 49.228589]}"
220627,6339,CHESTER ST,ACER,CAMPESTRE,QUEEN ELIZABETH,QUEEN ELIZABETH MAPLE,N,Y,6,6300,CHESTER ST,SUNSET,ODD,1,3.0,Y,2008-04-03,"{'type': 'Point', 'coordinates': [-123.089425, 49.226906]}"
220629,5765,CREE ST,ZELKOVA,SERRATA,VILLAGE GREEN,VILLAGE GREEN ZELKOVA,N,N,12,5700,CREE ST,SUNSET,ODD,1,2.0,Y,2008-03-03,"{'type': 'Point', 'coordinates': [-123.1001, 49.232353]}"
220636,6755,LANCASTER ST,ACER,TRUNCATUM,PACIFIC SUNSET,PACIFIC SUNSET MAPLE,N,Y,8,6700,LANCASTER ST,KILLARNEY,ODD,1,11.0,Y,2006-11-21,"{'type': 'Point', 'coordinates': [-123.042785, 49.222653]}"
220637,6839,LANCASTER ST,ACER,TRUNCATUM,PACIFIC SUNSET,PACIFIC SUNSET MAPLE,N,Y,8,6800,LANCASTER ST,KILLARNEY,ODD,1,11.0,Y,2006-11-24,"{'type': 'Point', 'coordinates': [-123.0428, 49.222258]}"
220639,6879,LANCASTER ST,ACER,TRUNCATUM,PACIFIC SUNSET,PACIFIC SUNSET MAPLE,N,Y,8,6800,LANCASTER ST,KILLARNEY,ODD,1,11.0,Y,2006-11-24,"{'type': 'Point', 'coordinates': [-123.042811, 49.222061]}"
220642,61,E 47TH AV,MALUS,ZUMI,CALOCARPA,REDBUD CRABAPPLE,N,Y,10,0,E 47TH AV,SUNSET,ODD,1,3.0,Y,2007-04-17,"{'type': 'Point', 'coordinates': [-123.104525, 49.227675]}"
220644,1438,RICHARDS ST,ACER,PLATANOIDES,EMERALD QUEEN,EMERALD QUEEN NORWAY MAPLE,N,Y,17,400,PACIFIC BOULEVARD,DOWNTOWN,EVEN,2,86.0,Y,2007-06-01,
220657,65,E 49TH AV,PRUNUS,SERRULATA,SHIROTAE,SHIROTAE(MT FUJI) CHERRY,N,Y,4,0,E 49TH AV,SUNSET,ODD,1,3.0,Y,2008-04-10,"{'type': 'Point', 'coordinates': [-123.104768, 49.225789]}"
220658,105,E 50TH AV,PRUNUS,X YEDOENSIS,AKEBONO,AKEBONO FLOWERING CHERRY,N,Y,6,100,E 50TH AV,SUNSET,ODD,1,4.5,Y,2007-04-13,"{'type': 'Point', 'coordinates': [-123.103453, 49.224808]}"
220659,852,E 50TH AV,STYRAX,JAPONICA,,JAPANESE SNOWBELL,N,Y,10,800,E 50TH AV,SUNSET,EVEN,2,6.0,Y,2007-04-19,"{'type': 'Point', 'coordinates': [-123.087295, 49.224436]}"
220661,2033,E 43RD AV,QUERCUS,RUBRA,,RED OAK,N,N,8,2000,E 43RD AV,VICTORIA-FRASERVIEW,ODD,6,30.5,Y,,"{'type': 'Point', 'coordinates': [-123.064657, 49.231281]}"
220662,3008,W 37TH AV,QUERCUS,SPECIES,,OAK SPECIES,N,N,10,3000,W 37TH AV,DUNBAR-SOUTHLANDS,EVEN,2,13.5,Y,,"{'type': 'Point', 'coordinates': [-123.1733, 49.23848]}"
