index,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,cast,director
4078,0,Action Comedy,,12207,father son relationship martial arts showdown fistfight friendship,cn,醉拳二,"Returning home with his father after a shopping expedition, Wong Fei-Hong is unwittingly caught up in the battle between foreigners who wish to export ancient Chinese artifacts and loyalists who don't want the pieces to leave the country. Fei-Hong must fight against the foreigners using his Drunken Boxing style, and overcome his father's antagonism as well.",15.046612,"[{""name"": ""Paragon Films Ltd."", ""id"": 3055}, {""name"": ""Golden Harvest Company Ltd."", ""id"": 6379}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}]",1994-02-03,0,102.0,"[{""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}]",Released,He's got a secret weapon with a lot of kick.,The Legend of Drunken Master,7.2,242,Jackie Chan Anita Mui Ti Lung Felix Wong Liu Chia-Liang,Liu Chia-Liang
837,55000000,Animation Comedy Family,,175574,holiday thanksgiving freedom duringcreditsstinger 3d,en,Free Birds,"In this irreverent, hilarious, adventurous buddy comedy for audiences of all ages, directed by Jimmy Hayward (Horton Hears a Who!), two turkeys from opposite sides of the tracks must put aside their differences and team up to travel back in time to change the course of history - and get turkey off the holiday menu for good.",14.414937,"[{""name"": ""Reel FX Creative Studios"", ""id"": 2787}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-10-30,110000000,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Hang On To Your Nuggets,Free Birds,5.7,254,Owen Wilson Woody Harrelson Amy Poehler George Takei Colm Meaney,Jimmy Hayward
1352,36000000,Thriller Science Fiction Mystery Romance,,782,paraplegic suicide attempt cheating dna spaceman,en,Gattaca,"Science fiction drama about a future society in the era of indefinite eugenics where humans are set on a life course depending on their DNA. The young Vincent Freeman is born with a condition that would prevent him from space travel, yet he is determined to infiltrate the GATTACA space program.",70.398356,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Jersey Films"", ""id"": 216}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-09-07,12532777,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""eo"", ""name"": ""Esperanto""}]",Released,There is no gene for the human spirit.,Gattaca,7.5,1808,Ethan Hawke Jude Law Gore Vidal Uma Thurman Alan Arkin,Andrew Niccol
4518,500000,Drama Comedy,,2056,train station new jersey small person friendship newfoundland,en,The Station Agent,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.",11.578545,"[{""name"": ""Next Wednesday Productions"", ""id"": 921}, {""name"": ""SenArt Films"", ""id"": 922}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-01-26,8679814,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Loneliness is much better when you have got someone to share it with.,The Station Agent,7.4,210,Peter Dinklage Patricia Clarkson Bobby Cannavale Michelle Williams Raven Goodwin,Tom McCarthy
1167,40000000,Romance Horror,,6114,adultery maze vampire bite remake,en,Dracula,"When Dracula leaves the captive Jonathan Harker and Transylvania for London in search of Mina Harker -- the spitting image of Dracula's long-dead wife, Elisabeta -- obsessed vampire hunter Dr. Van Helsing sets out to end the madness.",45.022964,"[{""name"": ""American Zoetrope"", ""id"": 70}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Osiris Films"", ""id"": 2019}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-11-13,215862692,128.0,"[{""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""ro"", ""name"": ""Rom\u00e2n\u0103""}, {""iso_639_1"": ""bg"", ""name"": ""\u0431\u044a\u043b\u0433\u0430\u0440\u0441\u043a\u0438 \u0435\u0437\u0438\u043a""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Love never dies.,Dracula,7.1,1056,Gary Oldman Winona Ryder Anthony Hopkins Keanu Reeves Richard E. Grant,Francis Ford Coppola
3242,8000000,Crime Drama,,10734,prison based on novel island mouse alcatraz,en,Escape from Alcatraz,"Escape from Alcatraz tells the story of the only three men ever to escape from the infamous maximum security prison at Alcatraz. In 29 years, the seemingly impenetrable federal penitentiary, which housed Al Capone and ""Birdman"" Robert Stroud, was only broken once - by three men never heard of again.",26.356696999999997,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Malpaso Company"", ""id"": 15298}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1979-06-22,43000000,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No one has ever escaped from Alcatraz...and no one ever will!,Escape from Alcatraz,7.2,561,Clint Eastwood Patrick McGoohan Roberts Blossom Jack Thibeau Fred Ward,Don Siegel
1549,30000000,Horror Comedy Fantasy,,2907,dead wish vampire black humor uncle eccentric,en,The Addams Family,"Uncle Fester has been missing for 25 years. An evil doctor finds out and introduces a fake Fester in an attempt to get the Adams Family's money. The youngest daughter has some doubts about the new uncle Fester, but the fake uncle adapts very well to the strange family. Can the doctor carry out her evil plans and take over the Adams Family's fortune?",37.179547,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Orion Pictures"", ""id"": 41}, {""name"": ""Scott Rudin Productions"", ""id"": 258}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1991-11-22,191502426,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Weird Is Relative,The Addams Family,6.7,848,Ra\u00fal Juli\u00e1 Anjelica Huston Christopher Lloyd Christina Ricci Carel Struycken,Barry Sonnenfeld
3138,10000000,Drama Action Comedy Western,http://gunless.ca/,43090,gunslinger bounty hunter blacksmith duel wild west,en,Gunless,"A quiet and peaceful community in the Dominion of Canada is shaken up by the arrival of a wounded and stinky gun-toting American cowboy, simply known as The Montana Kid, wanted for the alleged killing of seven men. A subsequent clarification reveals that his real name is Sean Rafferty, and he admits to killing, not seven, but eleven men. Things only get worse after Sean gets in the bad books of the local militia, and with armed bounty hunters hot on his trail, challenges the local unarmed blacksmith, Jack Smith, to a duel - wild west style! Written by rAjOo",3.753703,"[{""name"": ""Rhombus Media"", ""id"": 164}, {""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""The Harold Greenberg Fund"", ""id"": 807}, {""name"": ""Brightlight Pictures"", ""id"": 1063}, {""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""Astral Media"", ""id"": 2743}, {""name"": ""Corus Entertainment"", ""id"": 11550}, {""name"": ""Gunless Productions"", ""id"": 21974}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2010-04-30,0,89.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Fastest draw in the North... kinda.,Gunless,6.7,27,Sienna Guillory Tyler Mane Callum Keith Rennie Dustin Milligan Graham Greene,William Phillips
1712,28000000,Comedy,,137093,casino male friendship stag night las vegas elderly,en,Last Vegas,Three sixty-something friends take a break from their day-to-day lives to throw a bachelor party in Las Vegas for their last remaining single pal.,28.04350800000001,"[{""name"": ""Laurence Mark Productions"", ""id"": 415}, {""name"": ""CBS Films"", ""id"": 5490}, {""name"": ""Outlaw Sinema"", ""id"": 13444}, {""name"": ""Good Universe"", ""id"": 17393}, {""name"": ""Gidden Media"", ""id"": 34886}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-10-31,134402450,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's going to be legendary,Last Vegas,6.4,799,Robert De Niro Morgan Freeman Michael Douglas Kevin Kline Mary Steenburgen,Jon Turteltaub
1673,0,Comedy,,31203,,fr,Le petit Nicolas,"Nicolas has a happy existence, parents who love him, a great group of friends with whom he has great fun, and all he wants is that nothing to changes... However, one day, he overhears a conversation that leads him to believe that his life might change forever, his mother is pregnant!. He panics and envisions the worst: soon a little brother will...",20.362025,"[{""name"": ""Fid\u00e9lit\u00e9 Productions"", ""id"": 147}, {""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""M6 Films"", ""id"": 1115}, {""name"": ""SCOPE Invest"", ""id"": 2250}, {""name"": ""Scope Pictures"", ""id"": 11199}, {""name"": ""M6"", ""id"": 11261}, {""name"": ""Orange Cin\u00e9ma S\u00e9ries"", ""id"": 11620}, {""name"": ""R\u00e9gion Wallone"", ""id"": 11920}, {""name"": ""Mandarin Films"", ""id"": 12096}, {""name"": ""IMAV Editions"", ""id"": 23303}]","[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2009-09-30,0,91.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,,Little Nicholas,5.9,306,Maxime Godart Val\u00e9rie Lemercier Kad Merad Sandrine Kiberlain Fran\u00e7ois-Xavier Demaison,Laurent Tirard
1378,1800000,Horror,,377,child murderer sleep nightmare supernatural slasher,en,A Nightmare on Elm Street,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson (Heather Langenkamp) traces the cause to child molester Fred Krueger (Robert Englund), who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen (Johnny Depp), must devise a plan to lure the monster out of the realm of nightmares and into the real world...",38.204158,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Smart Egg Pictures"", ""id"": 1531}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1984-11-14,25504513,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"If Nancy Doesn't Wake Up Screaming, She Won't Wake Up At All!",A Nightmare on Elm Street,7.2,1180,John Saxon Ronee Blakley Heather Langenkamp Amanda Wyss Jsu Garcia,Wes Craven
1822,26000000,Thriller Adventure Mystery Fantasy,,208763,monster mystic church demon witchcraft,ru,Viy,"Early 18th century. Cartographer Jonathan Green undertakes a scientific voyage from Europe to the East. Having passed through Transylvania and crossed the Carpathian Mountains, he finds himself in a small village lost in impassible woods. Nothing but chance and heavy fog could bring him to this cursed place. People who live here do not resemble any other people which the traveler saw before that. The villagers, having dug a deep moat to fend themselves from the rest of the world, share a naive belief that they could save themselves from evil, failing to understand that evil has made its nest in their souls and is waiting for an opportunity to gush out upon the world.",7.182761,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Ankor-Film"", ""id"": 21450}]","[{""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""RU"", ""name"": ""Russia""}, {""iso_3166_1"": ""UA"", ""name"": ""Ukraine""}]",2014-01-30,0,127.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,The truth is in you,Forbidden Kingdom,4.9,71,Jason Flemyng Aleksey Chadov Agniya Ditkovskite Yuriy Tsurilo Olga Zaytseva,Oleg Stepchenko
2290,18000000,Comedy,,12090,venice france prison fire europe,en,Just Married,"Tom Leezak and Sarah McNerney fall in love and plan to get married, despite opposition from Sarah's uptight, rich family. When they do get married, and get a chance to prove Sarah's family wrong, they go on a European honeymoon and run into disaster after disaster. They have to decide whether the honeymoon from hell and a few pre-marital mistakes are worth throwing away their love and marriage.",18.475179999999998,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Robert Simonds Productions"", ""id"": 3929}, {""name"": ""Mediastream Dritte Film GmbH & Co. Beteiligungs KG"", ""id"": 19352}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-01-09,101564935,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Welcome to the honeymoon from hell.,Just Married,5.3,404,Ashton Kutcher Brittany Murphy Christian Kane David Moscow Alex Thomas,Shawn Levy
1256,55000000,Action Adventure Comedy,,12704,wilderness sahara beautiful woman singer escape,en,Ishtar,"Two terrible lounge singers get booked to play a gig in a Moroccan hotel but somehow become pawns in an international power play between the CIA, the Emir of Ishtar, and the rebels trying to overthrow his regime",2.410546,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1987-05-15,14375181,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Ishtar,4.2,28,Warren Beatty Dustin Hoffman Isabelle Adjani Charles Grodin Jack Weston,Elaine May
2329,0,Crime Horror,http://www.sonypictures.com/movies/promnight/,8617,aunt remake blood on shirt slasher death of family,en,Prom Night,"Donna's senior prom is supposed to be the best night of her life, though a sadistic killer from her past has different plans for her and her friends.",9.642041,"[{""name"": ""Alliance Films"", ""id"": 2514}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-04-10,14796236,88.0,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Night To Die For.,Prom Night,4.8,167,Brittany Snow Scott Porter Jessica Stroup Dana Davis Kelly Blatz,Nelson McCormick
607,70000000,Mystery Action Thriller Science Fiction Adventure,http://www.skycaptain.com/,5137,london england himalaya journalist killer robot computer war,en,Sky Captain and the World of Tomorrow,"When gigantic robots attack New York City, ""Sky Captain"" uses his private air force to fight them off. His ex-girlfriend, reporter Polly Perkins, has been investigating the recent disappearance of prominent scientists. Suspecting a link between the global robot attacks and missing men, Sky Captain and Polly decide to work together. They fly to the Himalayas in pursuit of the mysterious Dr. Totenkopf, the mastermind behind the robots.",24.664776,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Natural Nylon Entertainment"", ""id"": 804}, {""name"": ""Riff Raff Film Productions"", ""id"": 1668}, {""name"": ""Filmauro"", ""id"": 4753}, {""name"": ""Blue Flower Productions"", ""id"": 10671}, {""name"": ""Brooklyn Films II"", ""id"": 10672}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-09-17,57958696,107.0,"[{""iso_639_1"": ""bo"", ""name"": """"}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Who will save us?,Sky Captain and the World of Tomorrow,5.7,439,Jude Law Gwyneth Paltrow Giovanni Ribisi Angelina Jolie Bai Ling,Kerry Conran
2801,12500000,Crime Drama,,21612,suicide bedroom strike great depression trade union,en,The Funeral,"The story concerns the funeral of one of three brothers in a family of gangsters that lived in New York in 1930s. Details of the past of the brothers and their families are shown through a series of flashbacks, climaxing in a shocking ending.",2.950618,"[{""name"": ""C&P Productions"", ""id"": 3989}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-01-26,1227324,99.0,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"One family, one murder, too many lies.",The Funeral,7.3,31,Christopher Walken Chris Penn Annabella Sciorra Isabella Rossellini Vincent Gallo,Abel Ferrara
2304,18000000,Thriller Drama Music Crime,,22479,politician kansas city election jazz music,en,Kansas City,"Robert Altman's story is a riff on race, class, and power cross-cuts between the two kidnappings and the background of corrupt politics and virtuoso jazz music. It all takes place in Kansas City in 1934.",5.380733,"[{""name"": ""Fine Line Features"", ""id"": 8}, {""name"": ""CiBy 2000"", ""id"": 7832}, {""name"": ""Sandcastle 5 Productions"", ""id"": 37163}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-08-16,0,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Kansas City, 1934. Anything could happen here. One night it did.",Kansas City,6.1,12,Jennifer Jason Leigh Miranda Richardson Harry Belafonte Michael Murphy Dermot Mulroney,Robert Altman
697,60000000,Comedy Drama,,37165,claustrophobia hidden camera dystopia reality show make believe,en,The Truman Show,"Truman Burbank is the star of ""The Truman Show"", a 24-hour-a-day ""reality"" TV show that broadcasts every aspect of his life -- live and in color -- without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows -- including his wife and his best friend -- is really an actor, paid to be part of his life.",56.488027,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-06-04,264118201,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,On the air. Unaware.,The Truman Show,7.8,4537,Jim Carrey Laura Linney Noah Emmerich Natascha McElhone Ed Harris,Peter Weir
3031,12600000,Horror Thriller,,9902,life and death death of a friend parts of dead body,en,Wrong Turn,"Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding.",33.555764,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Newmarket Capital Group"", ""id"": 506}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Stan Winston Studio"", ""id"": 24211}, {""name"": ""Media Cooperation One"", ""id"": 24212}, {""name"": ""DCP Wrong Turn Productions"", ""id"": 53350}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-05-30,28650575,84.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's the last one you'll ever take.,Wrong Turn,6.0,635,Desmond Harrington Eliza Dushku Emmanuelle Chriqui Jeremy Sisto Kevin Zegers,Rob Schmidt
2773,15000000,Drama Thriller Mystery,,28211,toronto lesbian remake of french film suspicious wife female doctor,en,Chloe,"A doctor hires an escort to seduce her husband, whom she suspects of cheating, though unforeseen events put the family in danger.",26.373864,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Montecito Picture Company, The"", ""id"": 4607}, {""name"": ""Outpost Studios"", ""id"": 25886}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2009-03-25,8459458,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"If the one you love was lying to you, how far would you go to find out the truth?",Chloe,5.9,498,Julianne Moore Liam Neeson Amanda Seyfried Max Thieriot R. H. Thomson,Atom Egoyan
1057,30000000,Drama,,7214,black people autoritian education sport high school scholarship,en,Coach Carter,"Based on a true story, in which Richmond High School head basketball coach Ken Carter made headlines in 1999 for benching his undefeated team due to poor academic results.",23.234651,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Tollin/Robbins Productions"", ""id"": 2184}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-01-14,76669806,136.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It begins on the street. It ends here.,Coach Carter,7.3,496,Samuel L. Jackson Rob Brown Robert Ri'chard Rick Gonzalez Channing Tatum,Thomas Carter
4274,0,Horror Comedy,,100275,cannibal sleepwalking art teacher,en,Eddie: The Sleepwalking Cannibal,A once-famous painter rediscovers inspiration when he befriends a sleepwalking cannibal.,0.143784,"[{""name"": ""Det Danske Filminstitut"", ""id"": 118}, {""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""Fridthjof Film"", ""id"": 7048}, {""name"": ""Make A Move"", ""id"": 64899}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""DK"", ""name"": ""Denmark""}]",2012-04-22,1632,79.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Part muse. Part sleepwalking cannibal.,Eddie: The Sleepwalking Cannibal,6.1,30,Thure Lindhardt Dylan Smith Georgina Reilly Alain Goulem Stephen McHattie,Boris Rodriguez
1811,25000000,Comedy Drama Family,,788,san francisco parents kids relationship restaurant nanny mask,en,Mrs. Doubtfire,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as an English nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",30.884534999999996,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Blue Wolf"", ""id"": 10230}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-11-24,441286195,125.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,She makes dinner. She does windows. She reads bedtime stories. She's a blessing... in disguise.,Mrs. Doubtfire,7.0,1591,Robin Williams Sally Field Pierce Brosnan Harvey Fierstein Polly Holliday,Chris Columbus
2999,20000000,Comedy,,10426,guard shopping mall thief drug,en,Friday After Next,Craig and Day Day have finally moved out of their parents houses and into their own crib. The cousins work nights at a local mall as security guards. When their house is robbed on Christmas Eve they team up to track him down.,7.499639,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-11-22,33526835,85.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,The party's back in the 'hood!,Friday After Next,6.0,100,Ice Cube Mike Epps John Witherspoon Don Curry Anna Maria Horsford,Marcus Raboy
4057,2160000,Drama,,43610,,en,The Valley of Decision,"Mary Rafferty comes from a poor family of steel mill workers in 19th Century Pittsburgh. Her family objects when she goes to work as a maid for the wealthy Scott family which controls the mill. Mary catches the attention of handsome scion Paul Scott, but their romance is complicated by Paul's engagement to someone else and a bitter strike among the mill workers.",0.1813,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1945-06-01,9132000,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Valley of Decision,5.8,4,Greer Garson Gregory Peck Donald Crisp Lionel Barrymore Preston Foster,Tay Garnett
2697,0,History Drama,,10741,hotel senator kitchen marriage crisis politics,en,Bobby,"In 1968 the lives of a retired doorman, hotel manager, lounge singer, busboy, beautician and others intersect in the wake of Robert F. Kennedy's assassination at the Ambassador Hotel in Los Angeles.",11.706309,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Bold Films"", ""id"": 2266}, {""name"": ""Holly Wiersma Productions"", ""id"": 21856}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-09-05,0,120.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,He saw wrong and tried to right it. He saw suffering and tried to heal it. He saw war and tried to stop it.,Bobby,6.4,119,Anthony Hopkins Heather Graham Ashton Kutcher Mary Elizabeth Winstead Helen Hunt,Emilio Estevez
3252,14000000,Horror Thriller Mystery Fantasy,,11596,fire kidnapping nightmare earthquake insomnia,en,New Nightmare,"Freddy's back … and he's badder than ever! Nancy, the historical nemesis of the man with the satanic snarl and pitchfork fingers, discovers that a new monstrous demon has taken on Freddy's persona. Can Nancy stop this new threat in time to save her son?",14.730796,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-10-13,18090181,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"One, Two, Freddy's coming for you...",New Nightmare,6.4,291,Heather Langenkamp Robert Englund Miko Hughes Wes Craven David Newsom,Wes Craven
1854,0,Action Adventure Comedy,,9416,prison diamant liberation of prisoners transport of prisoners interview,en,Money Talks,"Money Talks is a 1997 American comedy film directed by Brett Ratner. Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",7.615653,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-08-22,0,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,This ain't no buddy movie.,Money Talks,5.9,87,Chris Tucker Charlie Sheen Heather Locklear Paul Sorvino Elise Neal,Brett Ratner
967,50000000,Drama Fantasy,http://hereafter.warnerbros.com/,44603,,en,Hereafter,"A supernatural thriller centered on three people -- a blue-collar American, a French journalist and a London school boy -- who are touched by death in different ways.",13.365715,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-10-15,105197635,129.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Touched by death. Changed by life.,Hereafter,5.8,510,Matt Damon Bryce Dallas Howard George McLaren Thierry Neuvic Cyndi Mayo Davis,Clint Eastwood
3714,4500000,Action Crime Thriller,,13807,,cn,放‧逐,"A friendship is formed between an ex-gangster, and two groups of hitmen - those who want to protect him and those who were sent to kill him.",8.48639,"[{""name"": ""Media Asia Films"", ""id"": 5552}, {""name"": ""Milky Way Image Company"", ""id"": 5632}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}]",2006-09-06,0,110.0,"[{""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}]",Released,,Exiled,7.0,46,Anthony Wong Francis Ng Simon Yam Nick Cheung Richie Ren,Johnnie To
4692,0,Music Comedy Drama,,361398,,en,Theresa Is a Mother,"Singer/songwriter and single mother Theresa McDermott has finally hit the end of the line in NYC. Unable to make ends meet, she is forced to pack up her life and her 3 girls and move back to the small town and parents she ran from a decade ago. Teresa needs a job, her parents need their space and a family tragedy that was never dealt with from years past needs closure. Old wounds, unattainable dreams and a few other things expose themselves as a fractured family works to become whole and a single mom, a responsible mother.",0.036532,"[{""name"": ""Garden Thieves Pictures"", ""id"": 64143}, {""name"": ""A May Sky Picture Entertainment"", ""id"": 64144}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-09-25,0,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Theresa Is a Mother,0.0,0,Edie McClurg C. Fraser Press Richard Poe Robert Turano Matthew Gumley,Darren Press
