id,title,duration,MPA,rating,votes,meta_score,description,movie_link,writers,directors,stars,budget,opening_weekend_gross,gross_worldwide,gross_us_canada,release_date,countries_origin,filming_locations,production_companies,awards_content,genres,languages
tt6474040,Stockholm,1h 32m,R,6.1,15K,54.0,Based on the absurd but true 1973 bank heist and hostage crisis in Stockholm that was documented in the New Yorker as the origins of the 'Stockholm Syndrome'.,https://www.imdb.com/title/tt6474040/,"['Robert Budreau', 'Daniel Lang', 'James Luscombe']",['Robert Budreau'],"['Ethan Hawke', 'Noomi Rapace', 'Mark Strong', 'Christopher Heyerdahl', 'Bea Santos', 'Mark Rendall', 'Ian Matthews', 'John Ralston', 'Shanti Roney', 'Christopher Wagelin']","$9,000,000 (estimated)",,"$1,139,481","$302,085",2019-04-12,"['Canada', 'United States', 'Sweden']","['Stockholm, Sweden (Exterior scenes)']","['Darius Films', 'Lumanity Productions', 'Chimney']","Awards, 5 wins & 7 nominations total","['Dark Comedy', 'Docudrama', 'Period Drama', 'True Crime', 'Biography', 'Comedy', 'Crime', 'Drama', 'History']","['English', 'Swedish']"
tt32141536,McVeigh,1h 30m,,4.6,340,,Army veteran Timothy McVeigh hatches a deadly plan after the Waco siege. A psychological thriller depicting the deadliest act of domestic terrorism in U.S. history.,https://www.imdb.com/title/tt32141536/,"['Alex Gioulakis', 'Mike Ott']",['Mike Ott'],"['Alfie Allen', 'Brett Gelman', 'Ashley Benson', 'Anthony Carrigan', 'Tracy Letts', 'Mark Angel', 'Judy McQueen Bauer', 'Tracy Bedford', 'Grayson Berry', 'Fiona Domenica']",,,,,2025-03-21,['United States'],"['Covington, Kentucky, USA (location)']","['CinemaWerks', 'Rouge Wave Pictures', 'Symbolic Exchange']","Awards, 1 nomination total","['Drama', 'Thriller']",['English']
tt0023046,Ich bei Tag und du bei Nacht,1h 38m,,7.1,228,,"A nightclub waiter and a manicurist share the same room, he sleeps there by night and she by day. They've never met, but they can't stand each other. Then they meet by chance - not knowing who's who - and fall in love.",https://www.imdb.com/title/tt0023046/,"['Robert Liebmann', 'Hans Székely']",['Ludwig Berger'],"['Käthe von Nagy', 'Willy Fritsch', 'Amanda Lindner', 'Julius Falkenstein', 'Elisabeth Lennartz', 'Albert Lieven', 'Friedrich Gnaß', 'Anton Pointner', 'Eugen Rex', 'Ida Wüst']",,,,,1932-11-29,['Germany'],"['Berlin, Germany']",['Universum Film (UFA)'],,"['Comedy', 'Musical', 'Romance']",['German']
tt0070648,Teenage Intimacies,1h 27m,R,4.2,128,,A collection of stories recounting incidents to be seen through keyholes.,https://www.imdb.com/title/tt0070648/,['F.B. Alleman'],['Walter Boos'],"['Elke Deuringer', 'Alexandra Bogojevic', 'Frank Nossack', 'Evelyn Raess', 'Waltraud Schaeffler', 'Uschi Stiegelmaier', 'Marita Vogelsang', 'Wolfgang Scherer', 'Heinz Kopitz', 'Doris Delaas']",,,,,1975-05-17,['West Germany'],,['Rapid Film'],,['Comedy'],['German']
tt0018143,Marquitta,1h 10m,,5.8,37,,"Street singer Marquitta is Prince Vlasco's mistress. He overlooks her humble origins until an expensive jewelry disappears and she gets blamed. He throws her out. Some time later, Vlasco looses his throne and becomes a beggar. Marquitta finds him, helps him and triggers another fit of anger when she gives him the jewel back. She leaves him, but cannot stay mad at him long and rescues him from an attempted suicide and reveals the thief is actually her father.",https://www.imdb.com/title/tt0018143/,"['Pierre Lestringuez', 'Jean Renoir']",['Jean Renoir'],"['Jean Angelo', 'Marie-Louise Iribe', 'Henri Debain', ""Félix d'Aps"", 'Simone Cerdan', 'Andrée Vernon', 'Lucien Mancini', 'Pierre Lestringuez', 'Pierre Champagne']",,,,,1927-08-12,['France'],"['Nice, Alpes-Maritimes, France']",['Les Artistes Réunis'],,['Drama'],"['None', 'French']"
tt0142920,Inferno of Torture,1h 35m,18+,5.7,696,,Two highly skilled tattoo artists clash as the demand for tattooed geishas rises to satisfy European clients.,https://www.imdb.com/title/tt0142920/,"['Teruo Ishii', 'Masahiro Kakefuda']",['Teruo Ishii'],"['Teruo Yoshida', 'Masumi Tachibana', 'Asao Koike', 'Yumiko Katayama', 'Mieko Fujimoto', 'Haruo Tanaka', 'Yoshihiro Igarashi', 'Reiichi Hatanaka', 'Kei Katayama', 'Reiko Mikasa']",,,,,1969-05-02,['Japan'],,['Toei Company'],,"['Crime', 'Drama', 'Horror', 'Thriller']",['Japanese']
tt2515030,Escobar: Paradise Lost,2h,R,6.5,24K,56.0,"In Colombia, a young surfer meets the woman of his dreams - and then meets her uncle, Pablo Escobar.",https://www.imdb.com/title/tt2515030/,"['Andrea Di Stefano', 'Francesca Marciano']",['Andrea Di Stefano'],"['Benicio Del Toro', 'Josh Hutcherson', 'Claudia Traisac', 'Brady Corbet', 'Tenoch Huerta', 'Ana Girardot', 'Carlos Bardem', 'Laura Londoño', 'Elmis Castillo', 'Micke Moreno']","$17,000,000 (estimated)","$106,869","$6,760,531","$195,792",2015-06-26,"['France', 'Spain', 'Belgium', 'Panama']",['Panama'],"['Chapter 2', 'Jaguar Films', 'Nexus Factory']","Awards, 1 nomination total","['Drug Crime', 'Tragedy', 'Crime', 'Drama', 'History', 'Romance', 'Thriller']","['English', 'Spanish']"
tt6150238,The Mayor,2h 10m,,6.3,496,,"For the first time in Korean history, the mayor of Seoul attempts a third term in office.",https://www.imdb.com/title/tt6150238/,"['Park In-je', 'Park Shin-kyu']",['Park In-je'],"['Choi Min-sik', 'Kwak Do-won', 'Shim Eun-kyung', 'Moon So-ri', 'Ra Mi-ran', 'Ryu Hye-young', 'Ki Hong Lee', 'Park Bo-kyung', 'Park Byeong-eun', 'Han Da-sol']",,"$47,128","$9,559,638","$96,777",2017-04-28,['South Korea'],,['Palette Pictures'],"Awards, 2 nominations total",['Drama'],['Korean']
tt0066767,The Anderson Tapes,1h 39m,GP,6.4,9.5K,61.0,"After ten years in prison to protect a mafia family, Duke Anderson is released and he cashes in a debt of honor with the mob to bankroll a caper.",https://www.imdb.com/title/tt0066767/,"['Lawrence Sanders', 'Frank Pierson']",['Sidney Lumet'],"['Sean Connery', 'Dyan Cannon', 'Martin Balsam', 'Ralph Meeker', 'Alan King', 'Christopher Walken', 'Val Avery', 'Dick Anthony Williams', 'Garrett Morris', 'Stan Gottlieb']","$3,000,000 (estimated)",,,,1971-09-01,['United States'],"['1 East 91st Street, Manhattan, New York City, New York, USA (Italian Palazzo)']",['Robert M. Weitman Productions'],,"['Caper', 'Action', 'Crime', 'Thriller']",['English']
tt0235608,The Bat Woman,1h 20m,,4.8,1.2K,,Batwoman is called to investigate a whacked-out scientist who is capturing wrestlers and using their spinal fluid to create a Gill Man.,https://www.imdb.com/title/tt0235608/,"['Alfredo Salazar', 'Bob Kane', 'Bill Finger']",['René Cardona'],"['Maura Monti', 'Roberto Cañedo', 'Héctor Godoy', 'David Silva', 'Crox Alvarado', 'Armando Silvestre', 'Alfonso Bárcenas', 'Manuel Capetillo', 'Ofelia Chávez', 'Manuel Garay']",,,$504,,1968-03-28,['Mexico'],"['Estudios Churubusco - C. Atletas 2, Country Club Churubusco, Coyoacán, Mexico City, Distrito Federal, Mexico (Studio)']",['Cinematográfica Calderón S.A.'],,"['Adventure', 'Horror', 'Sci-Fi']",['Spanish']
tt0160916,The Story of Us,1h 35m,R,6.0,25K,37.0,Ben and Katie Jordan are a married couple who go through hard times in fifteen years of marriage.,https://www.imdb.com/title/tt0160916/,"['Alan Zweibel', 'Jessie Nelson']",['Rob Reiner'],"['Bruce Willis', 'Michelle Pfeiffer', 'Colleen Rennison', 'Jake Sandvig', 'Casey Boersma', 'Tim Matheson', 'Rob Reiner', 'Julie Hagerty', 'Rita Wilson', 'Dylan Boersma']","$50,000,000 (estimated)","$9,673,080","$58,900,031","$27,100,031",1999-10-15,['United States'],"['Santa Clarita, California, USA']",['Castle Rock Entertainment'],"Awards, 1 win & 4 nominations total","['Romantic Comedy', 'Comedy', 'Drama', 'Romance']","['English', 'Italian']"
tt0477857,Sehar,2h 5m,,7.7,2.4K,,"Ajay Kumar the newly appointed, honest SSP of Lucknow police cracks down on the nefarious cop-mafia nexus in Uttar Pradesh, but finds a cunning and ruthless adversary in Gajraj.",https://www.imdb.com/title/tt0477857/,['Kabeer Kaushik'],['Kabeer Kaushik'],"['Arshad Warsi', 'Pankaj Kapur', 'Mahima Chaudhry', 'Sushant Singh', 'Naved Aslam', 'Suhasini Mulay', 'Rajendra Gupta', 'Ujjwal Chopra', 'Ghanshyam Garg', 'Ravi Jhankal']",,,"$278,908",,2005-07-29,['India'],,,,"['True Crime', 'Action', 'Crime', 'Drama']",['Hindi']
tt0037301,The Soul of a Monster,1h 1m,Approved,5.0,349,,"As famous surgeon, George Winson, lies on his deathbed, his wife Ann calls on unknown powers to save him. A strange woman (Lilyan) appears from nowhere and takes control. George recovers, but he's mysteriously dominated by Lilyan, and leaves his wife. When the evil woman tempts him into letting his best friend (Roger) die Wilson realizes that Lilyan wants his soul in exchange for the chance to continue living.",https://www.imdb.com/title/tt0037301/,['Edward Dein'],['Will Jason'],"['Rose Hobart', 'George Macready', 'Jim Bannon', 'Jeanne Bates', 'Erik Rolf', 'Ernest Hilliard', 'Edith Evanson', 'Al Hill', 'Milton Kibbee', 'Ruth Lee']",,,,,1944-08-17,['United States'],,['Columbia Pictures'],,"['Drama', 'Horror', 'Romance', 'Thriller']",['English']
tt3385524,Stan & Ollie,1h 38m,PG,7.2,41K,75.0,"Laurel and Hardy, the world's most famous comedy duo, attempt to reignite their film careers as they embark on what becomes their swan song: a grueling theatre tour of post-war Britain.",https://www.imdb.com/title/tt3385524/,"['Jeff Pope', ""'A.J.' Marriot""]",['Jon S. Baird'],"['Steve Coogan', 'John C. Reilly', 'Shirley Henderson', 'Nina Arianda', 'Rufus Jones', 'Danny Huston', 'Joseph Balderrama', 'John Henshaw', 'Tapiwa Mugweni', 'Keith MacPherson']","$10,000,000 (estimated)","$78,104","$24,420,923","$5,470,235",2019-01-11,"['United Kingdom', 'Canada', 'United States']","['Black Country Museum, Dudley, West Midlands, England, UK (Bottle & Glass Inn - Newcastle, Fish & Chip shop, some exterior street scenes)']","['Entertainment One', 'BBC Film', 'Sonesta Films']","Nominated for 3 BAFTA Awards, 6 wins & 30 nominations total","['Biography', 'Comedy', 'Drama', 'Family', 'History']",['English']
tt0134707,Heads Up,1h,,7.0,19,,"Bored with his daily routine, Breckenridge Gamble accepts a secret mission from some oil magnates to deliver a message to President Losada of the South American Republic of Centralia. Upon his arrival, Gamble learns from Angela, the president's daughter, that her father has been imprisoned by Cortez, the leader of the revolutionaries. Gamble also is imprisoned but frees all the prisoners as well as himself by impersonating the prison comandante. After forming an army, Gamble delivers the message--a large money draft sufficient to pay the army and secure President Losada's government--and is rewarded with Angela's love.",https://www.imdb.com/title/tt0134707/,"['Barry Barringer', 'Rob Wagner']",['Harry Garson'],"[""Maurice 'Lefty' Flynn"", 'Kathleen Myers', 'Kalla Pasha', 'Jean Perry', 'Milton Ross', 'Harry McCoy', 'Hazel Rogers', 'Ray Ripley', 'Robert Cauterio', 'Ray Turner']",,,,,1925-10-25,['United States'],,['Harry Garson Productions'],,"['Adventure', 'Comedy', 'Drama']","['None', 'English']"
tt1356763,Exporting Raymond,1h 26m,PG,6.9,2K,55.0,"A documentary on Phil Rosenthal's experiences during the making of ""Voroniny,"" the Russian-language version of ""Everybody Loves Raymond"".",https://www.imdb.com/title/tt1356763/,['Phil Rosenthal'],['Phil Rosenthal'],"['Phil Rosenthal', 'Peter Boyle', 'Stanislav Duzhnikov', 'Eldar', 'Anna Frolovtseva', 'Boris Klyuev', 'Jeffrey Lerner', 'Artyom Loginov', 'Katya Marakulina', 'Shaban Muslimov']",,"$35,292","$87,727","$87,727",2010-10-21,"['United States', 'Russia']",,"['Culver Entertainment', 'Full On Service', 'Vivid White Productions']",,"['Comedy', 'Documentary']","['Russian', 'English']"
tt0016705,The Campus Flirt,1h 10m,Passed,,,,"A product of wealth and high society, Patricia Mansfield is sent to Colton College by her father, who hopes to eradicate her snobbish veneer. On the train, Pat meets Denis Adams, a prominent athlete who is working his way through school as coach of the girls' track team; he introduces her to track star Charlie Paddock. Through efforts to keep her associates in place, Pat sinks deeper into the mire of antagonism; her only friends are Harriet Porter and Knute Knudson, the Swedish janitor. Trying to escape from Knute's pet mouse, she passes Paddock like a streak of lightning. Joining the fast set, Pat is soon branded as the campus flirt; realizing her foolishness, she sets out to vindicate herself by joining the track team. Before a meet, Graham Stearns abducts Adams, and Pat, in rescuing him, is herself detained. Knute rescues her in time for the race, and, in a screaming finish with chasing policemen, Paddock saves the event by running the last lap.",https://www.imdb.com/title/tt0016705/,"['Louise Long', 'Lloyd Corrigan', 'Rube Goldberg']",['Clarence G. Badger'],"['Bebe Daniels', 'James Hall', 'El Brendel', 'Charles Paddock', 'Joan Standing', 'Gilbert Roland', 'Irma Kornelia', 'Jocelyn Lee', 'Jean Stuart']",,,,,1926-09-18,['United States'],,['Paramount Pictures'],,"['Comedy', 'Romance']",['None']
tt0030044,The Dawn Patrol,1h 43m,Approved,7.5,3.5K,,British flying aces in World War I contend with the harsh realities of war.,https://www.imdb.com/title/tt0030044/,"['Seton I. Miller', 'Dan Totheroh', 'John Monk Saunders']",['Edmund Goulding'],"['Errol Flynn', 'Basil Rathbone', 'David Niven', 'Donald Crisp', 'Melville Cooper', 'Barry Fitzgerald', 'Carl Esmond', 'Peter Willes', 'Morton Lowry', 'Michael Brooke']",,,,,1938-12-24,['United States'],"['Calabasas, California, USA']",['Warner Bros.'],"Awards, 2 wins total","['Drama', 'War']","['English', 'German']"
tt0195621,Mother's Heart,1h 32m,TV-MA,5.6,258,,Lorenza has three young children who are victims of a media who wishes to turn out terrorists. She contends with her monstrous offspring and student revolts until she can't take it anymore.,https://www.imdb.com/title/tt0195621/,"['Salvatore Samperi', 'Sergio Bazzini', 'Dacia Maraini']",['Salvatore Samperi'],"['Carla Gravina', 'Beba Loncar', 'Philippe Leroy', 'Yorgo Voyagis', 'Paolo Graziosi', 'Mauro Gravina', 'Monica Gravina', 'Massimiliano Ferendeles', 'Valentino Orfeo', 'Sara Di Nepi']",,,,,1969-02-08,['Italy'],"['Roma, Lazio, Italy']",['Produzione Doria'],,['Drama'],['Italian']
tt0131380,False Pride,,,,,,"James Mason Ardsley, a young lawyer of good family, is retained by wealthy Julia Kingsley to go to the exclusive Cranston School for Girls and investigate the conduct of Mary Sargent, the daughter of Mrs. Kingsley's deceased half sister. Ardsley gets a job as the Cranston chauffeur and falls in love with Mary, who is a housekeeper at the school. Willis Herbert, a bounder, arrives at the school and persuades Mary to go to the city with him, falsely promising her a good job. Ardsley goes after them. Herbert attacks Mary in his apartment, and she hits him with a bronze bookend. Herbert is found stabbed to death, and Ardsley is accused of the crime on circumstantial evidence. He is sentenced to be executed, but at the last moment, Norma (a woman badly wronged by Herbert) comes forward and confesses that, finding Herbert unconscious from the blow struck by Mary, she finished him off with a knife. Ardsley and Mary make plans to wed.",https://www.imdb.com/title/tt0131380/,"['Lewis Allen Browne', 'John W. Krafft']",['Hugh Dierker'],"['Owen Moore', 'Faire Binney', 'Ruth Stonehouse', 'J. Barney Sherry', 'Bradley Barker', 'Pauline Armitage', 'Jane Jennings']",,,,,1926-03-23,['United States'],,['MacFadden True Story Pictures'],,['Drama'],"['None', 'English']"
tt0309698,Identity,1h 30m,R,7.3,278K,64.0,"Stranded at a desolate Nevada motel during a nasty rain storm, ten strangers become acquainted with each other when they realize that they're being killed off one by one.",https://www.imdb.com/title/tt0309698/,['Michael Cooney'],['James Mangold'],"['John Cusack', 'Ray Liotta', 'Amanda Peet', 'John Hawkes', 'Alfred Molina', 'Clea DuVall', 'John C. McGinley', 'William Lee Scott', 'Jake Busey', 'Pruitt Taylor Vince']","$28,000,000 (estimated)","$16,225,263","$90,259,536","$52,159,536",2003-04-25,['United States'],"['Four Aces Movie Ranch - 14499 E Ave Q, Palmdale, California, USA (motel)']","['Columbia Pictures', 'Konrad Pictures']","Awards, 1 win & 11 nominations total","['Psychological Thriller', 'Whodunnit', 'Mystery', 'Thriller']",['English']
tt0101436,Immortal Sins,1h 20m,R,4.6,184,,"Michael Alvarez and his wife Susan have inherited an ancient Spanish castle, unaware that it comes with a horrendous curse. Michael is soon lured into a deadly romance with Diana, that tortures the family with immortal sins.",https://www.imdb.com/title/tt0101436/,"['Thomas McKelvey Cleaver', 'Beverly Gray']",['Hervé Hachuel'],"['Cliff De Young', ""Maryam d'Abo"", 'Shari Shattuck', 'Tony Isbert', 'Paloma Lorena', 'Miguel de Grandy', 'Manuel Pereiro', 'Paula Soldevila', 'Oswaldo Delgado Sánchez', 'Natalia Díaz']",,,,,1992-03-19,"['Spain', 'United States']","['Madrid, Spain']","['Concorde-New Horizons', 'Tesauro Productions']",,"['Horror', 'Thriller']",['English']
tt0049844,These Wilder Years,1h 31m,Approved,6.8,1.1K,,"A middle-aged man tries to reconnect with his illegitimate son, who was given to an orphanage many years ago.",https://www.imdb.com/title/tt0049844/,"['Frank Fenton', 'Ralph Wheelwright']",['Roy Rowland'],"['James Cagney', 'Barbara Stanwyck', 'Walter Pidgeon', 'Betty Lou Keim', 'Don Dubbins', 'Edward Andrews', 'Basil Ruysdael', 'Grandon Rhodes', 'Will Wright', 'Lewis Martin']","$1,257,000 (estimated)",,,,1956-08-17,['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],,['Drama'],['English']
tt0076069,The Cat,1h 49m,,6.8,670,,"Amedeo and Ofelia, middle aged brother and sister, own jointly an old decadent, but still attractive, condominium. They want to sell it, but before they have to evict all the tenants. Of course, these don't want to leave at all. The cat (Il Gatto), mascot and beloved by all, dies and this gives the two an excuse to enter the tenants' life. Amedeo starts to court the young Wanda and Ofelia seduces the priest Don Pezzolla. In the meantime police is looking for the cat killer...",https://www.imdb.com/title/tt0076069/,"['Augusto Caminito', 'Fulvio Marcolin', 'Rodolfo Sonego']",['Luigi Comencini'],"['Ugo Tognazzi', 'Mariangela Melato', 'Michel Galabru', 'Dalila Di Lazzaro', 'Jean Martin', 'Aldo Reggiani', 'Adriana Innocenti', 'Philippe Leroy', 'Armando Brancia', 'Mario Brega']",,,,,1978-03-15,"['Italy', 'France']","['Rome, Lazio, Italy (main location)']",['Rafran Cinematografica'],"Awards, 1 win total","['Dark Comedy', 'Comedy']","['Italian', 'German']"
tt0011343,Jack Straw,50m,Approved,,,,"Jack Straw, an iceman, falls in love with the voice of Ethel Parker Jennings which he is accustomed to hearing down the dumbwaiter shaft of his Harlem flat. When the Jennings family acquires wealth through an oil investment, they move to California and Jack follows. Finding employment as a waiter, Jack meets Holland, who holds a grudge against the snobbish Mrs. Jennings. Holland enlists Jack in a scheme to humiliate the haughty woman by persuading the waiter to impersonate the Archduke of Pomerania. Jack consents, seizing upon the opportunity to be near Ethel, and during Jack's stay with the Jennings, the couple fall in love. Eventually Holland decides that the joke has gone too far and unmasks Jack. Mrs. Jennings expels Jack from the house, but when the real ambassador from Pomerania appears and documents Jack's authenticity, she recants and announces Ethel's engagement to the archduke waiter.",https://www.imdb.com/title/tt0011343/,"['W. Somerset Maugham', 'Olga Printzlau', 'Elmer Harris']",['William C. de Mille'],"['Robert Warwick', 'Carroll McComas', 'Charles Ogle', 'Irene Sullivan', 'Monte du Mont', 'Frances Parks', 'Lucien Littlefield', 'Robert Brower', 'Sylvia Ashton', 'Mayme Kelso']",,,,,1920-03-14,['United States'],,['Paramount Pictures'],,['Comedy'],"['None', 'English']"
tt0023220,The Midnight Patrol,1h 7m,Passed,6.8,28,,"A cub reporter rashly makes a promise to solve a murder mystery within 24 hours, then must make good on his boast.",https://www.imdb.com/title/tt0023220/,"['George Jeske', 'Arthur Hoerl', 'Barry Barringer']",['Christy Cabanne'],"['Regis Toomey', 'Betty Bronson', 'Edwina Booth', 'Mary Nolan', 'Earle Foxe', 'Robert Elliott', 'Eddie Kane', 'William Bailey', 'Mischa Auer', ""'Snub' Pollard""]",,,,,1932-04-10,['United States'],,['C.C. Burr Productions'],,"['Comedy', 'Crime', 'Drama', 'Mystery']",['English']
tt0023034,Huddle,1h 43m,Passed,5.7,251,,"Tony, the son of Italian immigrants, works in a smoky steel mill in Gary, Indiana. He wins a company scholarship which will enable him to attend Yale college. Over the four years of his college career he learns about football, love, and class prejudice.",https://www.imdb.com/title/tt0023034/,"['Francis Wallace', 'Robert Lee Johnson', 'Arthur S. Hyman']",['Sam Wood'],"['Ramon Novarro', 'Madge Evans', 'Una Merkel', 'Ralph Graves', 'John Arledge', 'Frank Albertson', 'Kane Richmond', 'Martha Sleeper', 'Henry Armetta', 'Ferike Boros']","$514,000 (estimated)",,,,1932-05-14,['United States'],"['Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA (Studio)']",['Metro-Goldwyn-Mayer (MGM)'],,"['Drama', 'Romance', 'Sport']","['English', 'Italian']"
tt0119313,Hope Floats,1h 54m,PG-13,6.1,32K,43.0,"Birdee Calvert must choose between her morals and her heart after her husband divorces her and a charming young man, who her daughter disapproves of, comes back into her life.",https://www.imdb.com/title/tt0119313/,['Steven Rogers'],['Forest Whitaker'],"['Sandra Bullock', 'Harry Connick Jr.', 'Gena Rowlands', 'Mae Whitman', 'Michael Paré', 'Cameron Finley', 'Kathy Najimy', 'Bill Cobbs', 'Connie Ray', 'Mona Lee Fultz']","$30,000,000 (estimated)","$14,210,464","$81,471,882","$60,053,195",1998-05-29,['United States'],"['Smithville, Texas, USA']","['Twentieth Century Fox', 'Fortis Films']","Awards, 3 wins & 9 nominations total","['Drama', 'Romance']",['English']
tt3235888,It Follows,1h 40m,R,6.8,285K,83.0,A young woman is followed by an unknown supernatural force after a sexual encounter.,https://www.imdb.com/title/tt3235888/,['David Robert Mitchell'],['David Robert Mitchell'],"['Maika Monroe', 'Keir Gilchrist', 'Olivia Luccardi', 'Lili Sepe', 'Bailey Spry', 'Carollette Phillips', 'Loren Bass', 'Charles Gertner', 'Debbie Williams', 'Jake Weary']","$1,000,000 (estimated)","$160,089","$21,808,393","$14,674,076",2015-03-13,['United States'],"['Redford Theatre, Detroit, Michigan, USA (theatre interiors and exteriors)']","['Northern Lights Films', 'Animal Kingdom', 'Two Flints']","Awards, 25 wins & 44 nominations total","['Psychological Horror', 'Supernatural Horror', 'Horror', 'Mystery', 'Thriller']",['English']
tt0180254,Top of the Heap,1h 30m,R,6.4,429,,"A D.C. black cop is pushed over the edge when he is passed over for a promotion, leading him on a violent personal crusade against criminals punctuated by feverish psychedelic dream visions.",https://www.imdb.com/title/tt0180254/,['Christopher St. John'],['Christopher St. John'],"['Christopher St. John', 'Paula Kelly', 'Florence St. Peter', 'Leonard Kuras', 'John Alderson', 'Patrick McVey', 'Allen Garfield', 'Ingeborg Sørensen', 'Ron Douglas', 'John McMurtry']",,,,"$262,200",1977-01-24,['United States'],"['Washington, District of Columbia, USA']","['Fanfare Films', 'St. John Unlimited']","Awards, 1 nomination total",['Drama'],['English']
tt19623228,Godland,2h 23m,Unrated,7.1,8.5K,81.0,"At the end of the 19th century, a young Danish priest is sent to a remote part of Iceland. The deeper he travels into the Icelandic landscape, the more he loses a sense of his own reality, his mission and his sense of duty.",https://www.imdb.com/title/tt19623228/,['Hlynur Pálmason'],['Hlynur Pálmason'],"['Elliott Crosset Hove', 'Ingvar Sigurdsson', 'Vic Carmen Sonne', 'Jacob Lohmann', 'Hilmar Guðjónsson', 'Waage Sandø', 'Ída Mekkín Hlynsdóttir', 'Snæbjörg Guðmundsdóttir', 'Friðrik Hrafn Reynisson', 'Friðrik Friðriksson']","€5,000,000 (estimated)",,"$1,560,518","$60,735",2023-06-20,"['Denmark', 'Iceland', 'France', 'Sweden']",['Iceland'],"['Snowglobe Films', 'Join Motion Pictures', 'Maneki Films']","Awards, 18 wins & 47 nominations total",['Drama'],"['Danish', 'Icelandic']"
tt0338977,Games of Love and Chance,2h 3m,,6.9,3.3K,71.0,Krimo a 15 years old shy boy falls in love for Lídia who is his classmate.To be able to assume his love for her he decides to take a part in the play that was to be one of his friends.,https://www.imdb.com/title/tt0338977/,"['Abdellatif Kechiche', 'Ghalya Lacroix']",['Abdellatif Kechiche'],"['Osman Elkharraz', 'Sara Forestier', 'Sabrina Ouazani', 'Nanou Benhamou', 'Hafet Ben-Ahmed', 'Aurélie Ganito', 'Carole Franck', 'Hajar Hamlili', 'Rachid Hami', 'Meriem Serbah']",,"$2,529","$1,747,263","$8,085",2004-01-07,['France'],"['Saint-Denis, Seine-Saint-Denis, France (Cité des Francs-Moisins: housing complex, Rue du M.al Lyautey: police control)']","['Lola Films', 'Noé Productions', 'CinéCinéma']","Awards, 16 wins & 5 nominations total","['Comedy', 'Drama', 'Romance']",['French']
tt2333784,The Expendables 3,2h 6m,PG-13,6.1,201K,35.0,"Barney augments his team with new blood for a personal battle: to take down Conrad Stonebanks, the Expendables co-founder and notorious arms trader who is hell bent on wiping out Barney and every single one of his associates.",https://www.imdb.com/title/tt2333784/,"['Sylvester Stallone', 'Creighton Rothenberger', 'Katrin Benedikt']",['Patrick Hughes'],"['Sylvester Stallone', 'Jason Statham', 'Jet Li', 'Antonio Banderas', 'Harrison Ford', 'Arnold Schwarzenegger', 'Mel Gibson', 'Wesley Snipes', 'Dolph Lundgren', 'Randy Couture']","$80,000,000 (estimated)","$15,879,645","$214,657,577","$39,322,544",2014-08-15,"['United States', 'France', 'Germany', 'Bulgaria']","['Bucharest, Romania']","['Lionsgate', 'Millennium Films', 'Nu Image Entertainment GmbH']","Awards, 2 wins & 5 nominations total","['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']","['English', 'Romanian', 'Spanish']"
tt0138565,Crimson Dynasty,1h 36m,,6.1,78,,"Vignerte, a preceptor at the court of a German principality, falls in love with Princess Aurore, whose first husband died under mysterious circumstances. Vignerte suspects the deceased's brother to be responsible for the death.",https://www.imdb.com/title/tt0138565/,"['André-Paul Antoine', 'Pierre Benoît', 'René Champigny']",['Maurice Tourneur'],"['Pierre Fresnay', 'Elissa Landi', 'John Lodge', 'Antonin Artaud', 'Frank Vosper', 'Jean-Max', 'Allan Jeayes', 'Romilly Lunge', 'Jean Yonnel', 'Jean Debucourt']",,,,,1935-10-17,"['United Kingdom', 'France']",,"['Pathé-Natan', 'Capitol Film Corporation']",,"['Drama', 'History']","['English', 'French']"
tt0058544,Ghidorah: The Three-Headed Monster,1h 25m,Not Rated,6.5,8.5K,,A detective protects a princess who prophecies Earth's destruction by a powerful space monster; the world's only hope being if Mothra can persuade Godzilla and Rodan to unite and save the planet.,https://www.imdb.com/title/tt0058544/,"[""Shin'ichi Sekizawa""]",['Ishirô Honda'],"['Yôsuke Natsuki', 'Yuriko Hoshi', 'Hiroshi Koizumi', 'Akiko Wakabayashi', 'Emi Itô', 'Yumi Itô', 'Takashi Shimura', 'Akihiko Hirata', 'Hisaya Itô', 'Minoru Takada']",,,,,1965-09-13,['Japan'],"['Tokyo, Japan']",['Toho'],"Awards, 1 nomination total","['Alien Invasion', 'Dinosaur Adventure', 'Kaiju', 'Supernatural Fantasy', 'Action', 'Fantasy', 'Sci-Fi', 'Thriller']",['Japanese']
